Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.040201,0.0012273,0.0096292,0,0,0,0.76503,0.00508,-8.7544E-06,-3.43E-06,0.0044319,-1.8262E-06,0.0094591,0,0,0,0,0,0,package://ground/meshes/base_link.STL,0.77647,0.75686,0.73725,1,0,0,0,0,0,0,package://ground/meshes/base_link.STL,,hexagon socket head cap screws gb-9;固定端-3;hexagon socket head cap screws gb-3;hexagon socket head cap screws gb-5;hexagon socket head cap screws gb-7;hexagon socket head cap screws gb-6;hexagon socket head cap screws gb-4;hexagon socket head cap screws gb-2;中间板-1;hexagon socket head cap screws gb-8;对接板2-1,坐标系1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
