Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm)
1,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
2,-0.826512,-0.827616,7.386286,0.079810,-0.090095,0.000006
3,-0.834422,-0.836979,7.329899,0.088663,-0.096857,-0.000355
4,-0.846120,-0.849722,7.269920,0.098767,-0.105293,-0.000740
5,-0.861473,-0.865651,7.206755,0.110051,-0.115355,-0.001137
6,-0.880317,-0.884569,7.140837,0.122454,-0.126974,-0.001535
7,-0.902495,-0.906260,7.072568,0.135898,-0.140089,-0.001935
8,-0.927848,-0.930513,7.002370,0.150308,-0.154631,-0.002325
9,-0.956193,-0.957114,6.930609,0.165616,-0.170533,-0.002706
10,-0.987347,-0.985831,6.857718,0.181741,-0.187713,-0.003078
11,-1.021118,-1.016440,6.784080,0.198599,-0.206089,-0.003425
12,-1.057319,-1.048741,6.710055,0.216126,-0.225580,-0.003762
13,-1.095756,-1.082507,6.636006,0.234242,-0.246100,-0.004077
14,-1.136212,-1.117523,6.562283,0.252868,-0.267555,-0.004373
15,-1.178498,-1.153575,6.489217,0.271927,-0.289847,-0.004649
16,-1.222408,-1.190456,6.417075,0.291342,-0.312897,-0.004913
17,-1.267726,-1.227960,6.346171,0.311035,-0.336589,-0.005155
18,-1.314243,-1.265886,6.276739,0.330930,-0.360834,-0.005388
19,-1.361740,-1.304040,6.209023,0.350946,-0.385520,-0.005605
20,-1.410014,-1.342244,6.143221,0.371017,-0.410552,-0.005821
21,-1.458843,-1.380301,6.079505,0.391056,-0.435825,-0.006022
22,-1.508001,-1.418047,6.018047,0.410995,-0.461225,-0.006225
23,-1.557280,-1.455310,5.958955,0.430757,-0.486650,-0.006418
24,-1.606477,-1.491932,5.902334,0.450272,-0.511999,-0.006611
25,-1.655376,-1.527761,5.848240,0.469466,-0.537169,-0.006807
26,-1.703755,-1.562664,5.796735,0.488279,-0.562056,-0.007013
27,-1.751404,-1.596491,5.747849,0.506635,-0.586545,-0.007215
28,-1.798138,-1.629122,5.701563,0.524476,-0.610558,-0.007426
29,-1.843750,-1.660432,5.657868,0.541734,-0.633990,-0.007642
30,-1.888040,-1.690309,5.616721,0.558355,-0.656749,-0.007863
31,-1.930826,-1.718641,5.578073,0.574275,-0.678746,-0.008096
32,-1.971922,-1.745339,5.541840,0.589447,-0.699897,-0.008334
