Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm)
1,2.150259,16.882416,-3.044045,0.265655,0.285553,0.003966
2,-4.940564,-33.072037,6.801606,-0.554706,-0.709205,0.012200
3,3.912945,33.463028,-5.437009,0.558426,0.524063,0.008421
4,-1.079325,0.919231,0.272663,-0.060052,-0.131202,-0.001961
5,-1.201400,-0.322719,0.292611,0.033689,-0.155257,0.000619
6,-1.169885,2.239741,0.191649,-0.270134,-0.149624,-0.010390
7,-5.227066,-35.125481,6.713537,-0.303050,-0.742994,0.022277
8,3.976345,33.706074,-5.673251,0.556998,0.491397,0.012064
9,-1.122954,0.533931,0.154175,-0.030578,-0.151673,-0.008462
10,-1.156747,2.496635,0.089319,-0.297593,-0.156886,0.002521
11,-5.208456,-35.865986,6.489017,-0.252481,-0.753327,0.011486
12,3.967922,34.399872,-5.652501,0.518658,0.479864,0.013238
13,-5.007019,-34.008839,6.411752,-0.515958,-0.728741,0.003710
14,-0.625347,-0.254955,0.322289,0.017177,-0.088171,0.006736
15,-0.748007,-0.524830,0.257135,0.036172,-0.111094,0.001756
16,-0.822183,-0.337022,0.149078,0.021141,-0.128808,-0.000286
17,-71.589676,-116.793816,-16.491072,8.657155,-5.418149,0.726672
18,71.072815,-32.700104,-11.896187,1.320814,6.504857,-0.121752
19,21.027849,403.250397,16.474951,-28.393566,2.455290,0.965446
20,37.665215,153.593567,-55.826885,-13.321657,0.833469,-0.786215
21,148.870300,170.697815,-71.452370,-13.526909,9.516021,0.134399
22,409.869873,1296.775391,-10.436514,-99.617691,31.073341,-5.030963
23,143.132080,157.572662,-72.200584,-13.622924,10.358198,-0.432128
24,-9505.307617,-3383.842529,-23375.316406,-594.240356,2035.347900,-420.592041
25,16951366.000000,-37870520.000000,32739264.000000,-2273762.000000,-1876205.875000,240688.593750
26,4514537.500000,1522273.250000,-2774697.750000,86736.304688,-108589.156250,78655.046875
27,58141032.000000,4172866.750000,26917294.000000,548108.937500,-7972033.000000,-56564.460938
28,34127148.000000,4543910.000000,-11995906.000000,1411752.000000,-495711.468750,3396653.250000
29,2040.198242,63652.328125,-2412.002197,4979.541992,-73.241096,-1163.458130
30,-690388672.000000,164136384.000000,-2974540544.000000,-26139160.000000,-73894824.000000,38620176.000000
31,-3012962.000000,-5163501.500000,10913861.000000,611677.250000,631702.687500,639486.875000
32,-2029808640.000000,-879099456.000000,954559488.000000,85322120.000000,-147066896.000000,41758940.000000
33,48977492.000000,-123788808.000000,22296376.000000,4283567.000000,596300.187500,-6030817.000000
34,-872419904.000000,1676531456.000000,-985498944.000000,-142797056.000000,-83250000.000000,-3099873.500000
35,81969.914062,-195139.437500,-75513.171875,-8041.153320,-1630.580078,3565.577637
36,1051459.500000,-121134.765625,11360.566406,-14104.525391,-37924.699219,65382.136719
37,-867551.375000,164965.468750,942612.312500,-48288.007812,89851.726562,-67200.109375
38,-676526.937500,1110028.875000,836231.187500,-20360.804688,65606.875000,-124010.132812
39,-45431.839844,93968.101562,-1834.486328,8545.861328,4871.900391,3041.632812
40,25812952.000000,176570880.000000,16773298.000000,-7931728.000000,642851.937500,8096763.500000
41,2279329024.000000,7694107.500000,-4536256.000000,20779854.000000,88695480.000000,-479224384.000000
42,17798.955078,-480813.406250,-373287.312500,9423.819336,23461.570312,-34486.964844
43,21059814.000000,1984461056.000000,-603021248.000000,78725568.000000,3689208.250000,-62651104.000000
44,-2024564736.000000,717344960.000000,707944256.000000,93697016.000000,92368464.000000,162298512.000000
45,-18533117952.000000,7060467200.000000,34841497600.000000,-4681204224.000000,1653735424.000000,-4112698624.000000
46,20979112.000000,2565959.500000,14455287.000000,998701.937500,318750.718750,-1771568.500000
47,-15416170.000000,308445.375000,-19499328.000000,-344488.156250,-1464805.875000,35797.949219
48,-34518668.000000,-28255446.000000,-23321758.000000,3274762.000000,-1501842.625000,-2509376.000000
49,-445238176.000000,80255856.000000,584252352.000000,-16919730.000000,67890912.000000,-20336076.000000
50,-24400886.000000,-3145656.750000,14715912.000000,912565.625000,1553524.625000,1449068.625000
51,-172372576.000000,-346127680.000000,27382782.000000,18022218.000000,12448573.000000,39980604.000000
52,254361.609375,746866.750000,572778.687500,-105675.109375,-37403.921875,98933.460938
53,169854864.000000,88604376.000000,86867920.000000,2227069.750000,-20142754.000000,11841418.000000
54,235617744.000000,413236224.000000,-21848306.000000,36711924.000000,-20542534.000000,10310899.000000
55,16111279.000000,11430937.000000,-7040835.500000,-1073295.125000,980949.125000,-350888.250000
56,126867728.000000,-195249552.000000,-8017562.500000,10583773.000000,7591431.000000,-8724555.000000
57,-10436110.000000,6010667.500000,-14210771.000000,-1085285.500000,-690902.437500,509664.406250
58,-57629040.000000,-63553040.000000,122444272.000000,14311121.000000,-6311413.500000,4871485.500000
59,418917920.000000,-56161904.000000,-220900272.000000,16435386.000000,-1693575.750000,25164754.000000
60,126190376.000000,-11182228.000000,76632496.000000,7071231.000000,-3898788.000000,-15220301.000000
61,3998297.750000,-6599970.500000,-1618332.875000,53456.062500,-74236.578125,411427.062500
