Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),EE_x,EE_y,EE_z,Kp_x,Kp_y,Kp_z,Kp_rx,Kp_ry,Kp_rz,Kd_x,Kd_y,Kd_z,Kd_rx,Kd_ry,Kd_rz
124,0.009820,-0.003330,-0.001274,0.000095,0.002903,0.003512,0.491700,-0.002813,0.687017,5.0000,142.7757,5.0000,194.9368,300.0000,291.6792,1.0000,17.3380,1.0000,18.0566,9.7166,31.6284
125,0.010270,-0.002741,-0.000688,0.001107,0.003302,-0.001488,0.492245,-0.002783,0.686627,5.0000,143.3347,5.0000,194.8915,300.0000,291.8615,1.0000,17.2893,1.0000,18.0556,9.7197,31.6607
126,0.008760,-0.004404,-0.002782,0.001327,0.002668,0.000302,0.492790,-0.002753,0.686236,5.0000,143.8931,5.0000,194.8515,300.0000,292.0489,1.0000,17.2421,1.0000,18.0551,9.7241,31.6924
127,0.008025,-0.004180,-0.003463,0.000616,0.002267,0.003357,0.493332,-0.002724,0.685846,5.0000,144.4498,5.0000,194.8207,300.0000,292.2360,1.0000,17.1970,1.0000,18.0565,9.7298,31.7233
128,0.008834,-0.002707,-0.002531,0.001107,0.002765,-0.002106,0.493872,-0.002695,0.685457,5.0000,145.0095,5.0000,194.7879,300.0000,292.4151,1.0000,17.1533,1.0000,18.0575,9.7328,31.7547
129,0.008396,-0.002253,-0.002871,0.000476,0.002517,0.000195,0.494411,-0.002667,0.685067,5.0000,145.5556,5.0000,194.7725,300.0000,292.5917,1.0000,17.1087,1.0000,18.0636,9.7404,31.7829
130,0.009409,-0.005157,-0.002486,0.001336,0.002838,0.002221,0.494948,-0.002639,0.684678,5.0000,146.0891,5.0000,194.7687,300.0000,292.7660,1.0000,17.0630,1.0000,18.0726,9.7501,31.8090
131,0.009095,-0.002801,-0.002149,0.001470,0.002900,-0.002514,0.495483,-0.002611,0.684290,5.0000,146.6264,5.0000,194.7511,300.0000,292.9323,1.0000,17.0175,1.0000,18.0804,9.7584,31.8367
132,0.009435,-0.002767,-0.002082,0.000719,0.002902,0.000284,0.496017,-0.002584,0.683902,5.0000,147.1483,5.0000,194.7384,300.0000,293.1002,1.0000,16.9712,1.0000,18.0905,9.7706,31.8625
133,0.008144,-0.001106,-0.003042,0.000115,0.002431,-0.000042,0.496549,-0.002558,0.683513,5.0000,147.6590,5.0000,194.7250,300.0000,293.2706,1.0000,16.9246,1.0000,18.0996,9.7821,31.8878
134,0.009994,-0.005518,-0.002327,0.000886,0.002954,0.004610,0.497079,-0.002531,0.683126,5.0000,148.1611,5.0000,194.7140,300.0000,293.4483,1.0000,16.8781,1.0000,18.1070,9.7920,31.9125
135,0.010089,-0.003899,-0.001249,0.000857,0.003066,0.002331,0.497606,-0.002506,0.682739,5.0000,148.6818,5.0000,194.6743,300.0000,293.6212,1.0000,16.8342,1.0000,18.1076,9.7941,31.9416
136,0.009402,-0.003811,-0.002181,0.001014,0.002857,0.001294,0.498133,-0.002481,0.682352,5.0000,149.2105,5.0000,194.6230,300.0000,293.7912,1.0000,16.7924,1.0000,18.1054,9.7932,31.9724
137,0.007888,-0.002862,-0.003817,0.001373,0.002428,-0.002123,0.498658,-0.002456,0.681965,5.0000,149.7356,5.0000,194.5795,300.0000,293.9600,1.0000,16.7517,1.0000,18.1049,9.7935,32.0019
138,0.009876,-0.001962,-0.002089,0.001025,0.003187,-0.002100,0.499180,-0.002431,0.681578,5.0000,150.2399,5.0000,194.5634,300.0000,294.1316,1.0000,16.7109,1.0000,18.1110,9.8004,32.0268
139,0.008155,-0.003225,-0.003638,0.001119,0.002452,-0.000357,0.499701,-0.002407,0.681192,5.0000,150.7229,5.0000,194.5735,300.0000,294.3054,1.0000,16.6683,1.0000,18.1232,9.8136,32.0479
140,0.009161,-0.001950,-0.002742,0.001186,0.002931,-0.001822,0.500221,-0.002383,0.680806,5.0000,151.1957,5.0000,194.5823,300.0000,294.4772,1.0000,16.6249,1.0000,18.1360,9.8274,32.0686
141,0.008021,-0.001965,-0.003685,0.001482,0.002553,-0.003978,0.500738,-0.002360,0.680421,5.0000,151.6550,5.0000,194.5831,300.0000,294.6505,1.0000,16.5807,1.0000,18.1479,9.8414,32.0891
142,0.008943,-0.004245,-0.003410,0.000939,0.002654,0.001550,0.501254,-0.002337,0.680036,5.0000,152.1002,5.0000,194.5833,300.0000,294.8304,1.0000,16.5362,1.0000,18.1595,9.8570,32.1088
143,0.008415,-0.002230,-0.003504,0.001027,0.002601,-0.001049,0.501768,-0.002315,0.679651,5.0000,152.5564,5.0000,194.5576,300.0000,295.0078,1.0000,16.4935,1.0000,18.1636,9.8652,32.1325
144,0.009070,-0.002389,-0.003130,0.001133,0.002860,-0.002100,0.502280,-0.002293,0.679267,5.0000,153.0126,5.0000,194.5206,300.0000,295.1866,1.0000,16.4525,1.0000,18.1638,9.8694,32.1573
145,0.008853,-0.002868,-0.003136,0.001332,0.002763,-0.002015,0.502790,-0.002272,0.678883,5.0000,153.4651,5.0000,194.4894,300.0000,295.3676,1.0000,16.4130,1.0000,18.1636,9.8729,32.1814
146,0.010563,-0.003960,-0.001665,0.000524,0.003178,0.003137,0.503298,-0.002250,0.678500,5.0000,153.9140,5.0000,194.4671,300.0000,295.5479,1.0000,16.3748,1.0000,18.1648,9.8768,32.2046
147,0.009700,-0.003775,-0.002645,0.000883,0.002931,0.002132,0.503805,-0.002230,0.678117,5.0000,154.3763,5.0000,194.4303,300.0000,295.7171,1.0000,16.3384,1.0000,18.1622,9.8740,32.2307
148,0.010725,-0.002501,-0.001550,0.000878,0.003406,-0.000418,0.504309,-0.002209,0.677734,5.0000,154.8465,5.0000,194.3799,300.0000,295.8760,1.0000,16.3033,1.0000,18.1575,9.8667,32.2584
149,0.010003,-0.001414,-0.002121,0.000329,0.003128,-0.001306,0.504812,-0.002189,0.677352,5.0000,155.3127,5.0000,194.3409,300.0000,296.0308,1.0000,16.2684,1.0000,18.1560,9.8615,32.2842
150,0.008067,0.000675,-0.003364,0.000261,0.002523,-0.003611,0.505313,-0.002170,0.676970,5.0000,155.7674,5.0000,194.3279,300.0000,296.1871,1.0000,16.2324,1.0000,18.1597,9.8607,32.3067
151,0.009498,-0.001639,-0.002831,0.001179,0.003076,-0.003575,0.505812,-0.002150,0.676588,5.0000,156.1974,5.0000,194.3464,300.0000,296.3514,1.0000,16.1948,1.0000,18.1704,9.8672,32.3244
152,0.009107,-0.003879,-0.003193,0.000974,0.002712,0.002012,0.506310,-0.002131,0.676208,5.0000,156.6124,5.0000,194.3727,300.0000,296.5192,1.0000,16.1562,1.0000,18.1845,9.8788,32.3406
153,0.009508,-0.003363,-0.003095,0.000886,0.002891,0.001296,0.506805,-0.002112,0.675827,5.0000,157.0322,5.0000,194.3605,300.0000,296.6796,1.0000,16.1186,1.0000,18.1917,9.8840,32.3609
154,0.009082,-0.001552,-0.003291,0.000640,0.002827,-0.001469,0.507299,-0.002094,0.675446,5.0000,157.4583,5.0000,194.3105,300.0000,296.8340,1.0000,16.0824,1.0000,18.1911,9.8819,32.3848
155,0.009290,-0.001744,-0.003194,0.000302,0.002815,0.001200,0.507791,-0.002076,0.675067,5.0000,157.8799,5.0000,194.2596,300.0000,296.9913,1.0000,16.0470,1.0000,18.1885,9.8786,32.4080
156,0.009973,-0.003729,-0.002455,0.000571,0.002962,0.004007,0.508281,-0.002059,0.674688,5.0000,158.3000,5.0000,194.2144,300.0000,297.1500,1.0000,16.0130,1.0000,18.1847,9.8728,32.4307
157,0.008849,-0.001313,-0.003841,0.000684,0.002758,-0.001169,0.508769,-0.002041,0.674309,5.0000,158.7348,5.0000,194.1635,300.0000,297.3022,1.0000,15.9811,1.0000,18.1787,9.8623,32.4556
158,0.009460,-0.001059,-0.003211,0.000849,0.003030,-0.002859,0.509256,-0.002024,0.673930,5.0000,159.1638,5.0000,194.1344,300.0000,297.4540,1.0000,15.9496,1.0000,18.1777,9.8561,32.4780
159,0.010258,-0.002579,-0.002302,0.000763,0.003185,0.000325,0.509740,-0.002007,0.673553,5.0000,159.5750,5.0000,194.1358,300.0000,297.6076,1.0000,15.9169,1.0000,18.1844,9.8575,32.4964
160,0.008452,0.000881,-0.003847,0.000401,0.002705,-0.004303,0.510223,-0.001991,0.673175,5.0000,159.9803,5.0000,194.1390,300.0000,297.7567,1.0000,15.8835,1.0000,18.1926,9.8606,32.5146
161,0.010160,-0.001981,-0.002664,0.000372,0.003139,0.000304,0.510704,-0.001974,0.672798,5.0000,160.3617,5.0000,194.1539,300.0000,297.9117,1.0000,15.8482,1.0000,18.2040,9.8683,32.5296
162,0.011091,-0.002402,-0.001615,0.000700,0.003496,0.000651,0.511182,-0.001958,0.672422,5.0000,160.7433,5.0000,194.1509,300.0000,298.0664,1.0000,15.8129,1.0000,18.2110,9.8729,32.5466
163,0.009484,-0.003506,-0.003335,0.000593,0.002809,0.002935,0.511660,-0.001942,0.672046,5.0000,161.1302,5.0000,194.1197,300.0000,298.2192,1.0000,15.7790,1.0000,18.2117,9.8722,32.5665
164,0.008102,0.000538,-0.004203,0.001043,0.002665,-0.006542,0.512136,-0.001927,0.671670,5.0000,161.5282,5.0000,194.0579,300.0000,298.3673,1.0000,15.7478,1.0000,18.2050,9.8636,32.5901
165,0.009234,-0.003639,-0.003448,0.000599,0.002698,0.004053,0.512609,-0.001911,0.671295,5.0000,161.9041,5.0000,194.0298,300.0000,298.5262,1.0000,15.7165,1.0000,18.2049,9.8629,32.6081
166,0.008254,0.001895,-0.003887,0.000173,0.002658,-0.005227,0.513081,-0.001896,0.670921,5.0000,162.2863,5.0000,193.9948,300.0000,298.6770,1.0000,15.6872,1.0000,18.2026,9.8574,32.6282
167,0.009252,-0.001728,-0.003645,0.000553,0.002852,-0.000276,0.513551,-0.001882,0.670546,5.0000,162.6483,5.0000,193.9906,300.0000,298.8334,1.0000,15.6562,1.0000,18.2064,9.8576,32.6436
168,0.009608,-0.002063,-0.002943,0.000103,0.002863,0.002474,0.514018,-0.001867,0.670174,5.0000,163.0104,5.0000,193.9882,300.0000,298.9859,1.0000,15.6253,1.0000,18.2110,9.8577,32.6597
169,0.007588,-0.000482,-0.004676,0.001011,0.002376,-0.003745,0.514484,-0.001853,0.669800,5.0000,163.3836,5.0000,193.9624,300.0000,299.1297,1.0000,15.5956,1.0000,18.2107,9.8516,32.6795
170,0.009225,-0.003474,-0.004004,0.000487,0.002704,0.003751,0.514949,-0.001838,0.669427,5.0000,163.7453,5.0000,193.9395,300.0000,299.2753,1.0000,15.5659,1.0000,18.2122,9.8484,32.6974
171,0.009492,-0.001626,-0.003306,0.000377,0.002903,0.000716,0.515411,-0.001824,0.669055,5.0000,164.1181,5.0000,193.8942,300.0000,299.4118,1.0000,15.5380,1.0000,18.2088,9.8393,32.7185
172,0.008164,-0.001741,-0.004268,0.000811,0.002477,-0.001399,0.515872,-0.001811,0.668684,5.0000,164.4924,5.0000,193.8446,300.0000,299.5294,1.0000,15.5108,1.0000,18.2039,9.8281,32.7397
173,0.008504,-0.001297,-0.004310,0.000584,0.002606,-0.001242,0.516331,-0.001797,0.668313,5.0000,164.8643,5.0000,193.8128,300.0000,299.6236,1.0000,15.4835,1.0000,18.2026,9.8210,32.7588
174,0.009379,-0.001974,-0.003164,-0.000464,0.002687,0.004117,0.516788,-0.001784,0.667943,5.0000,165.2261,5.0000,193.7991,300.0000,299.6989,1.0000,15.4558,1.0000,18.2052,9.8178,32.7755
175,0.009647,0.001143,-0.002435,0.000595,0.003168,-0.005426,0.517243,-0.001771,0.667573,5.0000,165.5941,5.0000,193.7731,300.0000,299.7591,1.0000,15.4284,1.0000,18.2042,9.8093,32.7946
176,0.009143,0.000128,-0.003709,0.000295,0.002902,-0.001677,0.517696,-0.001757,0.667203,5.0000,165.9396,5.0000,193.7697,300.0000,299.8073,1.0000,15.3994,1.0000,18.2091,9.8083,32.8092
177,0.010242,-0.000038,-0.002748,0.000378,0.003310,-0.002393,0.518148,-0.001745,0.666835,5.0000,166.2719,5.0000,193.7765,300.0000,299.8458,1.0000,15.3699,1.0000,18.2165,9.8110,32.8226
178,0.007724,-0.001691,-0.004981,0.000319,0.002243,0.001352,0.518597,-0.001732,0.666467,5.0000,166.5971,5.0000,193.7816,300.0000,299.8766,1.0000,15.3403,1.0000,18.2235,9.8148,32.8362
179,0.008959,0.000314,-0.003796,0.000206,0.002822,-0.002401,0.519045,-0.001719,0.666098,5.0000,166.9309,5.0000,193.7598,300.0000,299.9013,1.0000,15.3125,1.0000,18.2242,9.8128,32.8535
180,0.010078,-0.001365,-0.003244,0.000473,0.003167,-0.000066,0.519491,-0.001707,0.665731,5.0000,167.2631,5.0000,193.7313,300.0000,299.9211,1.0000,15.2853,1.0000,18.2227,9.8096,32.8709
181,0.009216,0.000751,-0.003205,0.000725,0.003012,-0.005002,0.519935,-0.001695,0.665365,5.0000,167.5977,5.0000,193.6925,300.0000,299.9368,1.0000,15.2596,1.0000,18.2185,9.8035,32.8894
182,0.008610,-0.000301,-0.003945,0.000580,0.002700,-0.002112,0.520378,-0.001683,0.664999,5.0000,167.9186,5.0000,193.6721,300.0000,299.9495,1.0000,15.2338,1.0000,18.2186,9.8019,32.9047
183,0.008868,-0.000025,-0.003645,-0.000023,0.002712,-0.001187,0.520818,-0.001671,0.664634,5.0000,168.2344,5.0000,193.6596,300.0000,299.9596,1.0000,15.2083,1.0000,18.2205,9.8014,32.9194
184,0.009277,-0.000678,-0.003245,0.000727,0.002946,-0.002932,0.521257,-0.001659,0.664269,5.0000,168.5523,5.0000,193.6418,300.0000,299.9677,1.0000,15.1830,1.0000,18.2210,9.7982,32.9353
185,0.009249,-0.000791,-0.003776,0.000211,0.002874,-0.000368,0.521694,-0.001648,0.663904,5.0000,168.8727,5.0000,193.6196,300.0000,299.9741,1.0000,15.1580,1.0000,18.2215,9.7948,32.9518
186,0.007745,0.001317,-0.004817,0.000204,0.002450,-0.004886,0.522129,-0.001637,0.663540,5.0000,169.2008,5.0000,193.5864,300.0000,299.9793,1.0000,15.1339,1.0000,18.2194,9.7884,32.9701
187,0.009490,-0.004126,-0.003684,0.000397,0.002738,0.005798,0.522562,-0.001626,0.663177,5.0000,169.5192,5.0000,193.5664,300.0000,299.9835,1.0000,15.1094,1.0000,18.2200,9.7849,32.9859
188,0.009593,-0.000325,-0.003396,0.000434,0.003048,-0.001138,0.522994,-0.001615,0.662814,5.0000,169.8630,5.0000,193.5081,300.0000,299.9868,1.0000,15.0879,1.0000,18.2124,9.7711,33.0078
189,0.008814,0.000175,-0.003983,-0.000704,0.002609,0.002070,0.523423,-0.001604,0.662452,5.0000,170.2072,5.0000,193.4474,300.0000,299.9894,1.0000,15.0669,1.0000,18.2050,9.7568,33.0287
190,0.010090,-0.001195,-0.002771,0.000310,0.003147,0.000060,0.523851,-0.001594,0.662091,5.0000,170.5537,5.0000,193.3962,300.0000,299.9915,1.0000,15.0460,1.0000,18.1981,9.7412,33.0486
191,0.009310,-0.000743,-0.003496,0.000675,0.002949,-0.001956,0.524277,-0.001583,0.661730,5.0000,170.9032,5.0000,193.3593,300.0000,299.9932,1.0000,15.0251,1.0000,18.1951,9.7288,33.0671
192,0.007675,-0.001910,-0.005135,0.000504,0.002245,0.000898,0.524701,-0.001573,0.661369,5.0000,171.2422,5.0000,193.3418,300.0000,299.9946,1.0000,15.0033,1.0000,18.1984,9.7231,33.0827
193,0.010657,-0.001308,-0.002435,0.000153,0.003336,0.000957,0.525123,-0.001563,0.661010,5.0000,171.5773,5.0000,193.3224,300.0000,299.9957,1.0000,14.9810,1.0000,18.2031,9.7189,33.0983
194,0.009523,0.001216,-0.003218,0.000265,0.003102,-0.003636,0.525544,-0.001552,0.660650,5.0000,171.9107,5.0000,193.2932,300.0000,299.9965,1.0000,14.9577,1.0000,18.2064,9.7142,33.1145
195,0.008967,-0.003682,-0.004501,0.001298,0.002746,0.001309,0.525963,-0.001542,0.660292,5.0000,172.2243,5.0000,193.2780,300.0000,299.9972,1.0000,14.9325,1.0000,18.2129,9.7151,33.1272
196,0.008138,0.002551,-0.004151,-0.000462,0.002555,-0.003434,0.526380,-0.001532,0.659934,5.0000,172.5385,5.0000,193.2441,300.0000,299.9978,1.0000,14.9085,1.0000,18.2163,9.7137,33.1421
197,0.009295,-0.003418,-0.004028,0.000498,0.002745,0.003842,0.526796,-0.001522,0.659576,5.0000,172.8352,5.0000,193.2248,300.0000,299.9982,1.0000,14.8833,1.0000,18.2207,9.7147,33.1541
198,0.009227,-0.002704,-0.004148,0.000564,0.002789,0.002565,0.527209,-0.001512,0.659219,5.0000,173.1455,5.0000,193.1774,300.0000,299.9986,1.0000,14.8607,1.0000,18.2180,9.7079,33.1708
199,0.008517,0.000699,-0.004176,0.000675,0.002767,-0.004958,0.527621,-0.001503,0.658863,5.0000,173.4701,5.0000,193.1081,300.0000,299.9988,1.0000,14.8404,1.0000,18.2103,9.6953,33.1907
200,0.008934,-0.002196,-0.003680,0.000210,0.002629,0.002792,0.528030,-0.001493,0.658508,5.0000,173.7802,5.0000,193.0726,300.0000,299.9991,1.0000,14.8194,1.0000,18.2096,9.6907,33.2056
201,0.008701,0.001979,-0.003790,-0.000390,0.002747,-0.002693,0.528439,-0.001483,0.658153,5.0000,174.0938,5.0000,193.0418,300.0000,299.9993,1.0000,14.7990,1.0000,18.2091,9.6849,33.2212
202,0.009959,-0.002070,-0.002877,0.000152,0.003016,0.003259,0.528845,-0.001474,0.657799,5.0000,174.3923,5.0000,193.0326,300.0000,299.9994,1.0000,14.7771,1.0000,18.2126,9.6827,33.2334
203,0.008626,-0.001398,-0.003907,-0.000122,0.002528,0.002026,0.529249,-0.001465,0.657445,5.0000,174.6975,5.0000,193.0054,300.0000,299.9995,1.0000,14.7561,1.0000,18.2128,9.6762,33.2483
204,0.007940,0.004196,-0.004178,0.000168,0.002713,-0.009625,0.529652,-0.001456,0.657091,5.0000,175.0101,5.0000,192.9599,300.0000,299.9996,1.0000,14.7361,1.0000,18.2093,9.6657,33.2655
205,0.008571,-0.002115,-0.004435,0.000337,0.002559,0.002061,0.530053,-0.001446,0.656739,5.0000,175.2860,5.0000,192.9634,300.0000,299.9997,1.0000,14.7133,1.0000,18.2171,9.6692,33.2738
206,0.008959,-0.002884,-0.003920,0.000298,0.002626,0.003798,0.530452,-0.001437,0.656387,5.0000,175.5627,5.0000,192.9554,300.0000,299.9998,1.0000,14.6914,1.0000,18.2226,9.6703,33.2848
207,0.010346,-0.000025,-0.002932,0.000288,0.003356,-0.001077,0.530850,-0.001428,0.656036,5.0000,175.8570,5.0000,192.9055,300.0000,299.9998,1.0000,14.6717,1.0000,18.2194,9.6622,33.3017
208,0.009049,-0.001783,-0.003941,0.000341,0.002759,0.000519,0.531246,-0.001420,0.655685,5.0000,176.1503,5.0000,192.8493,300.0000,299.9998,1.0000,14.6521,1.0000,18.2147,9.6535,33.3183
209,0.009074,-0.001462,-0.003629,0.000617,0.002819,-0.000880,0.531640,-0.001411,0.655335,5.0000,176.4480,5.0000,192.7973,300.0000,299.9999,1.0000,14.6334,1.0000,18.2100,9.6446,33.3348
210,0.008317,0.000115,-0.004058,0.000327,0.002596,-0.001519,0.532032,-0.001402,0.654985,5.0000,176.7412,5.0000,192.7571,300.0000,299.9999,1.0000,14.6150,1.0000,18.2080,9.6378,33.3496
211,0.008700,-0.002707,-0.003994,0.000332,0.002552,0.003070,0.532422,-0.001394,0.654637,5.0000,177.0222,5.0000,192.7358,300.0000,299.9999,1.0000,14.5957,1.0000,18.2104,9.6348,33.3615
212,0.008841,-0.001209,-0.003391,0.000405,0.002711,-0.000005,0.532811,-0.001386,0.654289,5.0000,177.3109,5.0000,192.7010,300.0000,299.9999,1.0000,14.5772,1.0000,18.2102,9.6281,33.3759
213,0.009687,-0.002516,-0.003127,0.000252,0.002929,0.003005,0.533198,-0.001378,0.653941,5.0000,177.5998,5.0000,192.6630,300.0000,299.9999,1.0000,14.5585,1.0000,18.2099,9.6213,33.3903
214,0.007430,0.000204,-0.004851,0.000351,0.002300,-0.002304,0.533584,-0.001370,0.653594,5.0000,177.8948,5.0000,192.6125,300.0000,299.9999,1.0000,14.5406,1.0000,18.2066,9.6112,33.4065
215,0.009190,-0.000726,-0.003574,0.000410,0.002901,-0.000302,0.533967,-0.001361,0.653247,5.0000,178.1768,5.0000,192.5809,300.0000,300.0000,1.0000,14.5220,1.0000,18.2075,9.6059,33.4191
216,0.007367,-0.000565,-0.005518,0.000650,0.002299,-0.002153,0.534349,-0.001354,0.652901,5.0000,178.4470,5.0000,192.5606,300.0000,300.0000,1.0000,14.5029,1.0000,18.2109,9.6034,33.4298
217,0.008695,-0.002145,-0.004217,-0.000105,0.002541,0.004211,0.534730,-0.001346,0.652556,5.0000,178.7065,5.0000,192.5499,300.0000,300.0000,1.0000,14.4832,1.0000,18.2168,9.6042,33.4390
218,0.009740,-0.001647,-0.003301,0.000110,0.002999,0.001764,0.535108,-0.001338,0.652212,5.0000,178.9754,5.0000,192.5138,300.0000,300.0000,1.0000,14.4647,1.0000,18.2162,9.5980,33.4524
219,0.009694,-0.000180,-0.002999,0.000283,0.003102,-0.001965,0.535485,-0.001330,0.651868,5.0000,179.2531,5.0000,192.4608,300.0000,300.0000,1.0000,14.4473,1.0000,18.2111,9.5875,33.4679
220,0.008652,0.003210,-0.003606,-0.000148,0.002874,-0.006717,0.535860,-0.001323,0.651525,5.0000,179.5244,5.0000,192.4225,300.0000,300.0000,1.0000,14.4297,1.0000,18.2088,9.5806,33.4810
221,0.007671,-0.001782,-0.004556,0.000846,0.002329,-0.000456,0.536233,-0.001315,0.651183,5.0000,179.7645,5.0000,192.4313,300.0000,300.0000,1.0000,14.4100,1.0000,18.2160,9.5845,33.4869
222,0.009937,0.000440,-0.002467,0.000342,0.003230,-0.002593,0.536604,-0.001307,0.650841,5.0000,179.9993,5.0000,192.4360,300.0000,300.0000,1.0000,14.3909,1.0000,18.2234,9.5886,33.4940
223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.401685,0.001232,0.740453,5.0000,180.2259,5.0000,192.4276,300.0000,300.0000,1.0000,14.3715,1.0000,18.2287,9.5912,33.5021
224,-2.401397,-0.009069,6.238597,-0.039385,-0.617563,-0.010078,0.402712,0.001053,0.739138,140.0000,138.2098,60.0000,124.2594,140.0000,139.3321,28.0000,28.0000,28.0000,23.4560,28.0000,22.1398
225,-2.777380,-0.365825,-1.603037,0.129638,-0.934863,0.002744,0.404546,0.000746,0.737202,133.4451,170.5678,28.0000,149.2858,153.7376,162.2980,34.4000,34.4000,30.5142,26.5767,34.4000,23.4381
226,-0.523172,-0.380974,-3.203186,0.144096,-0.244219,0.002257,0.406026,0.000535,0.736084,86.7561,187.3771,5.0000,141.9566,111.6504,141.1759,33.7426,37.7181,26.0784,29.2123,39.5200,23.0885
227,0.370916,-0.204556,-0.702273,0.069214,0.102040,0.001594,0.407141,0.000363,0.735518,49.4048,165.9265,5.0000,100.4866,73.1877,92.9408,22.9941,33.6932,16.8627,33.8231,43.6160,22.9251
228,0.306426,-0.089413,-0.095060,0.028960,0.095249,0.001407,0.408152,0.000159,0.735053,19.5239,137.3524,5.0000,60.3893,61.1927,54.3526,14.3952,26.6835,9.4901,39.0585,46.8928,24.4431
229,0.115271,-0.022810,0.002690,0.006985,0.036632,0.000422,0.409131,-0.000074,0.734595,5.0000,111.9339,5.0000,28.3114,64.5261,23.4821,7.5162,19.5071,3.5921,43.2468,49.5142,26.8622
230,0.037656,0.004391,-0.009818,-0.001047,0.011821,0.000011,0.410089,-0.000324,0.734145,5.0000,93.6234,5.0000,5.0000,73.5665,5.0000,2.0130,13.7708,1.0000,46.5975,51.6114,29.4859
231,0.027764,0.010146,-0.023194,-0.003617,0.008205,0.000044,0.411029,-0.000572,0.733710,5.0000,83.8674,5.0000,5.0000,83.0705,5.0000,1.0000,10.3581,1.0000,49.2780,53.2891,31.8696
232,0.039848,0.002547,-0.001681,-0.000264,0.012754,-0.000240,0.411951,-0.000815,0.733295,5.0000,82.4874,5.0000,5.0000,90.7359,5.0000,1.0000,9.5001,1.0000,51.4224,54.6313,33.6070
233,0.060119,0.020811,0.032107,-0.006302,0.020307,-0.000454,0.412862,-0.001051,0.732890,5.0000,87.5304,5.0000,5.0000,95.8291,5.0000,1.0000,10.7048,1.0000,53.1379,55.7050,34.3549
234,0.065881,0.034108,0.046263,-0.009637,0.022438,-0.000791,0.413767,-0.001278,0.732489,5.0000,96.1640,5.0000,5.4414,98.3792,5.0000,1.0000,13.0520,1.0000,54.5103,56.5640,34.0238
235,0.059934,0.039223,0.037664,-0.012434,0.019527,-0.000018,0.414670,-0.001483,0.732086,5.0000,105.7964,5.0000,20.9353,99.0362,5.0000,1.0000,15.6506,1.0000,54.8284,57.2512,32.8442
236,0.074435,0.024380,0.043510,-0.006813,0.024807,-0.001079,0.415569,-0.001665,0.731681,5.0000,114.4934,5.0000,35.3729,98.7606,5.0000,1.0000,17.9004,1.0000,53.9510,57.8010,31.2214
237,0.071921,0.022971,0.037387,-0.007717,0.023499,0.002028,0.416466,-0.001831,0.731273,5.0000,121.2609,5.0000,47.1685,98.3090,5.0000,1.0000,19.5100,1.0000,52.2983,58.2408,29.5447
238,0.069297,0.015664,0.030256,-0.005610,0.022454,0.002973,0.417358,-0.001984,0.730862,5.0000,125.8947,5.0000,56.2919,98.1361,19.3916,1.0000,20.4226,1.0000,50.2270,58.5926,28.1041
239,0.070569,0.013830,0.026292,-0.005165,0.022918,0.002275,0.418243,-0.002129,0.730449,5.0000,128.7505,5.0000,63.5671,98.4115,35.1819,1.0000,20.7450,1.0000,48.0158,58.8741,27.0524
240,0.067895,0.008739,0.020845,-0.003346,0.021855,0.001247,0.419121,-0.002268,0.730037,5.0000,130.2533,5.0000,70.0219,99.1028,51.8596,1.0000,20.6976,1.0000,45.8280,59.0993,26.4300
241,0.067626,0.003131,0.016026,-0.001048,0.021857,0.000331,0.419991,-0.002404,0.729625,5.0000,130.7981,5.0000,76.4789,100.0922,69.6376,1.0000,20.5133,1.0000,43.7422,58.0695,26.1716
242,0.076822,-0.001193,0.022122,-0.000098,0.025314,0.001996,0.420850,-0.002537,0.729217,5.0000,130.8247,5.0000,83.4470,101.2271,88.3923,1.0000,20.3806,1.0000,41.8246,56.0153,26.1562
243,0.069157,0.002757,0.014173,-0.001605,0.022452,0.000608,0.421700,-0.002669,0.728812,5.0000,130.7426,5.0000,91.1551,102.3819,107.6220,1.0000,20.4087,1.0000,40.1320,53.3343,26.2468
244,0.064584,0.004196,0.009874,-0.001445,0.020847,-0.000913,0.422539,-0.002800,0.728411,5.0000,130.6133,5.0000,99.5321,103.6060,126.6826,1.0000,20.6150,1.1618,38.6911,50.3546,26.3333
245,0.068648,0.017395,0.014281,-0.006024,0.022413,-0.002021,0.423367,-0.002929,0.728014,5.0000,130.2381,5.0000,108.2525,105.0191,144.9778,1.0000,20.9509,2.6363,37.4854,47.3131,26.3439
246,0.063564,0.024460,0.009028,-0.008096,0.020521,-0.001589,0.424185,-0.003056,0.727622,5.0000,129.2982,5.0000,116.8770,106.7448,161.8935,1.0000,21.3106,4.0203,36.4749,44.3793,26.2430
247,0.067805,0.037732,0.018153,-0.011837,0.022430,-0.003851,0.424991,-0.003181,0.727236,5.0000,127.6415,5.0000,125.0135,108.8296,176.9884,1.0000,21.6026,5.2685,35.5892,41.6479,26.0513
248,0.061664,0.050373,0.016457,-0.017011,0.020106,-0.000424,0.425787,-0.003304,0.726854,5.0000,125.2543,5.0000,132.4121,111.3632,190.0801,1.0000,21.7805,6.3608,34.7579,39.1660,25.8203
