Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm)
1,-2.492966,-0.623287,14.708457,-0.049907,-1.171051,-0.000024
2,0.000474,0.000457,0.000634,0.000036,-0.000149,-0.000000
3,0.000475,0.000460,0.000628,0.000036,-0.000149,-0.000000
4,0.000476,0.000464,0.000621,0.000037,-0.000148,-0.000000
5,0.000477,0.000467,0.000615,0.000038,-0.000147,-0.000000
6,0.000477,0.000471,0.000609,0.000038,-0.000147,-0.000000
7,0.000478,0.000475,0.000603,0.000039,-0.000146,-0.000000
8,0.000479,0.000478,0.000597,0.000039,-0.000145,-0.000000
9,0.000480,0.000482,0.000591,0.000040,-0.000144,-0.000000
10,0.000481,0.000485,0.000585,0.000040,-0.000144,-0.000000
11,0.000481,0.000489,0.000579,0.000041,-0.000143,-0.000000
12,0.000482,0.000493,0.000573,0.000041,-0.000142,-0.000000
13,0.000483,0.000496,0.000567,0.000042,-0.000142,-0.000000
14,0.000483,0.000500,0.000561,0.000043,-0.000141,-0.000000
15,0.000484,0.000504,0.000555,0.000043,-0.000140,-0.000000
16,0.000484,0.000507,0.000550,0.000044,-0.000139,-0.000000
17,0.000485,0.000511,0.000544,0.000044,-0.000139,-0.000000
18,0.000485,0.000515,0.000538,0.000045,-0.000138,-0.000000
19,0.000486,0.000518,0.000532,0.000045,-0.000137,-0.000000
20,0.000486,0.000522,0.000527,0.000046,-0.000137,-0.000000
21,0.000487,0.000526,0.000521,0.000046,-0.000136,-0.000000
22,0.000487,0.000530,0.000515,0.000047,-0.000135,-0.000000
23,0.000487,0.000533,0.000509,0.000047,-0.000134,-0.000000
24,0.000488,0.000537,0.000504,0.000048,-0.000134,-0.000000
25,0.000488,0.000541,0.000498,0.000048,-0.000133,-0.000000
26,0.000488,0.000545,0.000493,0.000049,-0.000132,-0.000000
27,0.000488,0.000548,0.000487,0.000049,-0.000132,-0.000000
28,0.000489,0.000552,0.000482,0.000050,-0.000131,-0.000000
29,0.000489,0.000556,0.000476,0.000050,-0.000130,-0.000000
30,0.000489,0.000560,0.000471,0.000051,-0.000129,-0.000000
31,0.000489,0.000563,0.000465,0.000051,-0.000129,-0.000000
32,0.000489,0.000567,0.000460,0.000052,-0.000128,-0.000000
33,0.000489,0.000571,0.000454,0.000052,-0.000127,-0.000000
34,0.000489,0.000575,0.000449,0.000053,-0.000126,-0.000000
35,0.000489,0.000579,0.000444,0.000053,-0.000126,-0.000000
36,0.000489,0.000582,0.000438,0.000054,-0.000125,-0.000000
37,0.000489,0.000586,0.000433,0.000054,-0.000124,-0.000000
38,0.000489,0.000590,0.000428,0.000054,-0.000124,-0.000000
39,0.000489,0.000594,0.000422,0.000055,-0.000123,-0.000000
40,0.000489,0.000598,0.000417,0.000055,-0.000122,-0.000000
41,0.000488,0.000601,0.000412,0.000056,-0.000122,-0.000000
42,0.000488,0.000605,0.000407,0.000056,-0.000121,-0.000000
43,0.000488,0.000609,0.000402,0.000057,-0.000120,-0.000000
44,0.000488,0.000613,0.000396,0.000057,-0.000119,-0.000000
45,0.000487,0.000617,0.000391,0.000058,-0.000119,-0.000000
46,0.000487,0.000620,0.000386,0.000058,-0.000118,-0.000000
47,0.000487,0.000624,0.000381,0.000058,-0.000117,-0.000000
48,0.000486,0.000628,0.000376,0.000059,-0.000117,-0.000000
49,0.000486,0.000632,0.000371,0.000059,-0.000116,-0.000000
50,0.000485,0.000636,0.000366,0.000060,-0.000115,-0.000000
51,0.000485,0.000640,0.000361,0.000060,-0.000114,-0.000000
52,0.000484,0.000643,0.000356,0.000060,-0.000114,-0.000000
53,0.000484,0.000647,0.000351,0.000061,-0.000113,-0.000000
54,0.000483,0.000651,0.000346,0.000061,-0.000112,-0.000000
55,0.000483,0.000655,0.000341,0.000062,-0.000112,-0.000000
56,0.000482,0.000659,0.000336,0.000062,-0.000111,-0.000000
57,0.000481,0.000662,0.000332,0.000062,-0.000110,-0.000000
58,0.000481,0.000666,0.000327,0.000063,-0.000109,-0.000000
59,0.000480,0.000670,0.000322,0.000063,-0.000109,-0.000000
60,0.000479,0.000674,0.000317,0.000064,-0.000108,-0.000000
61,0.000479,0.000678,0.000312,0.000064,-0.000107,-0.000000
62,0.000478,0.000682,0.000308,0.000064,-0.000107,-0.000000
63,0.000477,0.000685,0.000303,0.000065,-0.000106,-0.000000
64,0.000476,0.000689,0.000298,0.000065,-0.000105,-0.000000
65,0.000475,0.000693,0.000294,0.000065,-0.000105,-0.000000
66,0.000474,0.000697,0.000289,0.000066,-0.000104,-0.000000
67,0.000474,0.000701,0.000284,0.000066,-0.000103,-0.000000
68,0.000473,0.000705,0.000280,0.000066,-0.000102,-0.000000
69,0.000472,0.000708,0.000275,0.000067,-0.000102,-0.000000
70,0.000471,0.000712,0.000270,0.000067,-0.000101,-0.000000
71,0.000470,0.000716,0.000266,0.000068,-0.000100,-0.000000
72,0.000469,0.000720,0.000261,0.000068,-0.000100,-0.000000
73,0.000468,0.000724,0.000257,0.000068,-0.000099,-0.000000
74,0.000466,0.000727,0.000252,0.000069,-0.000098,-0.000000
75,0.000465,0.000731,0.000248,0.000069,-0.000098,-0.000000
76,0.000464,0.000735,0.000243,0.000069,-0.000097,-0.000000
77,0.000463,0.000739,0.000239,0.000070,-0.000096,-0.000000
78,0.000462,0.000743,0.000235,0.000070,-0.000095,-0.000000
79,0.000461,0.000746,0.000230,0.000070,-0.000095,-0.000000
80,0.000459,0.000750,0.000226,0.000070,-0.000094,-0.000000
81,0.000458,0.000754,0.000221,0.000071,-0.000093,-0.000000
82,0.000457,0.000758,0.000217,0.000071,-0.000093,-0.000000
83,0.000456,0.000761,0.000213,0.000071,-0.000092,-0.000000
84,0.000454,0.000765,0.000209,0.000072,-0.000091,-0.000000
85,0.000453,0.000769,0.000204,0.000072,-0.000091,-0.000000
86,0.000451,0.000773,0.000200,0.000072,-0.000090,-0.000000
87,0.000450,0.000776,0.000196,0.000073,-0.000089,-0.000000
88,0.000449,0.000780,0.000192,0.000073,-0.000088,-0.000000
89,0.000447,0.000784,0.000187,0.000073,-0.000088,-0.000000
90,0.000446,0.000788,0.000183,0.000073,-0.000087,-0.000000
91,0.000444,0.000791,0.000179,0.000074,-0.000086,-0.000000
92,0.000443,0.000795,0.000175,0.000074,-0.000086,-0.000000
93,0.000441,0.000799,0.000171,0.000074,-0.000085,-0.000000
94,0.000439,0.000802,0.000167,0.000074,-0.000084,-0.000000
95,0.000438,0.000806,0.000163,0.000075,-0.000084,-0.000000
96,0.000436,0.000810,0.000158,0.000075,-0.000083,-0.000000
97,0.000435,0.000813,0.000154,0.000075,-0.000082,-0.000000
