Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm)
1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,-1.600397,0.674112,10.291792,-0.354537,0.505512,-0.006474
3,-3.876738,-0.430504,5.977826,-0.048009,-0.363974,-0.003205
4,-3.506618,-0.919053,4.112934,0.098737,-0.439514,-0.000769
5,-2.777217,-0.972930,3.012777,0.136703,-0.368760,0.000417
6,-2.123229,-0.856169,2.259820,0.129982,-0.286210,0.000835
7,-1.599187,-0.696968,1.710429,0.109230,-0.216048,0.000903
8,-1.190275,-0.545355,1.298685,0.086770,-0.160236,0.000838
9,-0.873484,-0.416656,0.986403,0.066825,-0.116668,0.000736
10,-0.628584,-0.312622,0.748147,0.050386,-0.082873,0.000636
11,-0.439459,-0.230471,0.565775,0.037291,-0.056740,0.000548
12,-0.293439,-0.166328,0.425874,0.027025,-0.036554,0.000477
13,-0.180730,-0.116547,0.318354,0.019049,-0.020983,0.000420
14,-0.093722,-0.078016,0.235576,0.012876,-0.008976,0.000375
15,-0.026508,-0.048227,0.171726,0.008109,0.000284,0.000340
16,0.025442,-0.025208,0.122352,0.004433,0.007423,0.000313
17,0.065633,-0.007411,0.084051,0.001599,0.012925,0.000292
18,0.096779,0.006363,0.054227,-0.000588,0.017169,0.000276
19,0.120966,0.017036,0.030888,-0.002274,0.020444,0.000263
20,0.139800,0.025323,0.012512,-0.003577,0.022974,0.000252
21,0.154512,0.031776,-0.002052,-0.004584,0.024931,0.000244
22,0.166049,0.036813,-0.013709,-0.005364,0.026445,0.000238
23,0.175145,0.040768,-0.023140,-0.005970,0.027620,0.000233
24,0.182355,0.043880,-0.030851,-0.006440,0.028531,0.000228
25,0.188122,0.046350,-0.037251,-0.006808,0.029243,0.000225
26,0.192752,0.048324,-0.042634,-0.007096,0.029797,0.000222
27,0.196516,0.049911,-0.047235,-0.007322,0.030230,0.000219
28,0.199591,0.051198,-0.051228,-0.007500,0.030567,0.000216
29,0.202142,0.052259,-0.054748,-0.007644,0.030834,0.000214
30,0.204275,0.053137,-0.057889,-0.007758,0.031042,0.000212
31,0.206067,0.053873,-0.060746,-0.007849,0.031204,0.000210
32,0.207596,0.054494,-0.063360,-0.007922,0.031329,0.000209
33,0.208913,0.055028,-0.065790,-0.007983,0.031426,0.000207
34,0.210045,0.055492,-0.068063,-0.008032,0.031498,0.000205
35,0.211039,0.055894,-0.070198,-0.008072,0.031553,0.000204
36,0.211892,0.056250,-0.072230,-0.008105,0.031587,0.000202
37,0.212653,0.056563,-0.074165,-0.008132,0.031612,0.000200
38,0.213315,0.056846,-0.076011,-0.008155,0.031623,0.000199
39,0.213885,0.057094,-0.077786,-0.008172,0.031621,0.000197
40,0.214388,0.057318,-0.079494,-0.008186,0.031612,0.000196
41,0.214817,0.057517,-0.081144,-0.008196,0.031593,0.000194
42,0.215184,0.057695,-0.082727,-0.008203,0.031567,0.000193
43,0.215488,0.057855,-0.084254,-0.008209,0.031533,0.000191
44,0.215741,0.057996,-0.085727,-0.008212,0.031494,0.000190
45,0.215922,0.058115,-0.087143,-0.008211,0.031445,0.000188
46,0.216064,0.058222,-0.088517,-0.008210,0.031392,0.000186
