Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),EE_x,EE_y,EE_z,Kp_x,Kp_y,Kp_z,Kp_rx,Kp_ry,Kp_rz,Kd_x,Kd_y,Kd_z,Kd_rx,Kd_ry,Kd_rz
124,0.019767,0.287943,0.243764,0.867317,0.209510,-0.171664,0.493937,-0.003524,0.685917,5.0000,107.7516,5.0000,125.7560,107.8257,187.1619,1.0000,22.9089,10.6888,31.2686,34.5338,26.1077
125,0.020209,0.284923,0.243770,0.867765,0.209179,-0.171522,0.494447,-0.003493,0.685556,5.0000,108.2847,5.0000,125.7697,108.3642,187.3994,1.0000,22.8734,10.6348,31.2630,34.5123,26.1437
126,0.021652,0.289538,0.244993,0.865672,0.209063,-0.171252,0.494954,-0.003462,0.685195,5.0000,108.8181,5.0000,125.7818,108.9065,187.6375,1.0000,22.8373,10.5801,31.2575,34.4909,26.1796
127,0.021978,0.284320,0.244590,0.866779,0.208708,-0.171139,0.495460,-0.003431,0.684835,5.0000,109.3569,5.0000,125.7943,109.4545,187.8771,1.0000,22.8008,10.5247,31.2521,34.4701,26.2159
128,0.022312,0.286558,0.245299,0.865520,0.208307,-0.170915,0.495964,-0.003400,0.684474,5.0000,109.9005,5.0000,125.8069,110.0075,188.1171,1.0000,22.7638,10.4686,31.2469,34.4501,26.2523
129,0.023026,0.289433,0.246067,0.864015,0.208005,-0.170678,0.496467,-0.003370,0.684115,5.0000,110.4434,5.0000,125.8183,110.5641,188.3588,1.0000,22.7264,10.4120,31.2416,34.4299,26.2886
130,0.024310,0.282364,0.244766,0.865806,0.207962,-0.170611,0.496967,-0.003339,0.683755,5.0000,110.9880,5.0000,125.8297,111.1258,188.6032,1.0000,22.6886,10.3550,31.2361,34.4094,26.3249
131,0.024360,0.285257,0.245832,0.864235,0.207466,-0.170364,0.497466,-0.003309,0.683396,5.0000,111.5343,5.0000,125.8418,111.6926,188.8509,1.0000,22.6503,10.2976,31.2304,34.3887,26.3613
132,0.025177,0.290676,0.246889,0.861971,0.207182,-0.170098,0.497963,-0.003278,0.683037,5.0000,112.0838,5.0000,125.8555,112.2650,189.1015,1.0000,22.6117,10.2397,31.2246,34.3679,26.3979
133,0.025442,0.288541,0.247027,0.862056,0.206805,-0.169936,0.498459,-0.003248,0.682679,5.0000,112.6321,5.0000,125.8698,112.8417,189.3560,1.0000,22.5727,10.1816,31.2185,34.3464,26.4343
134,0.026379,0.291646,0.247547,0.860525,0.206585,-0.169706,0.498953,-0.003218,0.682320,5.0000,113.1837,5.0000,125.8866,113.4245,189.6143,1.0000,22.5335,10.1231,31.2122,34.3247,26.4711
135,0.027148,0.291116,0.247840,0.860140,0.206338,-0.169529,0.499445,-0.003187,0.681963,5.0000,113.7374,5.0000,125.9052,114.0127,189.8754,1.0000,22.4939,10.0643,31.2058,34.3029,26.5079
136,0.027999,0.287837,0.247959,0.860585,0.206111,-0.169390,0.499936,-0.003157,0.681605,5.0000,114.2905,5.0000,125.9249,114.6057,190.1396,1.0000,22.4541,10.0051,31.1990,34.2806,26.5447
137,0.028393,0.292460,0.248709,0.858570,0.205744,-0.169137,0.500425,-0.003127,0.681248,5.0000,114.8471,5.0000,125.9466,115.2048,190.4059,1.0000,22.4140,9.9457,31.1921,34.2586,26.5818
138,0.029637,0.287975,0.248645,0.859517,0.205676,-0.169033,0.500912,-0.003097,0.680892,5.0000,115.4027,5.0000,125.9689,115.8085,190.6743,1.0000,22.3735,9.8859,31.1848,34.2363,26.6188
139,0.031066,0.293166,0.249508,0.857246,0.205583,-0.168766,0.501397,-0.003067,0.680536,5.0000,115.9565,5.0000,125.9921,116.4172,190.9464,1.0000,22.3328,9.8260,31.1771,34.2133,26.6555
140,0.030931,0.286210,0.248906,0.858948,0.205140,-0.168694,0.501880,-0.003038,0.680180,5.0000,116.5131,5.0000,126.0177,117.0322,191.2217,1.0000,22.2918,9.7660,31.1690,34.1903,26.6925
141,0.031332,0.293952,0.250461,0.855884,0.204745,-0.168390,0.502362,-0.003008,0.679825,5.0000,117.0714,5.0000,126.0450,117.6528,191.4986,1.0000,22.2505,9.7056,31.1608,34.1674,26.7297
142,0.032280,0.289855,0.250075,0.856666,0.204589,-0.168278,0.502843,-0.002980,0.679470,5.0000,117.6285,5.0000,126.0732,118.2781,191.7774,1.0000,22.2090,9.6449,31.1522,34.1442,26.7668
143,0.032720,0.297073,0.251504,0.853742,0.204200,-0.167979,0.503322,-0.002951,0.679115,5.0000,118.1847,5.0000,126.1025,118.9084,192.0588,1.0000,22.1671,9.5841,31.1432,34.1206,26.8038
144,0.032586,0.294372,0.251583,0.854081,0.203746,-0.167844,0.503799,-0.002922,0.678760,5.0000,118.7383,5.0000,126.1330,119.5435,192.3439,1.0000,22.1249,9.5233,31.1336,34.0961,26.8407
145,0.034078,0.301423,0.252960,0.851188,0.203664,-0.167550,0.504274,-0.002893,0.678406,5.0000,119.2898,5.0000,126.1656,120.1838,192.6341,1.0000,22.0826,9.4627,31.1234,34.0704,26.8774
146,0.034985,0.297562,0.252585,0.851962,0.203507,-0.167446,0.504748,-0.002865,0.678053,5.0000,119.8445,5.0000,126.2020,120.8308,192.9285,1.0000,22.0401,9.4021,31.1128,34.0444,26.9144
147,0.035539,0.297315,0.253009,0.851485,0.203222,-0.167273,0.505221,-0.002837,0.677699,5.0000,120.3973,5.0000,126.2405,121.4826,193.2264,1.0000,21.9976,9.3416,31.1017,34.0175,26.9513
148,0.033640,0.297074,0.251572,0.851051,0.202271,-0.167102,0.505691,-0.002810,0.677346,5.0000,120.9482,5.0000,126.2810,122.1396,193.5283,1.0000,21.9549,9.2812,31.0901,33.9897,26.9882
149,0.035129,0.303410,0.253691,0.848389,0.202207,-0.166821,0.506160,-0.002782,0.676994,5.0000,121.4958,5.0000,126.3240,122.8008,193.8351,1.0000,21.9123,9.2210,31.0779,33.9604,27.0247
150,0.036655,0.302551,0.254365,0.848105,0.202194,-0.166661,0.506627,-0.002756,0.676642,5.0000,122.0461,5.0000,126.3703,123.4684,194.1447,1.0000,21.8693,9.1608,31.0653,33.9310,27.0615
151,0.033736,0.304509,0.251758,0.846929,0.200935,-0.166453,0.507093,-0.002729,0.676290,5.0000,122.5983,5.0000,126.4187,124.1422,194.4543,1.0000,21.8261,9.1003,31.0526,33.9019,27.0986
152,0.031579,0.310389,0.251491,0.844498,0.199871,-0.166186,0.507557,-0.002703,0.675938,5.0000,123.1484,5.0000,126.4693,124.8189,194.7659,1.0000,21.7829,9.0396,31.0396,33.8724,27.1354
153,0.029968,0.308924,0.249178,0.844456,0.199004,-0.166039,0.508020,-0.002677,0.675587,5.0000,123.6941,5.0000,126.5215,125.4969,195.0804,1.0000,21.7398,8.9789,31.0259,33.8418,27.1715
154,0.027392,0.308724,0.247571,0.843887,0.197856,-0.165855,0.508481,-0.002650,0.675236,5.0000,124.2346,5.0000,126.5749,126.1754,195.3984,1.0000,21.6965,8.9181,31.0115,33.8096,27.2068
155,0.023668,0.308448,0.243849,0.843455,0.196400,-0.165687,0.508940,-0.002624,0.674886,5.0000,124.7738,5.0000,126.6304,126.8553,195.7188,1.0000,21.6531,8.8572,30.9966,33.7763,27.2417
156,0.029079,0.314786,0.248542,0.840820,0.197449,-0.165420,0.509398,-0.002598,0.674536,5.0000,125.3116,5.0000,126.6883,127.5350,196.0408,1.0000,21.6098,8.7959,30.9813,33.7420,27.2764
157,0.028958,0.315430,0.248130,0.840101,0.197002,-0.165247,0.509855,-0.002573,0.674186,5.0000,125.8493,5.0000,126.7452,128.2177,196.3596,1.0000,21.5658,8.7342,30.9659,33.7081,27.3114
158,0.024907,0.318136,0.245473,0.838643,0.195434,-0.165022,0.510310,-0.002547,0.673836,5.0000,126.3839,5.0000,126.8008,128.9043,196.6767,1.0000,21.5217,8.6723,30.9504,33.6742,27.3470
159,0.023504,0.316788,0.244274,0.838557,0.194662,-0.164878,0.510763,-0.002523,0.673487,5.0000,126.9186,5.0000,126.8589,129.5947,196.9953,1.0000,21.4778,8.6106,30.9347,33.6404,27.3829
160,0.026965,0.315350,0.246364,0.838565,0.195242,-0.164751,0.511215,-0.002499,0.673138,5.0000,127.4535,5.0000,126.9195,130.2878,197.3149,1.0000,21.4343,8.5490,30.9187,33.6070,27.4187
161,0.024054,0.318723,0.245005,0.836804,0.193986,-0.164509,0.511666,-0.002474,0.672789,5.0000,127.9805,5.0000,126.9787,130.9829,197.6351,1.0000,21.3906,8.4879,30.9021,33.5725,27.4542
162,0.022892,0.326523,0.244155,0.833781,0.193207,-0.164226,0.512114,-0.002450,0.672441,5.0000,128.5092,5.0000,127.0411,131.6835,197.9584,1.0000,21.3471,8.4273,30.8849,33.5379,27.4897
163,0.019251,0.329250,0.241308,0.832336,0.191773,-0.164009,0.512562,-0.002427,0.672093,5.0000,129.0366,5.0000,127.1065,132.3869,198.2848,1.0000,21.3037,8.3670,30.8672,33.5027,27.5249
164,0.016171,0.326164,0.238420,0.832836,0.190550,-0.163895,0.513007,-0.002403,0.671746,5.0000,129.5619,5.0000,127.1746,133.0909,198.6144,1.0000,21.2605,8.3071,30.8490,33.4665,27.5595
165,0.016181,0.331388,0.239321,0.830592,0.190127,-0.163649,0.513451,-0.002380,0.671399,5.0000,130.0830,5.0000,127.2447,133.7939,198.9469,1.0000,21.2175,8.2472,30.8303,33.4290,27.5934
166,0.014660,0.330738,0.237849,0.830267,0.189315,-0.163494,0.513894,-0.002358,0.671052,5.0000,130.6000,5.0000,127.3148,134.4974,199.2805,1.0000,21.1741,8.1873,30.8111,33.3901,27.6269
167,0.008166,0.333943,0.232731,0.828665,0.187087,-0.163270,0.514335,-0.002335,0.670705,5.0000,131.1148,5.0000,127.3853,135.2029,199.6146,1.0000,21.1305,8.1274,30.7915,33.3506,27.6606
168,0.009786,0.336744,0.233489,0.827195,0.187119,-0.163063,0.514775,-0.002313,0.670359,5.0000,131.6293,5.0000,127.4595,135.9084,199.9511,1.0000,21.0872,8.0673,30.7718,33.3104,27.6942
169,0.007217,0.340313,0.232560,0.825485,0.186020,-0.162841,0.515213,-0.002291,0.670013,5.0000,132.1425,5.0000,127.5346,136.6143,200.2860,1.0000,21.0439,8.0070,30.7521,33.2702,27.7279
170,0.009224,0.338757,0.233062,0.825489,0.186199,-0.162715,0.515650,-0.002270,0.669668,5.0000,132.6547,5.0000,127.6099,137.3213,200.6186,1.0000,21.0005,7.9465,30.7323,33.2304,27.7618
171,0.001909,0.348058,0.229510,0.821957,0.183745,-0.162401,0.516084,-0.002248,0.669323,5.0000,133.1620,5.0000,127.6835,138.0304,200.9490,1.0000,20.9569,7.8861,30.7122,33.1907,27.7957
172,0.006948,0.348389,0.232474,0.821334,0.184758,-0.162248,0.516518,-0.002228,0.668978,5.0000,133.6636,5.0000,127.7588,138.7399,201.2832,1.0000,20.9137,7.8264,30.6915,33.1500,27.8293
173,0.003039,0.348121,0.229422,0.820901,0.183306,-0.162090,0.516950,-0.002207,0.668633,5.0000,134.1608,5.0000,127.8345,139.4528,201.6198,1.0000,20.8706,7.7674,30.6700,33.1083,27.8627
174,-0.002335,0.352938,0.226473,0.818734,0.181391,-0.161840,0.517381,-0.002187,0.668289,5.0000,134.6566,5.0000,127.9139,140.1693,201.9615,1.0000,20.8277,7.7092,30.6479,33.0657,27.8962
175,0.003034,0.359164,0.230679,0.816221,0.182481,-0.161600,0.517810,-0.002167,0.667945,5.0000,135.1522,5.0000,127.9984,140.8875,202.3081,1.0000,20.7855,7.6517,30.6254,33.0221,27.9294
176,-0.007363,0.358083,0.222361,0.816049,0.179239,-0.161445,0.518238,-0.002147,0.667601,5.0000,135.6445,5.0000,128.0830,141.6085,202.6547,1.0000,20.7430,7.5946,30.6025,32.9780,27.9625
177,-0.008853,0.363357,0.221511,0.813822,0.178431,-0.161207,0.518664,-0.002128,0.667258,5.0000,136.1356,5.0000,128.1720,142.3296,203.0053,1.0000,20.7011,7.5379,30.5792,32.9330,27.9951
178,-0.006211,0.365028,0.223347,0.812785,0.178790,-0.161039,0.519089,-0.002108,0.666915,5.0000,136.6209,5.0000,128.2623,143.0483,203.3577,1.0000,20.6594,7.4814,30.5555,32.8867,28.0270
