Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm)
1,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
2,-0.880691,-0.759282,1.501518,0.085143,-0.189863,-0.000009
3,-0.879734,-0.763530,1.472410,0.092525,-0.191964,0.000201
4,-0.879991,-0.769990,1.441353,0.100952,-0.194671,0.000422
5,-0.881409,-0.778565,1.408476,0.110372,-0.197952,0.000647
6,-0.883966,-0.789135,1.373866,0.120719,-0.201792,0.000885
7,-0.887597,-0.801569,1.337656,0.131929,-0.206158,0.001128
8,-0.892262,-0.815727,1.299954,0.143926,-0.211025,0.001372
9,-0.897919,-0.831481,1.260851,0.156647,-0.216372,0.001621
10,-0.904492,-0.848701,1.220489,0.170023,-0.222157,0.001865
11,-0.911957,-0.867250,1.178958,0.183985,-0.228367,0.002121
12,-0.920250,-0.886996,1.136366,0.198467,-0.234969,0.002370
13,-0.929311,-0.907794,1.092842,0.213395,-0.241930,0.002617
14,-0.939101,-0.929515,1.048479,0.228704,-0.249230,0.002866
15,-0.949548,-0.952022,1.003418,0.244326,-0.256831,0.003107
16,-0.960602,-0.975186,0.957753,0.260196,-0.264708,0.003350
17,-0.972209,-0.998863,0.911605,0.276242,-0.272832,0.003590
18,-0.984315,-1.022934,0.865095,0.292405,-0.281175,0.003825
19,-0.996845,-1.047269,0.818346,0.308620,-0.289700,0.004052
20,-1.009758,-1.071739,0.771464,0.324821,-0.298385,0.004284
21,-1.023001,-1.096218,0.724564,0.340947,-0.307202,0.004506
22,-1.036508,-1.120597,0.677775,0.356942,-0.316118,0.004723
23,-1.050230,-1.144758,0.631190,0.372745,-0.325108,0.004933
24,-1.064103,-1.168582,0.584939,0.388299,-0.334141,0.005138
25,-1.078082,-1.191970,0.539130,0.403551,-0.343191,0.005336
26,-1.092106,-1.214829,0.493871,0.418454,-0.352228,0.005534
27,-1.106128,-1.237050,0.449262,0.432952,-0.361229,0.005722
28,-1.120088,-1.258543,0.405408,0.447000,-0.370164,0.005894
29,-1.133940,-1.279227,0.362399,0.460554,-0.379009,0.006068
30,-1.147634,-1.299013,0.320337,0.473567,-0.387739,0.006228
31,-1.161108,-1.317833,0.279318,0.486005,-0.396322,0.006373
32,-1.174317,-1.335626,0.239411,0.497834,-0.404738,0.006518
33,-1.187222,-1.352304,0.200703,0.509008,-0.412965,0.006649
34,-1.199762,-1.367824,0.163270,0.519504,-0.420974,0.006763
35,-1.211895,-1.382122,0.127171,0.529288,-0.428744,0.006876
36,-1.223593,-1.395166,0.092453,0.538342,-0.436262,0.006971
37,-1.234788,-1.406898,0.059199,0.546635,-0.443494,0.007049
38,-1.245446,-1.417280,0.027445,0.554148,-0.450425,0.007125
39,-1.255530,-1.426287,-0.002765,0.560866,-0.457036,0.007176
40,-1.264999,-1.433878,-0.031396,0.566769,-0.463308,0.007222
41,-1.273810,-1.440053,-0.058412,0.571854,-0.469221,0.007246
42,-1.281920,-1.444770,-0.083786,0.576104,-0.474756,0.007265
43,-1.289307,-1.448042,-0.107503,0.579524,-0.479901,0.007274
44,-1.295937,-1.449836,-0.129551,0.582100,-0.484643,0.007269
45,-1.301781,-1.450155,-0.149928,0.583834,-0.488969,0.007246
46,-1.306789,-1.449003,-0.168603,0.584731,-0.492857,0.007213
47,-1.310945,-1.446377,-0.185593,0.584794,-0.496299,0.007169
48,-1.314229,-1.442289,-0.200903,0.584030,-0.499289,0.007111
49,-1.316603,-1.436746,-0.214532,0.582448,-0.501811,0.007041
50,-1.318056,-1.429768,-0.226504,0.580062,-0.503862,0.006959
51,-1.318557,-1.421362,-0.236833,0.576881,-0.505430,0.006868
52,-1.318099,-1.411567,-0.245539,0.572932,-0.506513,0.006771
53,-1.316660,-1.400387,-0.252645,0.568220,-0.507104,0.006654
