Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm)
1,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
2,-0.171363,-0.160191,0.856431,0.016373,-0.028292,-0.000000
3,-0.170736,-0.159648,0.855472,0.016309,-0.028143,-0.000001
4,-0.170097,-0.159109,0.854463,0.016245,-0.027991,-0.000001
5,-0.169448,-0.158575,0.853406,0.016180,-0.027839,-0.000001
6,-0.168786,-0.158045,0.852299,0.016114,-0.027686,-0.000002
7,-0.168113,-0.157519,0.851145,0.016046,-0.027532,-0.000002
8,-0.167427,-0.156997,0.849943,0.015978,-0.027376,-0.000003
9,-0.166733,-0.156478,0.848696,0.015909,-0.027219,-0.000003
10,-0.166023,-0.155963,0.847399,0.015838,-0.027061,-0.000003
11,-0.165305,-0.155451,0.846059,0.015767,-0.026903,-0.000004
12,-0.164575,-0.154943,0.844673,0.015695,-0.026743,-0.000004
13,-0.163834,-0.154437,0.843242,0.015621,-0.026582,-0.000004
14,-0.163082,-0.153935,0.841768,0.015547,-0.026420,-0.000005
15,-0.162319,-0.153434,0.840248,0.015472,-0.026257,-0.000005
16,-0.161546,-0.152937,0.838686,0.015395,-0.026093,-0.000005
17,-0.160761,-0.152441,0.837079,0.015318,-0.025928,-0.000006
18,-0.159966,-0.151948,0.835430,0.015239,-0.025762,-0.000006
19,-0.159159,-0.151456,0.833741,0.015160,-0.025595,-0.000006
20,-0.158345,-0.150966,0.832009,0.015079,-0.025427,-0.000007
21,-0.157518,-0.150477,0.830236,0.014997,-0.025258,-0.000007
22,-0.156680,-0.149989,0.828421,0.014915,-0.025088,-0.000007
23,-0.155833,-0.149502,0.826565,0.014831,-0.024917,-0.000007
24,-0.154976,-0.149016,0.824670,0.014746,-0.024745,-0.000008
25,-0.154109,-0.148530,0.822736,0.014661,-0.024572,-0.000008
26,-0.153231,-0.148044,0.820762,0.014573,-0.024398,-0.000008
27,-0.152343,-0.147558,0.818749,0.014486,-0.024223,-0.000009
28,-0.151446,-0.147072,0.816698,0.014397,-0.024047,-0.000009
29,-0.150538,-0.146585,0.814609,0.014306,-0.023870,-0.000009
30,-0.149621,-0.146098,0.812482,0.014215,-0.023692,-0.000009
31,-0.148694,-0.145609,0.810319,0.014123,-0.023513,-0.000009
32,-0.147758,-0.145119,0.808118,0.014030,-0.023334,-0.000010
33,-0.146812,-0.144627,0.805882,0.013936,-0.023153,-0.000010
34,-0.145857,-0.144134,0.803609,0.013840,-0.022971,-0.000010
35,-0.144893,-0.143637,0.801300,0.013744,-0.022788,-0.000010
36,-0.143919,-0.143139,0.798958,0.013646,-0.022604,-0.000011
37,-0.142936,-0.142637,0.796581,0.013548,-0.022419,-0.000011
38,-0.141943,-0.142133,0.794169,0.013448,-0.022233,-0.000011
39,-0.140942,-0.141625,0.791725,0.013348,-0.022046,-0.000011
40,-0.139934,-0.141114,0.789246,0.013246,-0.021858,-0.000011
41,-0.138914,-0.140599,0.786737,0.013144,-0.021669,-0.000011
42,-0.137888,-0.140080,0.784195,0.013040,-0.021479,-0.000012
43,-0.136850,-0.139557,0.781621,0.012935,-0.021288,-0.000012
44,-0.135807,-0.139027,0.779017,0.012829,-0.021096,-0.000012
45,-0.134754,-0.138494,0.776382,0.012723,-0.020903,-0.000012
46,-0.133692,-0.137955,0.773717,0.012615,-0.020709,-0.000012
47,-0.132623,-0.137410,0.771024,0.012506,-0.020514,-0.000012
48,-0.131546,-0.136860,0.768303,0.012397,-0.020318,-0.000012
49,-0.130461,-0.136304,0.765554,0.012286,-0.020121,-0.000013
