Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm)
1,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
2,-0.875553,-0.740528,0.519650,0.085816,-0.113198,0.000000
3,-0.854104,-0.731848,0.509068,0.086428,-0.110524,-0.004036
4,-0.833337,-0.725067,0.497165,0.086922,-0.107704,0.003148
5,-0.811053,-0.714833,0.487609,0.087532,-0.105316,-0.009550
6,-0.791113,-0.710096,0.474022,0.087700,-0.102294,0.013003
7,-0.766611,-0.694494,0.467843,0.088290,-0.100480,-0.026952
8,-0.749768,-0.696730,0.448855,0.087686,-0.096578,0.043922
9,-0.718849,-0.665581,0.453048,0.088675,-0.096376,-0.081675
10,-0.712354,-0.691608,0.416625,0.086241,-0.089583,0.141025
11,-0.662106,-0.614092,0.452863,0.089267,-0.094434,-0.253718
12,-0.688904,-0.717821,0.360820,0.081949,-0.078526,0.446127
13,-0.581088,-0.420488,0.446655,0.096982,-0.092513,-0.597236
14,-0.673095,-0.790203,0.321960,0.068988,-0.069339,0.749457
15,-0.511812,-0.202949,0.408079,0.102514,-0.086100,-0.748381
16,-0.629075,-0.722021,0.301265,0.058489,-0.063895,0.749095
17,-0.471570,-0.134383,0.388819,0.090840,-0.081429,-0.748610
18,-0.585054,-0.651716,0.282735,0.046026,-0.058398,0.748870
19,-0.431381,-0.065101,0.371569,0.077766,-0.076605,-0.748726
20,-0.541516,-0.582181,0.265822,0.032698,-0.052976,0.748738
21,-0.391151,0.002294,0.356053,0.064303,-0.071594,-0.748769
22,-0.498447,-0.515790,0.250231,0.019431,-0.047625,0.748661
23,-0.350869,0.065531,0.341989,0.051302,-0.066386,-0.748772
24,-0.455862,-0.454595,0.235687,0.006988,-0.042334,0.748611
25,-0.310657,0.122839,0.329073,0.039414,-0.061007,-0.748759
26,-0.413856,-0.400032,0.221905,-0.004083,-0.037110,0.748566
27,-0.270678,0.173000,0.317011,0.029094,-0.055490,-0.748746
