Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),EE_z
32,-23.304350,-0.422867,18.042528,4.991041,-10.619049,-0.243923,0.684163
33,-22.226879,22.996765,90.284554,-0.272724,-8.091373,-0.107132,0.688786
34,-111.479439,108.539864,230.374298,-21.165995,-20.862295,-0.927521,0.682661
35,486.088593,-743.768982,-3698.966064,201.534576,186.031830,-21.240599,0.764070
36,-561.894104,350.233734,2053.296387,-59.897568,-145.376831,1.107017,0.765958
37,459.511810,-38.023769,-264.782928,36.788532,144.647400,-11.881747,0.763368
38,-652.130676,790.871338,1595.493408,-169.624191,-64.630531,-23.149609,0.725678
39,988.264038,-1673.265869,-5652.587891,356.202362,193.496048,-28.764521,0.767149
40,-26142.960938,49910.816406,-58469.292969,4237.981934,2656.179688,740.380676,-0.207748
41,2011.410767,-1690.637451,1708.267334,67.162827,146.710220,-14.223220,-0.132767
42,305.736115,-516.983704,-402.959106,-0.334720,-149.882294,-24.758129,-0.080232
43,1249.978516,1130.764038,-1077.188721,-87.026550,63.463451,1.319985,-0.026973
44,1293.929932,500.360138,-2159.333252,-224.630508,-352.512207,-140.595917,0.019326
45,-20.205431,-486.612213,-702.392334,71.368240,-291.384979,70.003799,0.107757
46,5836.942871,-740.131287,7133.999512,426.814636,2430.479980,-362.123901,0.208386
47,1057.003296,-1429.756348,1209.283813,314.291687,99.281570,-63.948402,0.166735
48,1290.378296,-698.435425,546.106567,346.440033,396.087616,-134.915833,0.170788
49,841.459290,-3295.370850,95.933884,1101.838623,322.575775,-348.157532,0.144264
50,746.469910,-4552.132812,261.099640,1542.468994,150.642563,-438.488647,0.130276
51,-37.142071,-6196.942871,641.318054,2226.205078,-34.640102,-861.417480,0.109629
52,-297.004639,-361.278473,-67.334381,65.308319,-46.651749,-41.099861,0.093984
53,-639.737427,351.112946,-69.685287,-113.076630,-164.388321,9.522436,0.066726
54,7857.960449,-10303.783203,-7335.938965,3982.311035,3021.984375,61.600723,0.036068
55,25179.570312,-61965.835938,23903.718750,16822.935547,7084.721191,474.891571,0.050011
56,-291610.062500,226388.140625,308917.812500,-111957.289062,-82877.421875,-36249.187500,0.210749
57,-3637.829834,1550.398560,2367.873779,-452.379547,-843.019897,39.591839,0.147420
58,804.120728,2542.368408,357.179199,-618.445862,118.546547,-100.799118,0.162915
59,1144.549683,605.709412,535.207397,105.352020,157.810974,-272.344574,0.214409
60,-918.889221,-798.518066,-45.211205,122.494736,-189.408966,3.846206,0.160235
61,344.143677,1893.295044,304.477753,-461.645294,20.293049,14.166293,0.191379
62,530.834106,-573.021973,-526.006409,158.045898,180.773087,4.844829,0.177665
63,-828.142273,287.561737,-84.345665,-60.004818,-246.135361,-18.833284,0.174987
64,1862.736938,-747.971741,500.855133,248.337906,518.873352,20.502939,0.136903
65,-2606.524902,-3415.476562,-1866.725342,778.104736,-682.150879,399.343933,0.211883
66,-361.512085,-549.829651,-1688.908813,211.451294,-201.310196,43.587929,0.319949
67,1324.951538,2356.254150,923.461548,-609.384521,331.237213,-51.291996,0.294936
68,-535.564941,-574.549255,-371.395050,169.817291,-157.481140,3.746794,0.278123
69,-429.093903,169.138809,811.517212,-65.338524,-149.560852,-13.396295,0.272706
70,395.133698,827.440674,-583.981689,-218.515549,132.749405,22.999823,0.261877
71,-182.963776,-501.710571,766.788086,115.600151,-86.932335,-12.760888,0.243380
72,129.489120,-603.186340,-401.655853,188.965195,61.698425,-7.047153,0.223599
73,798.303284,233.666504,-543.933228,-37.787449,231.464905,52.556793,0.225846
74,-208.889359,368.742432,399.917877,-141.476654,-76.158424,-27.449957,0.220595
75,-1201.711670,-1224.244385,-1100.836670,369.702606,-255.865479,4.945972,0.213381
76,123091.710938,-150182.953125,35842.539062,34588.125000,31908.531250,18165.644531,0.349502
77,746.828735,-850.781250,1811.786865,-220.055023,-505.798584,-123.463615,0.048034
78,12920.525391,-13860.455078,-21744.419922,-872.700684,-2442.218262,-92.103577,0.066844
79,35479.355469,-13829.400391,-18903.394531,-1104.462402,-4706.364258,167.367630,0.093612
80,9462.374023,6937.095703,-10049.562500,1474.175659,-4875.198730,197.999008,0.120381
81,-6443.030762,-4286.241699,-7343.856934,891.317688,-1486.588745,94.868324,0.140854
82,-5817.308594,-1561.566895,-3311.657471,369.825043,-1335.291992,-13.852633,0.142296
83,-7459.511230,-5358.747559,-6846.440430,1315.527222,-1998.370850,132.891083,0.136293
84,-2824.686768,-1496.628662,-13680.583984,1249.729004,-1405.415283,12.370147,0.133260
85,-2961.586670,506.478363,-16860.046875,884.643677,-1311.188843,-44.575016,0.136243
86,-450.452576,2503.706299,-16141.285156,389.414398,-726.531799,-6.396371,0.137784
87,-3540.993408,-3062.100586,-17616.603516,1928.710327,-1678.663940,89.119087,0.140605
88,-772.705750,-4073.271484,-15489.220703,2603.378662,-984.691284,83.677742,0.141666
89,-907.139648,-3883.401123,-10691.809570,2007.184082,-777.245544,50.569580,0.143091
90,1802.988892,-4190.448730,-11673.820312,2390.319092,84.672180,320.029297,0.141690
91,690.841736,-4176.560059,-6225.578125,1813.600708,-74.852463,241.920670,0.141729
92,2884.904541,-1846.479980,-14402.670898,2209.781738,409.857086,43.021961,0.139583
93,2539.375488,-3588.555420,-12305.950195,2570.598877,331.748627,49.726856,0.141373
94,726.383911,-9504.490234,-3571.948486,3970.895752,294.092438,-284.308380,0.146969
95,353.756653,-1621.324585,-24006.062500,3082.878906,990.335999,23.575111,0.129928
96,-1645.063477,7692.516113,-20355.833984,-734.615417,886.450378,301.479889,0.147856
97,2638.757324,819.028503,-13940.595703,1127.944092,1879.611938,277.059204,0.146259
98,-888.226196,3122.090576,-22668.664062,709.222290,1876.619751,221.076141,0.149158
99,2324.298828,1982.361328,-11962.314453,324.072571,1921.157715,347.376587,0.147137
100,3849.626709,1372.162231,-1396.044556,-264.253021,1307.996948,355.030548,0.157564
101,4099.827148,16944.404297,-30155.634766,-3700.169678,2376.283203,1337.860962,0.149995
102,841.186951,-8526.455078,-51701.742188,-1707.446167,1510.442627,-76.647644,0.153112
103,-9320.019531,2529.183350,-6566.709961,889.964661,-2476.863037,422.518890,0.160184
104,-13001.351562,-5604.096191,10410.556641,3048.777832,-4333.021484,-1171.836548,0.171877
105,-34348676.000000,-6690781.000000,-5507213.000000,-1326789.625000,-1039235.562500,6817319.500000,0.048499
106,-408.480347,83.499832,-11697.930664,1130.089600,690.054932,-155.824234,-0.153137
107,519.022522,2480.636719,-639.307922,-193.908295,80.151115,-104.316544,-0.049152
108,-37261.199219,-15260.725586,-15787.609375,2461.926270,-4861.875977,793.608215,0.009223
109,-68594.375000,-31170.259766,-2674.365234,4918.712891,-8198.178711,121.172844,0.027848
110,-1864.810425,-2233.346680,-762.092834,544.244995,-675.544861,191.280960,0.042202
111,-54.629063,220.220749,-315.171570,56.091915,-43.760502,-35.471661,0.039316
112,-15961.822266,-5272.916016,-7757.397949,938.403625,-4401.820801,414.150146,0.045900
113,-27326.113281,-8795.640625,-14187.646484,2230.583740,-7972.479980,918.275146,0.046364
114,-25167.091797,-8600.505859,-10193.909180,2170.441162,-7319.885254,720.374817,0.044776
115,-24762.333984,-9669.929688,-7166.410645,2515.611816,-6502.430176,1068.917603,0.042718
116,-19474.255859,-4794.359375,-9756.938477,1417.007812,-5526.107422,267.240356,0.046768
117,-28722.634766,-5559.579102,-12757.150391,1636.922485,-7896.562012,640.042175,0.047606
118,-29715.062500,-9325.003906,-11426.250000,2653.755371,-8222.478516,1030.483887,0.047496
119,-29788.060547,-9934.542969,-3935.510986,3039.708252,-8330.083984,1032.582153,0.049931
120,-25374.341797,-8266.906250,-11337.113281,2388.259766,-6981.330566,645.201172,0.045923
121,-24464.935547,-3815.368896,-12288.270508,621.335754,-6690.787109,951.030457,0.045770
122,-15804.692383,-2938.571289,-5447.421387,718.116516,-4513.903809,57.791122,0.052468
123,-28477.535156,-13325.222656,-705.717468,3524.681152,-6767.557129,2146.602051,0.056378
124,-3019.565430,-79.054337,1316.001221,-121.489746,-867.583740,-73.021500,0.056335
125,-1583.890869,-496.040161,-535.471130,182.231583,-520.419922,153.238388,0.050745
126,-14953.112305,-2609.218262,-391.322876,1059.171021,-3749.661133,1234.681396,0.054610
127,-7059.318359,-805.275146,-3240.177979,157.398331,-2222.489746,-52.586983,0.059895
128,-9031.243164,255.131638,-3807.411133,16.388840,-2401.694336,-45.231583,0.056057
129,-2873.690430,-116.303482,234.696091,-49.282902,-656.310608,-54.488377,0.055726
130,-7019.389648,1729.199707,-864.213501,-675.584290,-1816.963135,-23.284483,0.055656
131,-3355.663330,627.733704,952.433105,-239.548111,-792.984314,83.776733,0.056992
132,-7470.625000,1121.352417,-3028.747070,-439.772156,-2088.538818,-27.163120,0.053230
133,-6182.683105,-386.939667,-1023.768311,152.428329,-1597.826416,-50.255939,0.055204
134,-5851.342285,-997.239075,-1934.541870,329.068878,-1570.397705,-6.317475,0.054914
135,-10327.824219,204.847046,-4129.266602,-108.634399,-2881.055176,-79.450417,0.055818
136,-6048.559082,-324.815735,-2547.553223,149.018494,-1586.345947,-26.487080,0.055027
137,-9826.110352,87.705452,-5258.907715,-25.250820,-2959.776611,-60.569931,0.055674
138,-6221.278809,-470.215729,-2659.284668,184.551758,-1652.664062,-31.177727,0.054654
139,-5829.851562,-378.972534,-2933.479736,124.348854,-1611.019287,-52.975567,0.053308
140,-6111.987305,1062.220093,-2518.290771,-413.664337,-1671.296631,-69.968674,0.054753
141,-6390.055664,-655.026184,-2441.227051,171.988953,-1748.555054,-69.108795,0.056828
142,-7318.975586,-946.353699,-3568.949951,256.592865,-2094.745850,-48.234756,0.054461
143,-5059.529297,242.881302,-1726.096436,-111.635162,-1484.786865,-73.123802,0.055207
144,-7324.135742,111.686356,-3885.657959,-45.446266,-2174.896973,-47.708618,0.055294
145,-5653.846680,-338.074097,-2973.851318,86.558578,-1652.930420,-21.045578,0.055920
146,-8346.026367,-361.958893,-4538.963379,35.032852,-2535.724121,-91.630737,0.058323
147,-7522.261230,-446.540833,-4214.585938,181.725296,-2207.181152,-131.746201,0.058524
148,-9970.450195,-2266.635498,-5275.582031,689.108459,-2980.467773,-97.655098,0.055378
149,-6601.335449,-1520.855225,-3316.083740,400.297699,-1851.111328,-102.305084,0.053656
150,-8378.618164,-1028.757690,-3597.781982,357.984802,-2370.969971,-112.141037,0.050952
151,-5122.869629,1364.077393,-475.089142,-440.906891,-1230.887573,-149.168854,0.053179
152,-2832.291748,1111.384644,1019.025757,-293.454346,-559.955627,-80.003784,0.054521
153,-5923.213867,-1230.151733,-2424.858398,418.493195,-1625.487061,-60.022835,0.056660
154,-6516.283691,-562.854919,-3400.322754,136.304901,-1878.986816,-31.838142,0.056333
155,-6013.239258,986.648621,-2394.851807,-284.669006,-1701.198364,-112.959831,0.056611
156,-6287.861328,92.224525,-3025.938721,-11.002334,-1749.246094,-35.180969,0.055380
157,-8417.123047,1778.944702,-2231.956787,-693.429565,-2496.597168,-129.780746,0.057568
158,-7001.707520,-390.173584,-2801.340332,158.392090,-1881.649658,4.365031,0.054113
159,-8257.806641,-667.517639,-3914.159668,159.634354,-2458.492676,-49.062988,0.057843
160,-7468.489258,244.722397,-4014.891602,-85.853348,-2101.347656,-111.595985,0.056120
161,-6448.062500,-754.084900,-3118.894287,223.232925,-1860.745728,-53.681530,0.054680
162,-6040.978027,512.406372,-3161.804688,-141.757202,-1829.365723,-110.259430,0.056523
163,-7673.338379,-563.884460,-4162.207520,158.339340,-2268.408936,-88.604553,0.055545
164,-4938.694824,-14.565874,-2641.173584,-5.768926,-1408.832031,-97.323196,0.054749
165,-4620.601074,1928.691650,268.809814,-507.431030,-1082.297363,-175.000763,0.055045
166,-3386.114014,333.432495,-1050.020996,-84.173065,-860.048706,-65.108803,0.055453
167,-4522.751953,-648.344177,-2137.075195,179.160172,-1270.034180,-81.526855,0.054966
168,-5757.951660,-510.763947,-3036.725586,147.782028,-1627.705688,-57.046360,0.053550
169,-4247.657227,1559.057495,-13.594181,-426.648132,-997.712158,-134.847717,0.054454
170,-3515.396240,-392.602234,-194.577484,165.549911,-863.188049,-58.648766,0.054319
171,-7812.701660,-564.675354,-4125.556641,107.294090,-2302.460693,-64.507401,0.055478
172,-7459.146484,-275.143433,-3918.649170,49.178902,-2146.260010,-38.035057,0.054949
173,-5206.883789,1594.361572,-460.996155,-547.125549,-1366.629272,-133.819016,0.056257
174,-4899.354980,368.940979,-2062.029297,-77.122757,-1286.224976,-60.881626,0.054780
175,-4943.784668,194.276108,-2373.192871,-99.168152,-1336.938477,-46.488686,0.054515
176,-3680.969238,1194.259766,991.425476,-330.602936,-797.203613,-101.762573,0.054807
177,-3312.833252,-232.669220,-386.314423,46.119015,-815.341309,-72.311699,0.056480
178,-6427.000488,-103.038055,-1558.499512,19.848965,-1692.809448,-93.144951,0.053808
179,-7220.709961,-666.403137,-2121.552734,158.746231,-1847.289917,-48.896156,0.054180
180,-5638.165039,-57.914761,-1432.423096,-81.315308,-1404.699341,7.305076,0.053832
181,-6437.206543,194.690216,-3042.566650,-79.289749,-1697.778687,-22.621641,0.054280
182,-6329.120605,364.609863,-3185.703369,-138.334045,-1684.498779,-18.280113,0.054260
183,-5971.333008,449.145111,-3083.198730,-150.482834,-1579.679077,-24.677847,0.054267
184,-6351.294434,384.456787,-3327.497559,-128.193359,-1699.796753,-25.974560,0.054470
185,-6026.785156,494.216248,-3097.629883,-165.761307,-1600.622803,-18.279396,0.053997
186,-6307.704590,367.113037,-3363.320557,-110.036736,-1686.535889,-34.139084,0.054756
187,-4786.437988,-240.515533,-2086.905273,125.971130,-1284.839233,-57.329269,0.055148
188,-5638.627930,-691.040161,-2857.981201,213.104904,-1579.519409,-71.556305,0.055086
189,-5316.270508,-678.955688,-2820.043945,190.056976,-1489.744629,-73.551308,0.054812
190,-5178.564941,-439.219208,-2794.646973,126.191963,-1450.709106,-58.842705,0.054291
191,-4675.298828,-128.338348,-2537.897461,35.084515,-1292.243652,-51.316940,0.055427
192,-4796.753906,428.622864,-2529.787109,-95.690811,-1277.300781,-81.487595,0.055604
193,-3319.536865,-412.313293,-871.426453,174.862396,-912.486389,-112.414444,0.056745
194,-6033.535645,-170.250534,-3348.398682,59.814186,-1793.381714,-124.361176,0.057233
