Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),EE_z
27,0.631271,0.452524,-0.609132,-0.120017,0.176348,0.001643,0.841244
28,0.691635,0.459873,-0.599043,-0.122410,0.191576,0.001708,0.844586
29,0.750000,0.468874,-0.590664,-0.125078,0.206227,0.001777,0.847857
30,0.805517,0.478616,-0.581140,-0.127898,0.220181,0.001854,0.851058
31,0.861170,0.489747,-0.577808,-0.130945,0.233988,0.001938,0.854189
32,0.913276,0.500976,-0.571578,-0.134009,0.246991,0.002026,0.857250
33,0.965753,0.513151,-0.573111,-0.137193,0.259911,0.002121,0.860240
34,1.015473,0.525165,-0.574999,-0.140315,0.272153,0.002219,0.863159
35,1.064793,0.537023,-0.585067,-0.143320,0.284143,0.002320,0.866009
36,1.109316,0.548097,-0.590440,-0.146129,0.295086,0.002418,0.868789
37,1.155844,0.558372,-0.614908,-0.148630,0.306186,0.002518,0.871500
38,1.193245,0.566519,-0.619955,-0.150703,0.315441,0.002606,0.874143
39,1.239026,0.573171,-0.675253,-0.152128,0.325937,0.002695,0.876720
40,1.255719,0.577465,-0.620151,-0.153504,0.331149,0.002750,0.879229
41,1.340266,0.575044,-0.918127,-0.151618,0.347627,0.002837,0.881677
42,1.177049,0.599522,0.101891,-0.161801,0.322482,0.002781,0.884050
43,2.021787,0.413514,-4.983665,-0.097309,0.461819,0.003007,0.886418
44,-2.356897,1.818493,25.262529,-0.544591,-0.229793,0.002844,0.888367
45,25.529240,-11.010291,-197.250443,3.204475,4.166207,-0.023476,0.892974
46,-344.736420,171.517548,2602.886475,-64.592285,-18.415838,-3.396977,0.853331
47,311.038574,-288.063019,-6114.106445,99.197510,47.988548,-3.718718,0.889987
48,-14754.088867,-5713.396973,18068.541016,-1240.491211,1080.486450,-600.217407,0.118815
49,-73.401253,-1854.837891,14717.795898,-1893.934570,3338.648926,395.286438,0.137268
50,1804.884766,-15.428329,5496.425293,621.132507,-1047.048096,52.163460,0.150872
51,-2534.360352,-961.476746,845.093689,-299.948090,589.844910,-15.838522,0.190690
52,2493.335205,-1508.560303,-2356.853271,-495.325256,348.916351,-210.424118,0.214425
53,2102.051025,-1478.565674,960.509033,-95.811897,-119.023010,-74.669487,0.214675
54,-199.034348,-1021.906982,-1354.056763,-57.712605,688.554077,-36.067944,0.226622
55,-907.679932,-837.606506,-806.567566,-48.273998,225.115448,63.918110,0.265057
56,876.066528,127.244583,-588.749573,51.863468,285.336945,-7.079856,0.281921
57,241.078400,-135.326248,448.960449,-7.650130,25.691895,-20.161203,0.284113
58,147.149506,-398.523804,374.042786,-8.067341,55.524090,-38.095516,0.284784
59,303.898193,-392.133575,104.324776,-10.312566,46.460934,-9.545058,0.290229
60,499.840332,-343.208832,79.142502,0.176966,15.225103,5.800309,0.294915
61,366.431580,-336.744049,-15.089762,7.085691,42.867153,5.960468,0.299513
62,354.098999,-294.600220,-65.751923,14.717612,40.135166,3.510745,0.305750
63,320.006287,-286.279327,72.805351,-1.140169,12.032768,6.590964,0.311089
64,299.327789,-300.057983,166.577988,4.684936,0.981658,1.936218,0.314158
65,238.402664,-308.825470,81.614906,-3.797888,21.971645,7.745251,0.317507
66,329.158752,-279.704712,78.657227,-2.733544,1.044560,-10.986776,0.319968
67,317.984955,-286.646149,106.972023,-1.971817,-2.897487,-5.328298,0.322211
68,313.554962,-321.156860,-8.254680,-10.298952,14.076643,0.604226,0.324449
69,219.809662,-307.557251,14.233268,-8.768074,18.291555,-4.602621,0.327291
70,260.541290,-339.055389,-58.217842,-8.466956,7.745428,-11.119796,0.331027
71,255.922256,-280.252106,-66.928131,-4.879000,14.759680,1.530495,0.334848
72,333.435608,-272.741730,60.115517,1.832011,-8.978397,13.753517,0.336170
73,181.719299,-308.224365,210.344193,-1.877025,5.977407,2.569927,0.336159
74,194.478119,-293.043884,180.475281,-5.544952,4.792068,-6.044257,0.336149
75,195.288376,-309.804626,198.237213,1.223835,3.007642,-0.654924,0.336668
76,198.364212,-327.045135,108.177612,-7.564403,2.989863,-1.038033,0.337524
77,200.657257,-306.479004,165.819107,3.661647,0.866149,-0.813804,0.338356
78,209.582001,-278.452087,66.690598,-4.962538,4.238872,7.491134,0.339177
79,95.483032,-291.282013,259.595795,-5.476596,4.032452,7.160427,0.340147
80,215.918854,-304.464691,-38.266159,-11.917784,14.123237,4.738902,0.341510
81,240.303268,-273.265594,19.150225,-6.157907,4.812754,4.391786,0.342768
82,263.762878,-310.939758,-32.635788,-8.927155,12.450893,4.412676,0.343210
83,146.775650,-307.461151,194.878952,-6.159491,7.090476,-2.504889,0.343383
84,55.227360,-319.492493,185.185562,-7.500081,8.662129,6.483312,0.344601
85,277.470551,-271.603210,22.430313,-2.295482,-0.339680,3.365475,0.344868
86,148.488174,-294.122711,143.438309,-14.242964,5.667943,13.739652,0.345520
87,300.403168,-284.800598,-68.376900,-4.383624,5.046916,2.363632,0.345309
88,83.361107,-330.454681,145.651947,-8.621387,18.559851,1.680103,0.346154
89,151.203674,-306.892578,51.063015,-11.040999,9.926673,-7.431272,0.347045
90,295.057983,-264.893982,154.380753,-11.520282,-16.288980,6.825047,0.346506
91,169.055634,-293.131714,14.433939,-8.954325,15.670940,4.991744,0.346170
92,218.980835,-309.148438,-21.394632,-8.422902,0.650445,-8.751235,0.347702
93,259.800110,-291.208771,-127.751160,-9.502932,6.416399,-9.728597,0.348969
94,331.136353,-218.599701,-70.436058,-5.052767,-3.985055,-6.000409,0.349342
95,206.056778,-344.392242,0.091292,-1.689817,7.706279,-5.194440,0.348250
96,188.474915,-273.496307,125.260071,-11.896561,12.921529,-6.027217,0.348057
97,230.846771,-266.139862,-33.163403,-19.916851,48.404907,-34.910282,0.350128
98,212.848846,-350.163208,-110.139725,-14.187894,6.144165,1.728347,0.351122
99,128.622147,-294.046539,51.424244,-1.388722,-1.678000,5.088779,0.352559
100,152.331253,-249.825516,155.575470,5.474463,-4.937341,2.976262,0.352832
101,178.428085,-298.197235,146.025848,-5.658420,3.355419,-3.950566,0.352533
102,163.697296,-294.709381,84.390633,-1.764282,2.859384,-1.259162,0.353079
103,327.741211,-288.882812,31.514858,2.076167,-13.449580,-19.503742,0.352785
104,121.274841,-327.288391,37.276672,-7.018255,20.348593,-3.672601,0.352976
105,181.034012,-269.374176,-3.213838,4.710513,8.706690,7.746548,0.354929
106,387.764069,-194.309738,-83.719368,8.551749,-32.412529,-0.836000,0.354817
107,180.832550,-249.879333,-51.200722,-12.729966,12.917144,6.045920,0.354126
108,307.706238,-191.676193,-32.339161,14.071786,-1.632893,-0.409667,0.354758
109,194.027115,-250.867310,-95.004051,-22.247322,20.123068,27.919502,0.354421
110,225.063873,-274.520874,-13.284427,0.716553,-5.502550,3.806647,0.354784
111,118.242928,-277.225800,183.232132,-1.847897,6.079093,-1.605526,0.354749
112,220.962692,-236.720840,140.338150,0.131072,-9.978456,2.307862,0.353967
113,48.848755,-316.012421,139.108978,-17.655941,26.367531,7.294394,0.354226
114,111.750137,-310.480774,129.010910,-1.903029,9.274579,-7.960158,0.353952
115,226.857819,-258.182861,-35.214962,-7.019920,11.908697,3.105642,0.355240
116,312.124573,-267.260468,-156.854980,-0.541362,3.488080,-1.687786,0.355277
117,224.116135,-210.450775,31.375963,4.104077,-10.624106,0.234104,0.356035
118,165.069214,-378.800659,-213.128235,-18.355295,41.516438,-13.469666,0.356647
119,225.644379,-241.619736,-102.978317,0.168476,-0.672312,-4.495344,0.358104
120,211.714401,-237.915649,-94.011024,-14.870644,0.236594,10.388426,0.359819
121,238.757339,-226.867752,-124.135742,-3.690424,5.421809,0.446110,0.359388
122,261.699860,-200.311050,-14.939035,-2.226788,-6.276994,1.949000,0.358275
123,59.934776,-328.219299,65.524963,0.545366,37.874092,-0.021584,0.357783
124,202.238388,-229.673004,39.173512,-7.581716,0.092886,8.636487,0.359086
125,230.655411,-333.589813,-255.165573,-21.069016,9.802875,-10.726861,0.360777
126,278.600800,-242.461700,-124.776955,-0.718682,-5.641025,-1.085327,0.360745
127,251.445557,-187.834457,74.103630,2.217856,-10.846766,7.165633,0.358862
128,126.254791,-393.144409,-54.225513,-12.883651,32.431564,-5.708243,0.358744
129,152.469131,-218.331467,16.445404,1.112046,1.224426,17.090326,0.361040
130,148.111954,-325.294006,-128.536102,-13.137120,5.348706,-7.543936,0.362513
131,267.812469,-195.418106,-62.774841,4.685764,-9.952583,0.185281,0.362502
132,222.841690,-216.076141,27.327034,-4.691246,-15.796329,0.055567,0.360875
133,62.494995,-315.570129,13.123945,-25.247108,16.955645,-3.654002,0.361247
134,185.705704,-303.087372,-40.512135,-2.479793,6.023133,-3.991966,0.362529
135,77.745255,-285.946228,175.911423,4.826135,-3.119153,-2.466210,0.362396
136,126.050545,-254.510040,185.348938,2.646070,-6.693991,0.186138,0.361564
137,49.707230,-322.906372,152.761902,-5.305888,9.831429,-2.453722,0.361750
138,88.059052,-274.348541,165.482422,4.916954,-2.291040,3.006759,0.362002
139,156.198578,-240.397598,175.910294,4.628618,-5.874461,-3.321074,0.361101
140,70.916489,-308.246124,262.952148,2.244373,0.614243,-2.038248,0.360128
141,140.966934,-268.828796,97.918373,-3.642147,5.375110,0.670286,0.360019
142,96.474579,-240.789886,158.677231,-3.926669,-1.280720,3.572154,0.359529
143,148.788300,-244.810944,152.629471,-1.118765,-3.444586,0.530176,0.359029
144,125.389801,-267.288147,161.100418,1.083155,3.112217,4.764961,0.358717
145,103.457771,-320.043396,88.044876,-9.777647,10.971280,-5.751764,0.359446
146,278.058868,-241.945496,75.349159,1.824448,-15.813425,-14.259888,0.358889
147,195.318756,-294.000122,26.139774,-7.357029,3.161502,-3.753162,0.358201
148,23.822863,-282.670441,218.956604,-4.891383,2.006951,-8.508993,0.358609
149,150.024765,-238.995438,160.759460,-1.028515,-7.444320,2.342109,0.358190
150,103.561523,-329.635773,-67.658089,-7.339128,37.872173,1.037855,0.359028
151,241.258835,-207.981339,44.719460,10.941970,-14.009646,-1.529133,0.359089
152,16.626141,-293.590057,120.755676,-12.469846,12.742131,-6.783833,0.360328
153,134.633224,-250.278885,86.147919,3.401369,-1.762478,-2.944406,0.361028
154,139.542511,-229.200684,155.065811,2.109661,-8.361428,-2.418366,0.360264
155,29.469116,-290.130493,155.135666,-12.010372,14.730145,-1.327921,0.360323
156,66.504219,-284.907196,72.702438,-9.603203,8.378978,-2.609347,0.361516
157,162.236542,-215.735352,121.904716,4.913219,-5.008008,0.180493,0.361398
158,105.463120,-266.321014,142.348129,-1.311502,1.459032,2.599899,0.360942
159,123.436401,-287.304321,128.465698,-3.802154,4.319963,-6.314392,0.360781
160,119.418495,-266.260254,160.032715,2.509487,3.072662,-3.999136,0.360472
161,128.930511,-213.259521,184.334778,1.222467,-6.815154,-3.903237,0.359012
162,49.795361,-284.810516,181.784332,-10.895354,6.076678,-1.138318,0.357927
163,39.941315,-274.339417,160.012344,-4.490533,9.525358,-3.904587,0.358934
164,94.656548,-252.630066,59.084679,-3.231115,5.943074,-3.198195,0.360105
165,167.269394,-232.749313,132.604141,3.301291,-4.462031,5.308669,0.359922
166,51.434929,-347.749390,6.557423,-8.783114,32.006474,-1.427939,0.361176
167,185.998642,-242.703537,75.053474,1.296354,-5.910181,2.679011,0.361340
168,46.130749,-307.081940,112.468369,-4.163007,16.839417,-7.441667,0.361286
169,186.417709,-244.634262,206.470825,4.362330,-17.113274,-7.451078,0.360812
170,153.753601,-246.229233,226.769669,5.508577,-13.710265,-4.673079,0.358938
171,105.890869,-294.342438,175.263260,-4.705221,1.408395,-7.304995,0.358327
172,111.452805,-298.657684,102.089897,-6.221642,12.721515,2.041926,0.358913
173,119.622353,-287.103607,92.078667,-2.683503,9.861733,-0.875954,0.359445
174,183.177231,-240.336716,105.231071,1.042960,-0.940447,1.441926,0.359063
175,96.377037,-310.399628,86.713959,-9.560472,8.513896,-2.271376,0.359438
176,71.887932,-278.058655,49.216469,-4.123347,14.734843,-2.837368,0.360648
177,205.212067,-210.339188,117.900482,1.261544,-13.963067,-5.113362,0.359986
178,40.335110,-306.868591,164.468781,-10.105343,10.635165,-1.500116,0.359963
179,178.972549,-245.423370,125.640663,-4.259186,-7.294330,-1.275780,0.358390
180,84.517990,-283.918396,134.191330,-8.694025,4.748138,-7.651952,0.358652
181,141.197571,-250.035019,186.659363,1.634602,-1.716787,1.788363,0.358407
182,178.848923,-256.020325,146.993179,6.017365,-2.021407,6.727876,0.357494
183,38.143208,-323.407928,130.173843,-9.229253,19.599970,-2.890603,0.358289
184,173.613113,-244.080154,49.549633,-3.861958,-2.326715,1.229415,0.358927
185,95.174286,-285.505219,93.194214,-9.842196,8.483597,-0.777126,0.359347
186,169.742722,-242.700989,163.847763,4.279744,-8.126830,-2.513814,0.358786
187,81.698555,-299.363647,152.600922,-8.014544,9.792867,-0.344610,0.358699
188,66.051811,-287.561310,61.388569,-7.637726,12.413282,-0.794501,0.359808
189,198.396362,-259.522858,83.830772,-2.441317,-2.181121,4.763796,0.360317
190,121.699783,-251.816193,198.093094,1.711730,-3.333239,-4.123297,0.359266
191,158.440384,-256.344696,163.990997,-3.352845,-1.586549,-5.378430,0.358580
192,161.404419,-302.125397,-21.894819,-7.635261,6.182927,-6.088742,0.358949
193,199.838623,-263.610321,134.515503,3.537469,-11.261559,-8.173090,0.358994
194,145.044891,-264.970642,123.643112,2.699422,-0.822724,-2.103289,0.358424
195,225.734024,-210.616867,54.731544,2.183779,-10.417512,3.073762,0.357769
196,171.274734,-348.412323,-64.921219,-6.499809,42.065186,4.218863,0.356980
197,129.195831,-158.155075,190.750229,16.952911,-14.406037,3.685533,0.356874
198,185.300858,-246.846497,-43.219975,-13.856896,3.564333,-1.296739,0.356987
199,270.141846,-164.718491,37.770298,7.274981,-18.755798,8.592343,0.355797
200,204.155762,-268.170227,-5.101434,-13.791949,9.553028,6.472383,0.354203
201,-17.476345,-350.556305,221.497391,-4.739220,23.414978,-4.062588,0.354263
202,214.981644,-234.903732,-61.336487,3.627125,5.339877,-2.945927,0.356879
203,242.450851,-283.737213,-251.236679,-20.938942,13.563594,-5.875731,0.358890
204,305.441254,-248.317551,-161.220566,-3.107772,-3.736887,2.394303,0.359911
205,232.790649,-241.483032,-73.994614,-7.696187,1.576684,-0.044095,0.359616
206,150.230286,-299.296021,-24.383482,-11.064067,8.602565,-0.474231,0.360505
207,194.673325,-206.274673,120.922050,4.509777,-11.999380,-5.507053,0.359741
208,97.602844,-251.872528,124.147919,-9.907093,5.517189,-0.897676,0.359058
209,185.421555,-195.776138,164.542007,2.151713,-11.457994,-5.987499,0.358047
210,70.162506,-261.233337,56.430698,-10.925717,23.631062,0.977495,0.357760
211,65.570305,-242.090927,128.173325,-4.101081,11.924387,4.897970,0.358622
212,139.757431,-206.167862,147.727020,4.233974,-2.738892,-1.720461,0.358209
213,153.428070,-227.772903,108.888893,-4.273013,3.982341,2.023125,0.357503
214,65.511337,-296.116669,156.919800,-5.669527,13.094758,-0.446123,0.357854
215,124.467896,-282.574585,85.817078,-2.324122,4.944042,1.189318,0.358763
216,165.853271,-246.583099,114.606300,-1.051546,-3.738476,-3.156703,0.358369
