Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm)
1,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
2,-0.878143,-0.782992,1.646692,0.083252,-0.186387,-0.000009
3,-0.879153,-0.789274,1.615626,0.091026,-0.188868,-0.000730
4,-0.881671,-0.798015,1.582339,0.099872,-0.191997,-0.001468
5,-0.885635,-0.809070,1.546988,0.109725,-0.195743,-0.002212
6,-0.890987,-0.822297,1.509694,0.120511,-0.200081,-0.002951
7,-0.897654,-0.837536,1.470611,0.132157,-0.204979,-0.003672
8,-0.905568,-0.854640,1.429866,0.144590,-0.210408,-0.004364
9,-0.914663,-0.873443,1.387603,0.157734,-0.216336,-0.005028
10,-0.924866,-0.893792,1.343957,0.171517,-0.222732,-0.005654
11,-0.936106,-0.915522,1.299072,0.185859,-0.229564,-0.006237
12,-0.948309,-0.938465,1.253085,0.200685,-0.236801,-0.006780
13,-0.961380,-0.962473,1.206158,0.215926,-0.244399,-0.007278
14,-0.975277,-0.987379,1.158395,0.231503,-0.252340,-0.007731
15,-0.989895,-1.013027,1.109969,0.247346,-0.260579,-0.008145
16,-1.005167,-1.039249,1.061015,0.263377,-0.269085,-0.008514
17,-1.021026,-1.065899,1.011663,0.279529,-0.277830,-0.008854
18,-1.037375,-1.092816,0.962079,0.295728,-0.286768,-0.009147
19,-1.054160,-1.119861,0.912381,0.311908,-0.295879,-0.009415
20,-1.071283,-1.146871,0.862737,0.327998,-0.305117,-0.009651
21,-1.088674,-1.173718,0.813276,0.343935,-0.314452,-0.009873
22,-1.106274,-1.200272,0.764116,0.359660,-0.323857,-0.010063
23,-1.123985,-1.226387,0.715422,0.375104,-0.333291,-0.010242
24,-1.141747,-1.251950,0.667309,0.390216,-0.342725,-0.010404
25,-1.159487,-1.276845,0.619900,0.404940,-0.352128,-0.010555
26,-1.177136,-1.300954,0.573325,0.419219,-0.361470,-0.010702
27,-1.194611,-1.324164,0.527716,0.433001,-0.370712,-0.010835
28,-1.211860,-1.346387,0.483158,0.446244,-0.379833,-0.010969
29,-1.228802,-1.367517,0.439782,0.458895,-0.388796,-0.011100
30,-1.245388,-1.387485,0.397668,0.470923,-0.397580,-0.011230
31,-1.261543,-1.406195,0.356922,0.482279,-0.406152,-0.011357
32,-1.277205,-1.423592,0.317635,0.492936,-0.414484,-0.011483
33,-1.292316,-1.439590,0.279879,0.502854,-0.422551,-0.011609
34,-1.306813,-1.454154,0.243730,0.512013,-0.430326,-0.011739
35,-1.320643,-1.467213,0.209251,0.520380,-0.437786,-0.011868
36,-1.333742,-1.478726,0.176516,0.527934,-0.444902,-0.011991
37,-1.346075,-1.488663,0.145542,0.534660,-0.451660,-0.012113
38,-1.357582,-1.496990,0.116391,0.540542,-0.458034,-0.012228
39,-1.368211,-1.503675,0.089096,0.545564,-0.464003,-0.012338
40,-1.377925,-1.508705,0.063679,0.549722,-0.469550,-0.012441
41,-1.386685,-1.512046,0.040159,0.553001,-0.474661,-0.012535
42,-1.394435,-1.513717,0.018560,0.555409,-0.479311,-0.012616
43,-1.401153,-1.513710,-0.001125,0.556947,-0.483492,-0.012695
44,-1.406790,-1.512014,-0.018881,0.557610,-0.487184,-0.012756
45,-1.411318,-1.508635,-0.034716,0.557405,-0.490379,-0.012805
46,-1.414719,-1.503604,-0.048658,0.556351,-0.493067,-0.012837
47,-1.416947,-1.496922,-0.060699,0.554451,-0.495234,-0.012861
48,-1.417991,-1.488624,-0.070874,0.551727,-0.496875,-0.012859
49,-1.417817,-1.478716,-0.079200,0.548189,-0.497978,-0.012845
50,-1.416429,-1.467244,-0.085728,0.543861,-0.498549,-0.012807
51,-1.413795,-1.454228,-0.090469,0.538759,-0.498574,-0.012752
52,-1.409903,-1.439709,-0.093473,0.532912,-0.498053,-0.012685
53,-1.404764,-1.423744,-0.094797,0.526351,-0.496993,-0.012595
54,-1.398343,-1.406346,-0.094459,0.519091,-0.495382,-0.012485
55,-1.390649,-1.387583,-0.092513,0.511170,-0.493225,-0.012365
56,-1.381677,-1.367481,-0.089016,0.502608,-0.490526,-0.012219
57,-1.371432,-1.346113,-0.084021,0.493448,-0.487288,-0.012057
58,-1.359914,-1.323523,-0.077583,0.483718,-0.483516,-0.011878
59,-1.347139,-1.299767,-0.069769,0.473452,-0.479218,-0.011683
60,-1.333127,-1.274895,-0.060647,0.462680,-0.474407,-0.011470
61,-1.317860,-1.248969,-0.050255,0.451441,-0.469078,-0.011240
62,-1.301375,-1.222052,-0.038680,0.439771,-0.463249,-0.010999
63,-1.283695,-1.194195,-0.025987,0.427702,-0.456934,-0.010744
64,-1.264815,-1.165466,-0.012233,0.415273,-0.450132,-0.010479
65,-1.244795,-1.135925,0.002485,0.402517,-0.442872,-0.010206
66,-1.223618,-1.105640,0.018131,0.389474,-0.435148,-0.009918
67,-1.201338,-1.074666,0.034610,0.376175,-0.426987,-0.009619
68,-1.177976,-1.043062,0.051852,0.362654,-0.418398,-0.009319
69,-1.153569,-1.010905,0.069781,0.348951,-0.409399,-0.009003
70,-1.128137,-0.978255,0.088332,0.335099,-0.400001,-0.008684
71,-1.101729,-0.945160,0.107425,0.321125,-0.390224,-0.008364
72,-1.074363,-0.911685,0.126995,0.307063,-0.380079,-0.008035
73,-1.046083,-0.877898,0.146962,0.292948,-0.369584,-0.007707
74,-1.016944,-0.843860,0.167244,0.278810,-0.358762,-0.007369
75,-0.986969,-0.809620,0.187780,0.264676,-0.347625,-0.007032
