Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),EE_z
352,-0.000167,-0.000235,0.000732,0.000080,-0.000018,-0.000004,0.761445
353,-0.000159,-0.000307,0.000628,0.000099,-0.000025,-0.000004,0.761460
354,-0.000413,-0.000135,0.001096,0.000044,-0.000043,-0.000004,0.761473
355,-0.000106,-0.000071,0.000218,0.000055,-0.000050,-0.000005,0.761487
356,0.000028,-0.000169,0.000520,0.000066,0.000009,-0.000004,0.761501
357,0.000286,0.000159,-0.000151,0.000013,0.000007,-0.000005,0.761515
358,-0.000195,-0.000231,0.001050,0.000066,0.000005,-0.000004,0.761528
359,0.000373,0.000038,-0.000523,0.000051,-0.000006,-0.000005,0.761542
360,-0.000270,-0.000174,0.001289,0.000046,0.000009,-0.000004,0.761556
361,0.000037,-0.000296,0.000116,0.000108,-0.000025,-0.000004,0.761570
362,-0.000081,-0.000190,0.000674,0.000066,-0.000002,-0.000004,0.761583
363,-0.000149,-0.000182,0.000634,0.000068,-0.000022,-0.000004,0.761597
364,-0.000081,-0.000322,0.000366,0.000104,-0.000030,-0.000004,0.761611
365,0.000051,0.000083,0.000349,0.000012,-0.000001,-0.000004,0.761624
366,0.000270,0.000049,0.000014,0.000031,0.000020,-0.000004,0.761637
367,0.000152,0.000044,0.000452,0.000018,0.000032,-0.000004,0.761651
368,-0.000099,-0.000178,0.000495,0.000066,-0.000023,-0.000003,0.761664
369,-0.000541,-0.000282,0.001127,0.000074,-0.000068,-0.000004,0.761678
370,-0.000154,-0.000071,0.000448,0.000045,-0.000040,-0.000004,0.761692
371,-0.000344,-0.000264,0.000810,0.000077,-0.000051,-0.000003,0.761705
372,0.000239,-0.000015,-0.000070,0.000046,0.000006,-0.000004,0.761718
373,0.000211,-0.000145,0.000203,0.000067,0.000024,-0.000003,0.761731
374,0.000007,-0.000072,0.000589,0.000039,0.000011,-0.000003,0.761744
375,0.000288,-0.000214,-0.000046,0.000089,0.000020,-0.000003,0.761758
376,-0.000100,-0.000218,0.000764,0.000066,0.000002,-0.000003,0.761771
377,-0.000187,0.000004,0.000621,0.000022,-0.000031,-0.000004,0.761784
378,-0.000179,-0.000120,0.000504,0.000051,-0.000040,-0.000003,0.761798
379,-0.000295,-0.000102,0.000805,0.000038,-0.000040,-0.000003,0.761811
380,0.000078,-0.000059,0.000083,0.000048,-0.000018,-0.000003,0.761824
381,0.000149,0.000005,0.000216,0.000030,0.000011,-0.000003,0.761837
382,0.000173,-0.000107,0.000343,0.000051,0.000028,-0.000003,0.761850
383,0.000388,0.000051,-0.000259,0.000032,0.000024,-0.000003,0.761863
384,-0.000287,-0.000160,0.001217,0.000039,0.000000,-0.000003,0.761876
385,-0.000414,-0.000164,0.000770,0.000054,-0.000070,-0.000004,0.761889
386,0.000025,-0.000169,0.000105,0.000072,-0.000027,-0.000003,0.761902
387,-0.000221,-0.000213,0.000868,0.000059,-0.000016,-0.000003,0.761915
388,0.000118,-0.000132,0.000139,0.000062,-0.000003,-0.000003,0.761928
389,-0.000052,-0.000195,0.000523,0.000064,-0.000007,-0.000003,0.761940
390,0.000215,-0.000066,0.000040,0.000050,0.000011,-0.000003,0.761953
391,0.000314,0.000122,0.000037,0.000005,0.000034,-0.000003,0.761966
392,-0.000274,-0.000102,0.000991,0.000030,-0.000017,-0.000003,0.761979
393,-0.000381,-0.000168,0.000573,0.000057,-0.000080,-0.000003,0.761992
394,-0.000220,-0.000188,0.000739,0.000055,-0.000027,-0.000003,0.762005
395,-0.000188,-0.000066,0.000454,0.000036,-0.000045,-0.000003,0.762017
396,0.000210,-0.000025,-0.000017,0.000039,0.000005,-0.000003,0.762030
397,-0.000010,0.000071,0.000509,0.000003,0.000001,-0.000003,0.762043
398,0.000006,-0.000184,0.000494,0.000062,0.000004,-0.000003,0.762055
399,0.000340,0.000058,-0.000286,0.000028,0.000011,-0.000003,0.762067
400,0.000302,-0.000006,0.000321,0.000026,0.000058,-0.000003,0.762080
401,-0.000188,-0.000118,0.000592,0.000043,-0.000032,-0.000003,0.762093
402,-0.000394,-0.000411,0.000999,0.000096,-0.000043,-0.000002,0.762105
403,0.000120,0.000026,-0.000090,0.000031,-0.000022,-0.000003,0.762117
404,-0.000139,-0.000297,0.000694,0.000080,-0.000010,-0.000002,0.762130
405,0.000131,-0.000029,0.000044,0.000037,-0.000007,-0.000003,0.762142
406,0.000064,-0.000183,0.000333,0.000065,0.000004,-0.000003,0.762154
407,0.000308,0.000093,0.000028,0.000012,0.000033,-0.000003,0.762167
408,0.000141,-0.000001,0.000315,0.000021,0.000020,-0.000002,0.762179
409,-0.000162,0.000002,0.000544,0.000015,-0.000030,-0.000003,0.762192
410,-0.000397,-0.000229,0.001016,0.000053,-0.000042,-0.000002,0.762204
411,-0.000145,0.000083,0.000243,0.000007,-0.000054,-0.000003,0.762216
412,-0.000358,-0.000309,0.000928,0.000073,-0.000040,-0.000002,0.762228
413,0.000062,0.000008,-0.000034,0.000028,-0.000030,-0.000003,0.762240
414,0.000126,0.000000,0.000182,0.000025,0.000005,-0.000003,0.762252
415,0.000233,0.000005,0.000123,0.000025,0.000025,-0.000002,0.762265
416,0.000307,-0.000005,0.000086,0.000028,0.000039,-0.000002,0.762277
417,0.000046,0.000130,0.000357,-0.000008,0.000002,-0.000003,0.762289
418,-0.000588,-0.000337,0.001280,0.000071,-0.000061,-0.000002,0.762301
419,-0.000284,-0.000225,0.000590,0.000064,-0.000053,-0.000002,0.762313
420,0.000173,-0.000060,-0.000212,0.000048,-0.000019,-0.000002,0.762325
421,-0.000100,-0.000255,0.000807,0.000062,0.000010,-0.000002,0.762337
422,-0.000116,-0.000181,0.000391,0.000060,-0.000032,-0.000002,0.762349
423,0.000392,-0.000001,-0.000196,0.000035,0.000033,-0.000002,0.762361
424,-0.000046,-0.000092,0.000711,0.000029,0.000014,-0.000002,0.762373
425,0.000511,0.000112,-0.000645,0.000023,0.000020,-0.000003,0.762385
426,-0.000431,-0.000280,0.001489,0.000049,-0.000005,-0.000002,0.762397
427,-0.000080,-0.000165,-0.000025,0.000067,-0.000061,-0.000002,0.762409
428,-0.000121,0.000134,0.000605,-0.000021,-0.000014,-0.000002,0.762420
429,-0.000098,0.000046,0.000372,0.000006,-0.000030,-0.000002,0.762432
430,0.000107,-0.000122,0.000127,0.000050,-0.000003,-0.000002,0.762444
431,0.000062,0.000017,0.000348,0.000012,0.000006,-0.000002,0.762456
432,-0.000141,0.000001,0.000489,0.000013,-0.000029,-0.000002,0.762467
433,0.000403,0.000004,-0.000449,0.000037,0.000013,-0.000002,0.762479
434,-0.000216,-0.000217,0.001153,0.000042,0.000015,-0.000001,0.762491
435,-0.000115,0.000048,0.000298,0.000007,-0.000040,-0.000002,0.762502
436,-0.000216,-0.000149,0.000664,0.000041,-0.000030,-0.000002,0.762514
437,-0.000231,-0.000068,0.000485,0.000029,-0.000050,-0.000002,0.762526
438,-0.000005,-0.000001,0.000260,0.000020,-0.000017,-0.000002,0.762537
439,0.000012,-0.000191,0.000380,0.000056,-0.000002,-0.000001,0.762549
440,0.000100,0.000065,0.000176,0.000007,-0.000000,-0.000002,0.762560
441,0.000298,-0.000066,-0.000134,0.000044,0.000018,-0.000002,0.762572
442,-0.000335,-0.000244,0.001154,0.000046,-0.000012,-0.000001,0.762583
443,-0.000310,-0.000175,0.000508,0.000051,-0.000065,-0.000002,0.762595
444,-0.000252,-0.000265,0.000575,0.000069,-0.000045,-0.000002,0.762606
445,0.000011,-0.000096,0.000282,0.000038,-0.000010,-0.000002,0.762618
446,-0.000102,-0.000192,0.000515,0.000052,-0.000015,-0.000001,0.762629
447,0.000219,0.000009,-0.000144,0.000029,-0.000001,-0.000002,0.762640
448,-0.000064,-0.000148,0.000546,0.000042,-0.000003,-0.000002,0.762651
449,0.000308,-0.000045,-0.000177,0.000040,0.000017,-0.000002,0.762663
450,0.000221,-0.000059,0.000132,0.000033,0.000025,-0.000001,0.762674
451,-0.000307,-0.000022,0.000834,0.000007,-0.000034,-0.000002,0.762685
452,-0.000256,-0.000171,0.000673,0.000043,-0.000037,-0.000002,0.762697
453,-0.000233,-0.000039,0.000189,0.000026,-0.000076,-0.000002,0.762708
454,0.000063,0.000021,0.000366,0.000008,0.000010,-0.000002,0.762719
455,-0.000117,-0.000071,0.000419,0.000026,-0.000028,-0.000001,0.762730
456,-0.000026,0.000025,0.000373,0.000008,-0.000011,-0.000002,0.762741
457,0.000160,0.000102,0.000034,-0.000003,0.000002,-0.000002,0.762752
458,0.000067,-0.000065,0.000220,0.000031,-0.000002,-0.000002,0.762763
459,0.000431,0.000262,-0.000204,-0.000030,0.000044,-0.000002,0.762774
460,-0.000224,-0.000223,0.000961,0.000044,-0.000002,-0.000001,0.762785
461,-0.000365,-0.000172,0.000485,0.000049,-0.000079,-0.000002,0.762797
462,-0.000143,0.000057,0.000492,-0.000005,-0.000027,-0.000002,0.762808
463,-0.000183,-0.000211,0.000586,0.000052,-0.000027,-0.000001,0.762819
464,0.000054,0.000099,-0.000099,0.000004,-0.000035,-0.000002,0.762830
465,0.000235,0.000058,0.000268,0.000001,0.000042,-0.000001,0.762840
466,-0.000034,-0.000097,0.000411,0.000032,-0.000008,-0.000001,0.762851
467,0.000214,0.000011,-0.000143,0.000023,-0.000001,-0.000002,0.762862
468,0.000253,0.000072,-0.000014,0.000005,0.000020,-0.000001,0.762873
469,-0.000136,-0.000152,0.000875,0.000031,0.000011,-0.000001,0.762884
470,-0.000339,-0.000244,0.000463,0.000064,-0.000074,-0.000002,0.762895
471,-0.000041,-0.000094,0.000327,0.000033,-0.000017,-0.000001,0.762905
472,-0.000166,-0.000245,0.000426,0.000064,-0.000037,-0.000001,0.762916
473,-0.000009,0.000020,0.000266,0.000009,-0.000015,-0.000002,0.762927
474,0.000042,-0.000119,0.000316,0.000039,0.000002,-0.000001,0.762938
475,-0.000051,-0.000128,0.000403,0.000038,-0.000012,-0.000001,0.762948
476,0.000284,0.000029,-0.000250,0.000023,0.000007,-0.000002,0.762959
477,0.000053,-0.000125,0.000472,0.000036,0.000019,-0.000001,0.762970
478,-0.000157,-0.000156,0.000462,0.000043,-0.000031,-0.000001,0.762980
479,-0.000313,-0.000151,0.000760,0.000033,-0.000040,-0.000001,0.762991
480,-0.000155,-0.000142,0.000322,0.000044,-0.000043,-0.000001,0.763002
481,-0.000213,-0.000292,0.000708,0.000066,-0.000021,-0.000001,0.763012
482,0.000128,-0.000062,-0.000217,0.000040,-0.000027,-0.000001,0.763023
483,-0.000108,-0.000241,0.000666,0.000056,0.000000,-0.000001,0.763033
484,0.000270,0.000187,-0.000248,-0.000015,0.000003,-0.000002,0.763043
485,0.000458,0.000230,-0.000227,-0.000027,0.000049,-0.000001,0.763054
486,-0.000353,-0.000054,0.001124,-0.000001,-0.000016,-0.000001,0.763065
487,-0.000467,-0.000080,0.000767,0.000018,-0.000075,-0.000002,0.763075
488,-0.000119,0.000019,0.000135,0.000009,-0.000052,-0.000001,0.763086
489,-0.000057,-0.000003,0.000333,0.000009,-0.000019,-0.000001,0.763096
490,-0.000263,0.000018,0.000496,0.000000,-0.000053,-0.000001,0.763106
491,0.000017,0.000061,0.000205,0.000000,-0.000014,-0.000001,0.763117
492,-0.000025,-0.000071,0.000337,0.000025,-0.000011,-0.000001,0.763127
493,0.000219,0.000019,0.000032,0.000011,0.000018,-0.000001,0.763137
494,0.000064,0.000121,0.000162,-0.000013,-0.000007,-0.000001,0.763147
495,0.000227,-0.000005,-0.000000,0.000019,0.000017,-0.000001,0.763158
496,-0.000119,-0.000143,0.000691,0.000030,0.000000,-0.000001,0.763168
497,-0.000420,-0.000061,0.000750,0.000011,-0.000066,-0.000001,0.763178
498,-0.000051,-0.000064,0.000047,0.000032,-0.000043,-0.000001,0.763189
499,-0.000290,-0.000041,0.000831,0.000004,-0.000027,-0.000001,0.763199
500,0.000100,0.000008,-0.000176,0.000020,-0.000029,-0.000001,0.763209
501,-0.000129,-0.000088,0.000740,0.000015,0.000002,-0.000001,0.763219
502,0.000295,0.000132,-0.000413,0.000001,-0.000005,-0.000002,0.763229
503,0.000051,-0.000075,0.000479,0.000019,0.000021,-0.000000,0.763239
504,0.000156,-0.000020,-0.000023,0.000023,-0.000001,-0.000001,0.763249
505,-0.000362,-0.000058,0.001026,0.000002,-0.000026,-0.000001,0.763260
506,-0.000170,-0.000086,0.000173,0.000033,-0.000059,-0.000001,0.763270
507,-0.000167,-0.000193,0.000615,0.000041,-0.000017,-0.000000,0.763280
508,-0.000080,0.000070,0.000231,-0.000004,-0.000033,-0.000002,0.763290
509,-0.000085,-0.000127,0.000260,0.000039,-0.000031,-0.000001,0.763300
510,0.000201,0.000140,0.000029,-0.000015,0.000015,-0.000001,0.763309
511,0.000188,-0.000084,0.000079,0.000032,0.000017,-0.000001,0.763319
512,0.000076,-0.000022,0.000215,0.000015,0.000003,-0.000001,0.763329
513,0.000193,-0.000037,0.000206,0.000020,0.000030,-0.000001,0.763339
514,-0.000158,-0.000123,0.000540,0.000029,-0.000022,-0.000001,0.763349
515,-0.000330,-0.000134,0.000705,0.000027,-0.000047,-0.000001,0.763359
516,-0.000322,-0.000262,0.000533,0.000060,-0.000061,-0.000001,0.763369
517,-0.000020,-0.000178,0.000237,0.000050,-0.000017,-0.000001,0.763379
518,-0.000268,-0.000146,0.000753,0.000027,-0.000028,-0.000001,0.763389
519,0.000377,0.000089,-0.000438,0.000009,0.000014,-0.000001,0.763398
520,-0.000100,-0.000275,0.000734,0.000056,0.000011,-0.000000,0.763408
521,0.000093,-0.000077,-0.000028,0.000035,-0.000015,-0.000001,0.763418
522,0.000360,0.000241,-0.000403,-0.000026,0.000013,-0.000001,0.763427
523,0.000058,-0.000164,0.000581,0.000035,0.000033,-0.000000,0.763437
524,-0.000062,-0.000098,0.000262,0.000032,-0.000024,-0.000001,0.763447
525,-0.000275,-0.000255,0.000621,0.000055,-0.000041,-0.000001,0.763457
526,-0.000245,-0.000054,0.000563,0.000013,-0.000039,-0.000001,0.763466
527,-0.000125,-0.000201,0.000281,0.000052,-0.000037,-0.000001,0.763476
528,0.000082,-0.000091,0.000072,0.000035,-0.000008,-0.000001,0.763486
529,0.000031,-0.000048,0.000331,0.000017,0.000004,-0.000001,0.763495
530,0.000118,-0.000047,0.000088,0.000024,0.000002,-0.000001,0.763504
531,0.000327,0.000058,-0.000327,0.000012,0.000013,-0.000001,0.763514
532,0.000023,-0.000217,0.000777,0.000042,0.000045,-0.000000,0.763523
533,0.000008,-0.000031,0.000003,0.000023,-0.000031,-0.000001,0.763533
534,-0.000465,-0.000193,0.001063,0.000029,-0.000044,-0.000001,0.763543
535,-0.000195,-0.000145,0.000243,0.000042,-0.000056,-0.000001,0.763552
536,0.000182,-0.000070,-0.000023,0.000029,0.000007,-0.000000,0.763562
537,-0.000159,-0.000057,0.000530,0.000011,-0.000022,-0.000001,0.763571
538,-0.000145,0.000052,0.000287,-0.000005,-0.000041,-0.000001,0.763581
539,0.000012,0.000121,0.000106,-0.000015,-0.000021,-0.000001,0.763590
540,0.000292,0.000223,-0.000080,-0.000036,0.000027,-0.000001,0.763599
541,0.000120,-0.000008,0.000144,0.000011,0.000008,-0.000001,0.763608
542,0.000254,0.000180,0.000006,-0.000026,0.000027,-0.000001,0.763618
543,-0.000261,-0.000005,0.000679,-0.000005,-0.000032,-0.000001,0.763627
544,-0.000160,0.000076,0.000151,-0.000008,-0.000057,-0.000001,0.763637
545,-0.000324,-0.000220,0.001067,0.000032,-0.000010,-0.000000,0.763646
546,-0.000231,0.000034,0.000206,0.000001,-0.000068,-0.000001,0.763655
547,0.000250,0.000229,-0.000294,-0.000030,-0.000002,-0.000001,0.763664
548,0.000106,-0.000050,0.000397,0.000013,0.000029,-0.000000,0.763674
549,-0.000159,0.000122,0.000379,-0.000023,-0.000035,-0.000001,0.763683
550,0.000254,0.000134,-0.000155,-0.000012,0.000012,-0.000001,0.763692
551,0.000343,0.000159,-0.000253,-0.000017,0.000024,-0.000001,0.763701
552,-0.000582,-0.000177,0.001489,0.000012,-0.000031,-0.000000,0.763710
553,-0.000262,0.000043,0.000168,0.000001,-0.000079,-0.000001,0.763720
554,-0.000417,-0.000152,0.000676,0.000025,-0.000068,-0.000000,0.763729
555,-0.000171,-0.000123,0.000351,0.000031,-0.000040,-0.000001,0.763738
556,0.000226,0.000104,-0.000102,-0.000007,0.000011,-0.000001,0.763747
557,-0.000117,-0.000100,0.000500,0.000020,-0.000013,-0.000000,0.763756
558,0.000050,0.000030,0.000013,0.000006,-0.000020,-0.000001,0.763765
559,0.000082,-0.000006,0.000312,0.000004,0.000016,-0.000000,0.763774
560,-0.000151,-0.000009,0.000459,0.000003,-0.000025,-0.000001,0.763783
561,0.000616,0.000137,-0.000973,0.000007,0.000022,-0.000000,0.763792
562,0.000090,-0.000008,0.000692,-0.000006,0.000054,-0.000000,0.763801
563,-0.000543,-0.000173,0.000828,0.000029,-0.000083,-0.000001,0.763810
564,0.000007,-0.000107,0.000033,0.000034,-0.000027,-0.000000,0.763819
565,-0.000247,-0.000053,0.000669,0.000005,-0.000028,-0.000000,0.763828
566,-0.000166,-0.000173,0.000277,0.000044,-0.000045,-0.000000,0.763837
567,0.000130,0.000085,-0.000190,-0.000001,-0.000019,-0.000001,0.763846
568,0.000050,0.000009,0.000504,-0.000005,0.000027,-0.000000,0.763854
569,-0.000025,0.000004,0.000180,0.000006,-0.000021,-0.000001,0.763863
570,0.000367,0.000061,-0.000244,0.000005,0.000032,-0.000000,0.763872
571,0.000265,0.000000,-0.000064,0.000013,0.000025,-0.000000,0.763881
572,-0.000398,-0.000017,0.000889,-0.000009,-0.000043,-0.000001,0.763889
573,-0.000338,-0.000206,0.000664,0.000040,-0.000049,-0.000000,0.763898
574,-0.000061,-0.000150,0.000027,0.000044,-0.000043,-0.000000,0.763907
575,-0.000290,-0.000177,0.000884,0.000026,-0.000017,-0.000000,0.763916
576,-0.000101,0.000056,-0.000044,0.000001,-0.000059,-0.000001,0.763925
577,-0.000122,-0.000170,0.000602,0.000032,-0.000003,0.000000,0.763933
578,-0.000037,-0.000012,0.000001,0.000015,-0.000040,-0.000001,0.763942
579,0.000203,0.000183,0.000046,-0.000031,0.000021,-0.000001,0.763951
580,0.000355,0.000032,-0.000245,0.000011,0.000030,-0.000000,0.763959
581,0.000210,-0.000017,0.000113,0.000012,0.000029,-0.000000,0.763968
