Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),EE_z
77,0.009119,0.004943,0.007344,-0.000838,0.002687,-0.000056,0.755690
78,0.008964,0.004523,0.006989,-0.000739,0.002622,-0.000055,0.755728
79,0.008542,0.004444,0.006828,-0.000725,0.002510,-0.000054,0.755766
80,0.008427,0.004211,0.006411,-0.000666,0.002448,-0.000054,0.755803
81,0.008267,0.003860,0.005977,-0.000582,0.002375,-0.000053,0.755841
82,0.007718,0.003651,0.006279,-0.000547,0.002274,-0.000052,0.755877
83,0.007372,0.003298,0.006135,-0.000471,0.002182,-0.000051,0.755914
84,0.007168,0.002954,0.005771,-0.000389,0.002104,-0.000050,0.755950
85,0.007160,0.002900,0.005366,-0.000369,0.002068,-0.000050,0.755985
86,0.006709,0.002530,0.005551,-0.000298,0.001980,-0.000049,0.756020
87,0.006504,0.002409,0.005187,-0.000264,0.001902,-0.000048,0.756055
88,0.006536,0.002337,0.004802,-0.000243,0.001876,-0.000048,0.756089
89,0.006198,0.001994,0.004852,-0.000174,0.001803,-0.000047,0.756123
90,0.005802,0.001899,0.004909,-0.000158,0.001716,-0.000046,0.756156
91,0.005937,0.001890,0.004296,-0.000143,0.001695,-0.000046,0.756190
92,0.005593,0.001744,0.004360,-0.000117,0.001621,-0.000045,0.756223
93,0.005193,0.001308,0.004543,-0.000029,0.001544,-0.000044,0.756256
94,0.005392,0.001439,0.003853,-0.000043,0.001531,-0.000044,0.756288
95,0.004891,0.001176,0.004265,-0.000001,0.001451,-0.000043,0.756320
96,0.004985,0.001192,0.003714,0.000009,0.001425,-0.000043,0.756352
97,0.004602,0.000860,0.003977,0.000069,0.001360,-0.000042,0.756384
98,0.004599,0.000927,0.003645,0.000062,0.001331,-0.000042,0.756415
99,0.004161,0.000652,0.003861,0.000112,0.001248,-0.000041,0.756446
100,0.004234,0.000812,0.003422,0.000085,0.001227,-0.000041,0.756477
101,0.004162,0.000485,0.003271,0.000159,0.001198,-0.000040,0.756508
102,0.003818,0.000558,0.003529,0.000132,0.001140,-0.000040,0.756538
103,0.003885,0.000409,0.003030,0.000174,0.001113,-0.000040,0.756568
104,0.003722,0.000305,0.003268,0.000188,0.001096,-0.000039,0.756598
105,0.003645,0.000369,0.002940,0.000179,0.001049,-0.000039,0.756628
106,0.003492,0.000280,0.002922,0.000196,0.001013,-0.000039,0.756657
107,0.003141,0.000048,0.003184,0.000238,0.000954,-0.000038,0.756687
108,0.003176,0.000333,0.002581,0.000187,0.000909,-0.000038,0.756716
109,0.002882,-0.000152,0.003237,0.000274,0.000899,-0.000037,0.756745
110,0.002905,-0.000068,0.002746,0.000266,0.000862,-0.000037,0.756773
111,0.003076,0.000018,0.002282,0.000258,0.000861,-0.000037,0.756802
112,0.002715,-0.000180,0.002783,0.000283,0.000821,-0.000036,0.756830
113,0.002853,-0.000123,0.002332,0.000281,0.000814,-0.000036,0.756859
114,0.002559,-0.000251,0.002533,0.000300,0.000763,-0.000035,0.756887
115,0.002421,-0.000285,0.002657,0.000303,0.000742,-0.000035,0.756914
116,0.002402,-0.000226,0.002193,0.000298,0.000697,-0.000035,0.756942
117,0.002252,-0.000278,0.002400,0.000301,0.000681,-0.000035,0.756970
118,0.002130,-0.000334,0.002436,0.000310,0.000655,-0.000034,0.756997
119,0.002463,-0.000344,0.001757,0.000328,0.000674,-0.000034,0.757024
120,0.002024,-0.000317,0.002492,0.000299,0.000636,-0.000034,0.757052
121,0.001867,-0.000481,0.002176,0.000344,0.000572,-0.000034,0.757079
122,0.002017,-0.000345,0.002043,0.000312,0.000595,-0.000033,0.757105
123,0.002156,-0.000370,0.001589,0.000326,0.000588,-0.000033,0.757132
124,0.001892,-0.000395,0.002040,0.000319,0.000566,-0.000033,0.757158
125,0.001753,-0.000363,0.002042,0.000309,0.000534,-0.000032,0.757184
126,0.001917,-0.000557,0.001592,0.000362,0.000533,-0.000032,0.757211
127,0.001638,-0.000495,0.002007,0.000332,0.000504,-0.000031,0.757237
128,0.001582,-0.000507,0.001915,0.000336,0.000483,-0.000031,0.757263
129,0.001416,-0.000607,0.001893,0.000357,0.000443,-0.000031,0.757289
130,0.001380,-0.000669,0.001952,0.000367,0.000440,-0.000031,0.757315
131,0.001507,-0.000377,0.001562,0.000311,0.000435,-0.000031,0.757340
132,0.001196,-0.000664,0.001979,0.000360,0.000399,-0.000030,0.757366
133,0.001566,-0.000557,0.001308,0.000352,0.000427,-0.000030,0.757391
134,0.001308,-0.000514,0.001681,0.000330,0.000399,-0.000030,0.757416
135,0.001259,-0.000652,0.001667,0.000358,0.000387,-0.000029,0.757442
136,0.001099,-0.000628,0.001875,0.000347,0.000368,-0.000029,0.757466
137,0.001303,-0.000613,0.001260,0.000355,0.000361,-0.000029,0.757492
138,0.001027,-0.000669,0.001809,0.000354,0.000346,-0.000029,0.757517
139,0.000975,-0.000660,0.001702,0.000350,0.000324,-0.000028,0.757541
140,0.001069,-0.000596,0.001420,0.000342,0.000321,-0.000028,0.757566
141,0.001146,-0.000516,0.001230,0.000326,0.000322,-0.000028,0.757590
142,0.001184,-0.000484,0.001211,0.000319,0.000330,-0.000028,0.757615
143,0.000990,-0.000573,0.001483,0.000328,0.000308,-0.000028,0.757639
144,0.000666,-0.000644,0.001922,0.000332,0.000271,-0.000027,0.757663
145,0.001079,-0.000622,0.000928,0.000350,0.000280,-0.000027,0.757687
146,0.001237,-0.000467,0.001038,0.000309,0.000327,-0.000027,0.757712
147,0.000498,-0.000701,0.001872,0.000338,0.000228,-0.000026,0.757736
148,0.000442,-0.000781,0.001674,0.000362,0.000198,-0.000027,0.757759
149,0.000739,-0.000542,0.001280,0.000314,0.000232,-0.000026,0.757783
150,0.000957,-0.000689,0.001081,0.000350,0.000266,-0.000025,0.757807
151,0.000917,-0.000513,0.001067,0.000312,0.000255,-0.000026,0.757831
152,0.000525,-0.000694,0.001487,0.000337,0.000200,-0.000025,0.757854
153,0.000550,-0.000664,0.001414,0.000332,0.000200,-0.000025,0.757878
154,0.000452,-0.000591,0.001494,0.000312,0.000184,-0.000025,0.757901
155,0.000887,-0.000484,0.000763,0.000303,0.000221,-0.000025,0.757924
156,0.000652,-0.000634,0.001289,0.000321,0.000213,-0.000024,0.757947
157,0.000776,-0.000539,0.000914,0.000309,0.000208,-0.000024,0.757971
158,0.000363,-0.000826,0.001686,0.000352,0.000181,-0.000024,0.757993
159,0.000462,-0.000642,0.001086,0.000324,0.000150,-0.000024,0.758016
160,0.000507,-0.000428,0.001111,0.000273,0.000163,-0.000024,0.758039
161,0.000792,-0.000571,0.000853,0.000310,0.000207,-0.000023,0.758062
162,0.000591,-0.000590,0.001011,0.000309,0.000174,-0.000023,0.758085
163,0.000216,-0.000772,0.001595,0.000333,0.000138,-0.000023,0.758107
164,0.000443,-0.000565,0.001000,0.000300,0.000138,-0.000023,0.758130
165,0.000320,-0.000523,0.001306,0.000281,0.000137,-0.000023,0.758152
166,0.000581,-0.000594,0.000897,0.000307,0.000162,-0.000023,0.758175
167,0.000586,-0.000574,0.000712,0.000304,0.000147,-0.000022,0.758197
168,0.000140,-0.000633,0.001599,0.000292,0.000121,-0.000022,0.758220
169,0.000190,-0.000632,0.001309,0.000298,0.000107,-0.000022,0.758242
170,0.000400,-0.000654,0.000915,0.000313,0.000121,-0.000022,0.758264
171,0.000265,-0.000549,0.001084,0.000283,0.000105,-0.000022,0.758286
172,0.000548,-0.000506,0.000825,0.000279,0.000148,-0.000022,0.758308
173,0.000619,-0.000408,0.000691,0.000258,0.000152,-0.000021,0.758330
174,0.000072,-0.000641,0.001529,0.000287,0.000099,-0.000021,0.758351
175,0.000396,-0.000468,0.000727,0.000268,0.000103,-0.000021,0.758373
176,0.000031,-0.000662,0.001392,0.000291,0.000077,-0.000021,0.758395
177,0.000201,-0.000659,0.001014,0.000299,0.000084,-0.000020,0.758417
178,0.000766,-0.000382,0.000370,0.000255,0.000159,-0.000021,0.758438
179,0.000303,-0.000552,0.001051,0.000270,0.000111,-0.000020,0.758460
180,0.000260,-0.000513,0.000925,0.000266,0.000089,-0.000020,0.758481
181,0.000111,-0.000584,0.001279,0.000269,0.000086,-0.000020,0.758503
182,-0.000080,-0.000644,0.001389,0.000279,0.000051,-0.000020,0.758524
183,0.000178,-0.000549,0.000816,0.000272,0.000061,-0.000020,0.758545
184,0.000480,-0.000418,0.000598,0.000246,0.000112,-0.000019,0.758566
185,0.000533,-0.000432,0.000614,0.000247,0.000126,-0.000019,0.758588
186,-0.000138,-0.000652,0.001527,0.000272,0.000050,-0.000019,0.758609
187,0.000020,-0.000622,0.001010,0.000278,0.000041,-0.000019,0.758630
188,0.000155,-0.000495,0.000977,0.000248,0.000070,-0.000019,0.758651
189,0.000115,-0.000601,0.001049,0.000270,0.000067,-0.000018,0.758671
190,0.000290,-0.000346,0.000613,0.000221,0.000069,-0.000019,0.758692
191,0.000446,-0.000330,0.000592,0.000219,0.000104,-0.000018,0.758713
192,0.000532,-0.000447,0.000503,0.000244,0.000116,-0.000018,0.758733
193,0.000105,-0.000544,0.001114,0.000249,0.000070,-0.000018,0.758754
194,-0.000118,-0.000599,0.001227,0.000258,0.000028,-0.000018,0.758775
195,0.000110,-0.000449,0.000954,0.000230,0.000057,-0.000018,0.758795
196,0.000202,-0.000589,0.000695,0.000268,0.000056,-0.000017,0.758816
197,0.000195,-0.000374,0.000784,0.000213,0.000062,-0.000017,0.758836
198,0.000507,-0.000412,0.000447,0.000232,0.000105,-0.000017,0.758856
199,-0.000011,-0.000407,0.001063,0.000213,0.000039,-0.000017,0.758877
200,-0.000046,-0.000561,0.001180,0.000242,0.000041,-0.000017,0.758897
201,-0.000084,-0.000637,0.001027,0.000263,0.000019,-0.000016,0.758917
202,0.000267,-0.000219,0.000504,0.000181,0.000054,-0.000017,0.758937
203,0.000202,-0.000529,0.000845,0.000241,0.000070,-0.000016,0.758957
204,0.000114,-0.000356,0.000699,0.000205,0.000036,-0.000017,0.758977
205,0.000486,-0.000342,0.000327,0.000210,0.000090,-0.000016,0.758997
206,-0.000137,-0.000562,0.001423,0.000229,0.000042,-0.000016,0.759017
207,0.000084,-0.000344,0.000600,0.000202,0.000020,-0.000016,0.759037
208,-0.000131,-0.000636,0.001119,0.000250,0.000016,-0.000015,0.759057
209,0.000137,-0.000448,0.000656,0.000221,0.000038,-0.000016,0.759077
210,0.000233,-0.000307,0.000758,0.000185,0.000069,-0.000015,0.759096
211,0.000302,-0.000359,0.000409,0.000205,0.000054,-0.000015,0.759116
212,0.000151,-0.000537,0.000963,0.000229,0.000069,-0.000015,0.759135
213,-0.000115,-0.000334,0.001071,0.000179,0.000015,-0.000015,0.759155
214,-0.000017,-0.000552,0.000822,0.000235,0.000017,-0.000015,0.759174
215,-0.000073,-0.000458,0.000895,0.000210,0.000010,-0.000015,0.759194
216,0.000088,-0.000313,0.000652,0.000182,0.000026,-0.000015,0.759213
217,0.000135,-0.000459,0.000722,0.000212,0.000043,-0.000014,0.759232
218,0.000252,-0.000310,0.000556,0.000182,0.000056,-0.000014,0.759252
219,0.000243,-0.000278,0.000651,0.000173,0.000062,-0.000014,0.759271
220,-0.000266,-0.000578,0.001247,0.000221,-0.000003,-0.000014,0.759290
221,-0.000046,-0.000317,0.000795,0.000175,0.000007,-0.000014,0.759309
222,-0.000186,-0.000464,0.000938,0.000203,-0.000012,-0.000014,0.759328
223,0.000302,-0.000292,0.000339,0.000181,0.000049,-0.000014,0.759347
224,0.000147,-0.000329,0.000785,0.000174,0.000052,-0.000013,0.759366
225,0.000179,-0.000311,0.000498,0.000177,0.000034,-0.000014,0.759385
226,-0.000176,-0.000575,0.001260,0.000214,0.000019,-0.000013,0.759404
227,-0.000135,-0.000572,0.000818,0.000228,-0.000010,-0.000013,0.759423
228,0.000126,-0.000251,0.000646,0.000157,0.000035,-0.000013,0.759442
229,0.000041,-0.000257,0.000669,0.000158,0.000017,-0.000013,0.759461
230,0.000055,-0.000568,0.000820,0.000221,0.000034,-0.000012,0.759479
231,0.000145,-0.000150,0.000377,0.000139,0.000015,-0.000013,0.759498
232,0.000374,-0.000251,0.000359,0.000160,0.000067,-0.000013,0.759516
233,-0.000185,-0.000527,0.001213,0.000199,0.000013,-0.000012,0.759535
234,-0.000339,-0.000366,0.001135,0.000164,-0.000030,-0.000013,0.759553
235,0.000085,-0.000179,0.000466,0.000141,0.000009,-0.000013,0.759572
236,-0.000056,-0.000496,0.000975,0.000194,0.000022,-0.000012,0.759590
237,0.000215,-0.000388,0.000382,0.000187,0.000033,-0.000012,0.759609
238,-0.000069,-0.000283,0.000842,0.000150,0.000007,-0.000012,0.759627
239,0.000137,-0.000342,0.000484,0.000171,0.000023,-0.000012,0.759645
240,0.000408,-0.000173,0.000132,0.000144,0.000055,-0.000012,0.759663
241,-0.000000,-0.000329,0.000895,0.000154,0.000028,-0.000011,0.759681
242,-0.000189,-0.000248,0.000983,0.000135,-0.000008,-0.000012,0.759699
243,-0.000044,-0.000392,0.000772,0.000172,0.000007,-0.000011,0.759717
244,0.000006,-0.000429,0.000661,0.000182,0.000009,-0.000011,0.759735
245,0.000333,-0.000152,0.000113,0.000134,0.000036,-0.000012,0.759753
246,0.000237,-0.000260,0.000699,0.000141,0.000066,-0.000011,0.759771
247,-0.000400,-0.000509,0.001336,0.000178,-0.000026,-0.000011,0.759789
248,-0.000086,-0.000361,0.000630,0.000167,-0.000015,-0.000011,0.759807
249,-0.000208,-0.000440,0.000896,0.000173,-0.000020,-0.000011,0.759825
250,-0.000070,-0.000322,0.000578,0.000157,-0.000016,-0.000011,0.759843
251,0.000137,-0.000272,0.000526,0.000143,0.000028,-0.000010,0.759860
252,0.000085,-0.000334,0.000712,0.000154,0.000033,-0.000011,0.759878
253,0.000351,-0.000062,0.000010,0.000110,0.000031,-0.000011,0.759895
254,0.000233,-0.000149,0.000569,0.000115,0.000054,-0.000011,0.759913
255,-0.000293,-0.000477,0.001196,0.000170,-0.000012,-0.000010,0.759931
256,-0.000051,-0.000284,0.000610,0.000143,-0.000008,-0.000011,0.759948
257,-0.000177,-0.000344,0.000971,0.000144,-0.000006,-0.000010,0.759965
258,0.000013,-0.000233,0.000482,0.000133,-0.000005,-0.000010,0.759983
259,0.000216,-0.000217,0.000443,0.000128,0.000039,-0.000010,0.760000
260,-0.000018,-0.000427,0.000833,0.000164,0.000020,-0.000009,0.760017
261,0.000440,0.000006,-0.000168,0.000095,0.000036,-0.000010,0.760035
262,-0.000158,-0.000302,0.001280,0.000122,0.000027,-0.000009,0.760052
263,-0.000248,-0.000417,0.000882,0.000160,-0.000030,-0.000010,0.760069
264,-0.000201,-0.000390,0.000825,0.000154,-0.000023,-0.000009,0.760086
265,-0.000064,-0.000258,0.000668,0.000128,-0.000006,-0.000010,0.760104
266,0.000381,-0.000105,-0.000071,0.000113,0.000032,-0.000010,0.760120
267,-0.000011,-0.000232,0.000940,0.000112,0.000031,-0.000009,0.760137
268,0.000111,-0.000327,0.000432,0.000148,0.000014,-0.000009,0.760155
269,-0.000085,-0.000298,0.000814,0.000131,0.000003,-0.000009,0.760172
270,-0.000300,-0.000453,0.000962,0.000161,-0.000034,-0.000009,0.760188
271,0.000020,-0.000179,0.000457,0.000111,-0.000005,-0.000009,0.760205
272,0.000054,-0.000139,0.000517,0.000100,0.000009,-0.000009,0.760222
273,0.000041,-0.000311,0.000712,0.000134,0.000023,-0.000009,0.760239
274,0.000039,-0.000313,0.000409,0.000140,-0.000004,-0.000009,0.760255
275,0.000305,-0.000221,0.000188,0.000127,0.000038,-0.000009,0.760272
276,0.000094,-0.000220,0.000596,0.000112,0.000025,-0.000008,0.760289
277,-0.000349,-0.000233,0.001172,0.000101,-0.000027,-0.000009,0.760305
278,-0.000179,-0.000225,0.000599,0.000115,-0.000038,-0.000009,0.760322
279,-0.000021,-0.000249,0.000697,0.000116,0.000008,-0.000008,0.760339
280,-0.000137,-0.000400,0.000687,0.000150,-0.000020,-0.000008,0.760355
281,0.000321,-0.000204,0.000045,0.000121,0.000029,-0.000008,0.760371
282,0.000100,-0.000144,0.000680,0.000091,0.000034,-0.000008,0.760388
283,0.000016,-0.000156,0.000524,0.000097,0.000001,-0.000008,0.760404
284,0.000125,-0.000230,0.000387,0.000118,0.000015,-0.000008,0.760421
285,-0.000450,-0.000407,0.001410,0.000128,-0.000028,-0.000008,0.760437
286,-0.000119,-0.000204,0.000417,0.000110,-0.000040,-0.000008,0.760453
287,0.000169,-0.000132,0.000383,0.000093,0.000024,-0.000008,0.760469
288,-0.000104,-0.000271,0.000709,0.000114,-0.000010,-0.000007,0.760485
289,0.000224,-0.000094,0.000265,0.000088,0.000027,-0.000008,0.760501
290,0.000358,-0.000183,-0.000007,0.000114,0.000034,-0.000007,0.760518
291,-0.000266,-0.000435,0.001313,0.000133,0.000007,-0.000007,0.760534
292,-0.000219,-0.000097,0.000527,0.000079,-0.000054,-0.000008,0.760550
293,-0.000316,-0.000375,0.001024,0.000127,-0.000030,-0.000007,0.760566
294,0.000130,-0.000147,0.000195,0.000097,-0.000001,-0.000007,0.760582
295,0.000093,-0.000197,0.000604,0.000099,0.000027,-0.000007,0.760598
296,-0.000050,-0.000171,0.000594,0.000092,-0.000007,-0.000007,0.760613
297,0.000242,-0.000260,0.000186,0.000121,0.000025,-0.000007,0.760629
298,0.000306,0.000037,0.000306,0.000053,0.000050,-0.000007,0.760645
299,-0.000184,-0.000295,0.000954,0.000106,-0.000006,-0.000006,0.760661
300,-0.000243,-0.000324,0.000691,0.000121,-0.000043,-0.000007,0.760677
301,-0.000105,-0.000102,0.000589,0.000073,-0.000021,-0.000007,0.760692
302,-0.000010,-0.000291,0.000527,0.000118,-0.000003,-0.000007,0.760708
303,0.000191,-0.000141,0.000155,0.000094,0.000010,-0.000007,0.760723
304,0.000122,-0.000060,0.000550,0.000064,0.000029,-0.000007,0.760739
305,0.000128,-0.000222,0.000265,0.000107,0.000005,-0.000006,0.760754
306,-0.000278,-0.000141,0.001051,0.000066,-0.000019,-0.000007,0.760770
307,-0.000303,-0.000386,0.000788,0.000129,-0.000048,-0.000006,0.760786
308,-0.000261,-0.000345,0.000807,0.000119,-0.000036,-0.000006,0.760801
309,-0.000087,-0.000161,0.000523,0.000086,-0.000021,-0.000007,0.760817
310,0.000081,-0.000259,0.000596,0.000106,0.000025,-0.000006,0.760832
311,0.000073,-0.000008,0.000229,0.000057,-0.000011,-0.000007,0.760847
312,0.000204,-0.000104,0.000332,0.000074,0.000029,-0.000006,0.760862
313,0.000395,0.000010,-0.000008,0.000060,0.000043,-0.000006,0.760877
314,-0.000215,-0.000216,0.001054,0.000080,-0.000003,-0.000006,0.760893
315,-0.000303,-0.000359,0.000898,0.000116,-0.000038,-0.000006,0.760908
316,-0.000165,-0.000230,0.000469,0.000100,-0.000044,-0.000006,0.760923
317,0.000001,-0.000357,0.000570,0.000123,0.000005,-0.000005,0.760938
318,0.000171,-0.000051,0.000094,0.000068,0.000001,-0.000006,0.760953
319,-0.000019,-0.000096,0.000702,0.000060,0.000011,-0.000006,0.760968
320,0.000163,-0.000053,0.000162,0.000065,0.000005,-0.000006,0.760983
321,0.000189,-0.000059,0.000322,0.000063,0.000026,-0.000006,0.760998
322,-0.000369,-0.000183,0.001120,0.000068,-0.000033,-0.000006,0.761013
323,-0.000124,-0.000339,0.000535,0.000117,-0.000028,-0.000005,0.761028
324,0.000034,-0.000244,0.000349,0.000103,-0.000007,-0.000006,0.761043
325,0.000020,-0.000179,0.000637,0.000078,0.000015,-0.000005,0.761058
326,0.000061,-0.000098,0.000337,0.000068,-0.000003,-0.000006,0.761072
327,0.000250,0.000014,-0.000031,0.000052,0.000008,-0.000006,0.761087
328,0.000134,-0.000065,0.000617,0.000051,0.000040,-0.000005,0.761102
329,-0.000293,-0.000230,0.000788,0.000085,-0.000044,-0.000005,0.761117
330,-0.000246,-0.000261,0.000876,0.000089,-0.000025,-0.000005,0.761131
331,-0.000235,-0.000296,0.000554,0.000105,-0.000052,-0.000005,0.761146
332,-0.000040,-0.000181,0.000508,0.000079,-0.000010,-0.000005,0.761160
333,0.000049,-0.000171,0.000360,0.000082,-0.000002,-0.000005,0.761175
334,0.000267,-0.000243,0.000240,0.000101,0.000038,-0.000005,0.761190
335,0.000008,-0.000068,0.000660,0.000048,0.000015,-0.000005,0.761204
336,0.000395,0.000164,-0.000394,0.000026,0.000010,-0.000006,0.761218
337,-0.000533,-0.000300,0.001520,0.000075,-0.000034,-0.000004,0.761233
338,-0.000231,-0.000197,0.000591,0.000080,-0.000047,-0.000005,0.761247
339,-0.000098,-0.000191,0.000471,0.000081,-0.000026,-0.000005,0.761262
340,0.000022,-0.000273,0.000397,0.000100,-0.000005,-0.000004,0.761276
341,0.000298,-0.000040,0.000043,0.000057,0.000028,-0.000005,0.761290
342,-0.000060,-0.000133,0.000744,0.000060,0.000007,-0.000005,0.761304
343,0.000395,-0.000047,-0.000243,0.000067,0.000025,-0.000005,0.761319
344,-0.000175,-0.000153,0.001205,0.000048,0.000022,-0.000004,0.761333
345,-0.000376,-0.000256,0.000592,0.000090,-0.000080,-0.000005,0.761347
346,-0.000317,-0.000177,0.000820,0.000065,-0.000046,-0.000005,0.761362
347,-0.000260,-0.000313,0.000738,0.000096,-0.000040,-0.000004,0.761376
348,0.000225,-0.000021,0.000046,0.000051,0.000011,-0.000005,0.761390
349,0.000020,-0.000242,0.000598,0.000083,0.000014,-0.000004,0.761404
350,0.000064,-0.000035,0.000311,0.000048,-0.000002,-0.000005,0.761418
351,0.000475,-0.000001,-0.000151,0.000050,0.000052,-0.000004,0.761431
