Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm)
1,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
2,-0.876437,-0.785017,1.807589,0.083090,-0.183730,-0.000009
3,-0.877619,-0.791367,1.775794,0.090887,-0.186327,-0.000732
4,-0.880369,-0.800198,1.741716,0.099762,-0.189596,-0.001474
5,-0.884619,-0.811364,1.705506,0.109644,-0.193505,-0.002213
6,-0.890305,-0.824716,1.667311,0.120462,-0.198025,-0.002953
7,-0.897353,-0.840108,1.627276,0.132148,-0.203123,-0.003679
8,-0.905707,-0.857375,1.585533,0.144620,-0.208775,-0.004370
9,-0.915293,-0.876367,1.542228,0.157813,-0.214948,-0.005034
10,-0.926023,-0.896918,1.497519,0.171646,-0.221603,-0.005663
11,-0.937836,-0.918862,1.451539,0.186043,-0.228713,-0.006248
12,-0.950643,-0.942040,1.404446,0.200931,-0.236240,-0.006787
13,-0.964373,-0.966292,1.356381,0.216237,-0.244152,-0.007286
14,-0.978948,-0.991449,1.307490,0.231882,-0.252415,-0.007746
15,-0.994293,-1.017357,1.257925,0.247796,-0.260995,-0.008156
16,-1.010308,-1.043849,1.207842,0.263904,-0.269851,-0.008525
17,-1.026931,-1.070776,1.157392,0.280137,-0.278951,-0.008855
18,-1.044091,-1.097977,1.106696,0.296421,-0.288269,-0.009161
19,-1.061686,-1.125307,1.055938,0.312689,-0.297756,-0.009425
20,-1.079646,-1.152622,1.005248,0.328876,-0.307384,-0.009667
21,-1.097895,-1.179777,0.954773,0.344915,-0.317118,-0.009884
22,-1.116373,-1.206638,0.904637,0.360743,-0.326932,-0.010078
23,-1.134961,-1.233069,0.855025,0.376298,-0.336772,-0.010261
24,-1.153622,-1.258951,0.806025,0.391524,-0.346624,-0.010426
25,-1.172261,-1.284155,0.757801,0.406360,-0.356445,-0.010575
26,-1.190806,-1.308578,0.710473,0.420758,-0.366203,-0.010728
27,-1.209189,-1.332104,0.664161,0.434662,-0.375868,-0.010870
28,-1.227338,-1.354638,0.618981,0.448027,-0.385407,-0.011004
29,-1.245183,-1.376085,0.575041,0.460806,-0.394792,-0.011143
30,-1.262645,-1.396359,0.532459,0.472959,-0.403985,-0.011276
31,-1.279675,-1.415386,0.491310,0.484449,-0.412965,-0.011407
32,-1.296197,-1.433088,0.451696,0.495237,-0.421700,-0.011536
33,-1.312159,-1.449387,0.413680,0.505287,-0.430167,-0.011673
34,-1.327482,-1.464245,0.377363,0.514577,-0.438331,-0.011805
35,-1.342117,-1.477602,0.342796,0.523079,-0.446170,-0.011932
36,-1.356006,-1.489412,0.310035,0.530769,-0.453660,-0.012062
37,-1.369100,-1.499627,0.279128,0.537626,-0.460779,-0.012188
38,-1.381331,-1.508237,0.250120,0.543643,-0.467499,-0.012315
39,-1.392661,-1.515185,0.223049,0.548794,-0.473803,-0.012428
40,-1.403035,-1.520471,0.197939,0.553078,-0.479668,-0.012533
41,-1.412408,-1.524071,0.174803,0.556485,-0.485076,-0.012636
42,-1.420745,-1.525983,0.153647,0.559017,-0.490013,-0.012726
43,-1.427997,-1.526211,0.134486,0.560676,-0.494459,-0.012807
44,-1.434123,-1.524731,0.117324,0.561454,-0.498398,-0.012871
45,-1.439114,-1.521571,0.102126,0.561367,-0.501826,-0.012923
46,-1.442901,-1.516742,0.088908,0.560423,-0.504718,-0.012963
47,-1.445494,-1.510250,0.077622,0.558631,-0.507078,-0.012985
48,-1.446827,-1.502112,0.068275,0.556003,-0.508881,-0.012995
49,-1.446906,-1.492367,0.060811,0.552561,-0.510131,-0.012983
50,-1.445702,-1.481035,0.055206,0.548322,-0.510819,-0.012956
51,-1.443201,-1.468149,0.051414,0.543307,-0.510941,-0.012907
52,-1.439386,-1.453741,0.049403,0.537537,-0.510493,-0.012840
53,-1.434247,-1.437857,0.049119,0.531043,-0.509474,-0.012757
54,-1.427776,-1.420530,0.050515,0.523845,-0.507882,-0.012654
55,-1.419973,-1.401815,0.053532,0.515978,-0.505723,-0.012527
56,-1.410828,-1.381760,0.058121,0.507471,-0.502992,-0.012384
57,-1.400363,-1.360406,0.064206,0.498352,-0.499705,-0.012219
58,-1.388555,-1.337813,0.071751,0.488656,-0.495853,-0.012045
59,-1.375419,-1.314015,0.080687,0.478408,-0.491446,-0.011847
60,-1.360987,-1.289088,0.090919,0.467652,-0.486501,-0.011636
61,-1.345247,-1.263087,0.102411,0.456420,-0.481016,-0.011415
62,-1.328221,-1.236068,0.115081,0.444746,-0.475003,-0.011169
63,-1.309925,-1.208081,0.128863,0.432661,-0.468470,-0.010916
64,-1.290396,-1.179212,0.143665,0.420212,-0.461439,-0.010648
65,-1.269635,-1.149495,0.159433,0.407423,-0.453909,-0.010370
66,-1.247685,-1.119010,0.176074,0.394336,-0.445902,-0.010082
67,-1.224581,-1.087815,0.193514,0.380984,-0.437436,-0.009785
68,-1.200326,-1.055968,0.211697,0.367402,-0.428512,-0.009469
69,-1.174970,-1.023534,0.230528,0.353623,-0.419155,-0.009156
70,-1.148550,-0.990578,0.249929,0.339684,-0.409380,-0.008834
71,-1.121105,-0.957169,0.269824,0.325620,-0.399206,-0.008511
72,-1.092651,-0.923360,0.290151,0.311459,-0.388640,-0.008177
73,-1.063252,-0.889212,0.310813,0.297233,-0.377711,-0.007838
74,-1.032932,-0.854786,0.331758,0.282973,-0.366427,-0.007501
75,-1.001756,-0.820137,0.352889,0.268708,-0.354819,-0.007157
76,-0.969758,-0.785330,0.374138,0.254467,-0.342900,-0.006819
77,-0.936983,-0.750418,0.395446,0.240278,-0.330689,-0.006475
78,-0.903481,-0.715455,0.416736,0.226166,-0.318206,-0.006135
79,-0.869296,-0.680502,0.437944,0.212159,-0.305470,-0.005787
80,-0.834487,-0.645601,0.459002,0.198275,-0.292505,-0.005445
81,-0.799091,-0.610811,0.479854,0.184542,-0.279325,-0.005105
82,-0.763191,-0.576162,0.500418,0.170971,-0.265966,-0.004760
83,-0.726798,-0.541721,0.520667,0.157593,-0.252430,-0.004428
84,-0.689997,-0.507529,0.540529,0.144424,-0.238752,-0.004091
85,-0.652826,-0.473621,0.559954,0.131478,-0.224946,-0.003768
86,-0.615341,-0.440038,0.578899,0.118770,-0.211036,-0.003442
87,-0.577605,-0.406821,0.597310,0.106317,-0.197045,-0.003119
88,-0.539663,-0.373994,0.615154,0.094125,-0.182992,-0.002805
89,-0.501572,-0.341593,0.632389,0.082208,-0.168899,-0.002493
90,-0.463383,-0.309665,0.648978,0.070583,-0.154786,-0.002189
91,-0.425163,-0.278219,0.664883,0.059251,-0.140680,-0.001894
92,-0.386939,-0.247290,0.680087,0.048221,-0.126590,-0.001600
93,-0.348784,-0.216900,0.694557,0.037502,-0.112545,-0.001314
94,-0.310747,-0.187072,0.708273,0.027099,-0.098565,-0.001030
95,-0.272883,-0.157816,0.721206,0.017009,-0.084673,-0.000757
96,-0.235230,-0.129169,0.733351,0.007247,-0.070880,-0.000480
97,-0.197851,-0.101120,0.744689,-0.002198,-0.057214,-0.000219
98,-0.160791,-0.073688,0.755207,-0.011323,-0.043691,0.000034
99,-0.124085,-0.046891,0.764912,-0.020122,-0.030324,0.000285
100,-0.087796,-0.020736,0.773778,-0.028600,-0.017141,0.000520
101,-0.051944,0.004782,0.781827,-0.036762,-0.004147,0.000752
102,-0.016584,0.029648,0.789045,-0.044606,0.008637,0.000980
103,0.018229,0.053882,0.795433,-0.052149,0.021187,0.001201
104,0.052475,0.077452,0.801003,-0.059377,0.033496,0.001413
105,0.086110,0.100384,0.805756,-0.066308,0.045546,0.001613
106,0.119091,0.122672,0.809709,-0.072945,0.057323,0.001812
107,0.151389,0.144326,0.812867,-0.079296,0.068812,0.001998
108,0.182973,0.165340,0.815241,-0.085362,0.080001,0.002182
109,0.213818,0.185738,0.816858,-0.091157,0.090883,0.002354
110,0.243903,0.205533,0.817737,-0.096694,0.101448,0.002522
111,0.273194,0.224724,0.817888,-0.101974,0.111683,0.002680
112,0.301668,0.243321,0.817334,-0.107006,0.121579,0.002832
113,0.329291,0.261343,0.816085,-0.111802,0.131122,0.002976
114,0.356068,0.278797,0.814181,-0.116367,0.140314,0.003116
115,0.381963,0.295705,0.811633,-0.120716,0.149143,0.003247
116,0.406970,0.312080,0.808470,-0.124858,0.157604,0.003370
117,0.431084,0.327934,0.804724,-0.128799,0.165698,0.003489
118,0.454282,0.343294,0.800414,-0.132556,0.173414,0.003604
119,0.476572,0.358160,0.795569,-0.136131,0.180756,0.003713
120,0.497948,0.372565,0.790224,-0.139540,0.187724,0.003811
121,0.518400,0.386528,0.784401,-0.142796,0.194313,0.003911
122,0.537921,0.400051,0.778122,-0.145899,0.200520,0.004002
123,0.556522,0.413159,0.771424,-0.148865,0.206351,0.004087
124,0.574203,0.425869,0.764333,-0.151702,0.211806,0.004177
