Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm)
1,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
2,-1.715191,-1.603438,8.563713,0.163702,-0.282903,-0.000017
3,-1.727552,-1.624299,8.473366,0.181969,-0.293110,-0.000835
4,-1.750086,-1.657302,8.368651,0.205412,-0.307788,-0.001785
5,-1.782326,-1.701707,8.250671,0.233736,-0.326740,-0.002832
6,-1.823830,-1.756672,8.120515,0.266599,-0.349798,-0.003923
7,-1.874024,-1.821278,7.979433,0.303626,-0.376725,-0.005044
8,-1.932364,-1.894633,7.828656,0.344462,-0.407297,-0.006161
9,-1.998240,-1.975728,7.669496,0.388706,-0.441273,-0.007238
10,-2.071041,-2.063542,7.503326,0.435946,-0.478394,-0.008246
11,-2.150105,-2.157028,7.331511,0.485752,-0.518392,-0.009197
12,-2.234738,-2.255181,7.155492,0.537721,-0.560970,-0.010069
13,-2.324247,-2.356954,6.976744,0.591424,-0.605827,-0.010856
14,-2.417941,-2.461264,6.796638,0.646403,-0.652671,-0.011566
15,-2.515082,-2.567127,6.616647,0.702246,-0.701169,-0.012200
16,-2.614965,-2.673507,6.438136,0.758499,-0.751014,-0.012765
17,-2.716826,-2.779430,6.262474,0.814732,-0.801856,-0.013286
18,-2.819928,-2.883993,6.090946,0.870536,-0.853355,-0.013754
19,-2.923531,-2.986277,5.924731,0.925486,-0.905178,-0.014189
20,-3.026857,-3.085397,5.764986,0.979159,-0.956952,-0.014609
21,-3.129158,-3.180583,5.612692,1.031172,-1.008338,-0.015037
22,-3.229673,-3.271073,5.468770,1.081146,-1.058962,-0.015466
23,-3.327698,-3.356179,5.333911,1.128722,-1.108503,-0.015910
24,-3.422483,-3.435223,5.208761,1.173541,-1.156602,-0.016377
25,-3.513301,-3.507684,5.093810,1.215310,-1.202917,-0.016860
26,-3.599435,-3.573019,4.989401,1.253729,-1.247116,-0.017378
27,-3.680188,-3.630749,4.895778,1.288527,-1.288871,-0.017889
28,-3.754901,-3.680460,4.813030,1.319460,-1.327876,-0.018437
29,-3.822965,-3.721800,4.741103,1.346321,-1.363863,-0.018984
30,-3.883727,-3.754474,4.679921,1.368935,-1.396531,-0.019528
31,-3.936612,-3.778217,4.629258,1.387142,-1.425630,-0.020048
32,-3.981128,-3.792871,4.588797,1.400848,-1.450945,-0.020529
33,-4.016781,-3.798269,4.558157,1.409959,-1.472269,-0.020981
34,-4.043151,-3.794313,4.536913,1.414420,-1.489430,-0.021374
35,-4.059846,-3.780992,4.524582,1.414229,-1.502271,-0.021704
36,-4.066554,-3.758286,4.520652,1.409390,-1.510677,-0.021941
37,-4.062996,-3.726255,4.524574,1.399948,-1.514549,-0.022104
38,-4.048937,-3.685001,4.535806,1.385980,-1.513811,-0.022170
39,-4.024242,-3.634671,4.553741,1.367589,-1.508423,-0.022135
40,-3.988905,-3.575462,4.577766,1.344903,-1.498423,-0.021979
41,-3.942797,-3.507599,4.607325,1.318077,-1.483780,-0.021725
42,-3.885976,-3.431365,4.641840,1.287291,-1.464544,-0.021342
43,-3.818565,-3.347069,4.680666,1.252739,-1.440808,-0.020863
44,-3.740698,-3.255060,4.723258,1.214639,-1.412651,-0.020296
45,-3.634106,-3.142466,4.625432,1.171986,-1.367601,-0.019641
46,-3.310104,-2.872377,2.882937,1.111609,-1.174154,-0.019102
47,-3.212174,-2.759611,2.909129,1.061336,-1.135971,-0.017976
48,-3.108960,-2.640246,2.941063,1.008014,-1.095993,-0.016677
49,-3.001026,-2.514957,2.979132,0.951994,-1.054485,-0.015232
50,-2.888721,-2.384386,3.023340,0.893627,-1.011626,-0.013705
51,-2.772442,-2.249207,3.073751,0.833264,-0.967611,-0.012095
52,-2.652622,-2.110160,3.130303,0.771297,-0.922651,-0.010477
53,-2.529573,-1.967922,3.192925,0.708079,-0.876898,-0.008862
54,-2.403634,-1.823192,3.261385,0.643977,-0.830499,-0.007300
55,-2.275244,-1.676692,3.335340,0.579365,-0.783653,-0.005817
56,-2.144620,-1.529077,3.414413,0.514582,-0.736450,-0.004398
57,-2.012075,-1.381047,3.498363,0.449980,-0.689016,-0.003093
58,-1.877908,-1.233263,3.586721,0.385894,-0.641475,-0.001902
59,-1.742369,-1.086359,3.678937,0.322644,-0.593914,-0.000828
60,-1.605664,-0.940923,3.774505,0.260520,-0.546400,0.000132
61,-1.468033,-0.797578,3.872868,0.199827,-0.499016,0.000974
62,-1.329648,-0.656859,3.973421,0.140827,-0.451805,0.001703
63,-1.190693,-0.519288,4.075752,0.083766,-0.404825,0.002355
64,-1.051323,-0.385335,4.179090,0.028866,-0.358103,0.002930
65,-0.911704,-0.255476,4.282982,-0.023648,-0.311681,0.003426
66,-0.771956,-0.130066,4.386743,-0.073619,-0.265570,0.003873
67,-0.632221,-0.009485,4.489896,-0.120878,-0.219805,0.004283
68,-0.492587,0.105960,4.591913,-0.165288,-0.174386,0.004654
69,-0.034481,0.253009,4.793838,-0.228794,-0.022501,0.004794
