Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),EE_z
88,-49791.652344,11867.044922,43103.652344,4395.185547,-3032.215332,3304.501221,0.070332
89,-278218.500000,9542.863281,-35241.531250,-275.202637,-3555.996582,-11617.458984,0.002400
90,1030.356445,-1005.760193,477.206024,11.488457,245.983398,463.906189,-0.321013
91,235573.656250,-263283.781250,-153148.796875,-109998.226562,-54115.027344,-71718.171875,-0.095254
92,-49762.152344,-45892.210938,-18308.531250,-965.972107,-56.237427,5499.019043,0.250031
93,-1136.580444,-143.030731,-3326.454346,-595.159668,816.866577,135.112885,0.722508
94,14846.141602,-9230.759766,6195.984375,-535.627686,1525.187988,3875.769287,0.319321
95,-4331.934082,7208.898926,-805.545715,-189.157242,-332.436340,-2045.430786,0.672293
96,-4282.237305,-3030.246826,-854.153503,706.807190,-734.139771,-240.205643,0.997187
97,-835.997375,3123.072021,331.791901,-595.593445,-202.483521,362.597626,0.658633
98,539.510864,1270.497437,-8051.859863,-1759.404907,896.600647,-31.820421,0.823882
99,-2940.195312,463.113281,3787.854492,689.028992,15.559779,595.065002,0.589494
100,-1358.658569,-14040.911133,327.000336,2978.345459,-208.341431,-129.293350,0.279055
101,538872.437500,24014.576172,-61202.160156,13950.639648,-23331.876953,120707.312500,0.669897
102,761.292114,5687.613281,1642.936157,-1184.821655,-370.841522,465.679535,0.042769
103,6753.076172,9298.244141,-4530.483887,-2563.444092,1778.094482,167.919815,-0.193793
104,-3633.916504,2480.489014,4545.040039,-647.340759,-1621.576050,751.493530,-0.033822
105,24078.593750,22113.701172,7679.937988,-1311.941406,2717.830322,-914.608154,0.070178
106,187846.093750,36311.609375,62288.453125,13013.075195,-32851.117188,14118.953125,0.383237
107,-552.449585,-2854.208740,102.737465,-368.659119,-27.344755,-285.321930,-0.599121
108,-34815.589844,-52063.816406,24931.847656,1997.211792,-2636.555664,-3514.743896,-0.245154
109,4438.318359,6265.992676,-2333.481689,-838.500305,474.187317,-689.377625,-0.134086
110,-1208.259277,-7341.694824,4112.398438,1644.523682,-282.192657,67.332764,-0.286278
111,4588.630371,4267.777832,3174.322998,-920.228333,1254.746460,-727.809021,-0.136273
112,-20754.191406,-10154.908203,-46087.167969,4702.398926,1310.958130,-3848.558105,0.190119
113,3802.686523,3715.583984,821.114929,1064.105713,-942.292419,-24.313263,-0.038030
114,18017.701172,2397.139160,-2237.999512,-352.644043,3939.519287,1933.856567,-0.039284
115,5809713.500000,39841648.000000,-1026011.125000,12733013.000000,-1818656.125000,7547205.000000,-0.042066
116,129087.421875,-17339.730469,65687.429688,2352.974609,18172.611328,-4149.078125,0.079441
117,-154847.250000,106685.468750,308472.437500,8611.393555,-7571.219238,15615.045898,-0.639714
118,1146.126587,-7642.685059,-3217.544434,575.499878,253.249741,984.000366,-0.407980
119,-207059.843750,92822.601562,-87004.679688,15473.866211,68882.453125,28060.154297,0.122383
120,-12225.125000,2733.285889,3528.975586,624.361511,2919.124512,-302.733063,0.521203
121,20425.636719,-2959.702393,12804.955078,-1341.214478,1271.776489,2963.817627,-0.622019
122,-136816.156250,-215628.937500,170827.718750,-35629.824219,17011.332031,7601.714355,-0.622483
123,-8873.982422,29075.552734,-3749.777832,488.413055,50.135559,-1379.536621,-0.210993
124,-5843.579590,-7873.369629,-384.044983,1271.813477,-718.155090,-349.865570,0.479444
125,-13820.704102,12336.064453,14440.900391,-2340.458496,-3614.742188,242.297028,-0.033081
126,-8587.200195,5673.087891,24139.597656,3021.116455,-2571.245850,1287.493896,-0.019242
127,-491.235962,649.716919,-2251.092773,-1310.192505,-425.836731,-62.684814,0.281309
128,-3522.706299,-10839.714844,-15429.842773,-2018.569580,3110.568848,-1728.379028,-0.405065
129,43126.347656,36517.175781,139119.656250,-17411.255859,-22736.277344,10765.510742,0.171479
130,15205.210938,-12444.066406,-5707.857910,53.919949,-840.184448,2648.854004,0.031798
131,-29509.935547,-6095.708496,-19102.542969,-1210.034668,-1110.499634,1578.175781,-0.541931
132,-13684.366211,-15470.851562,-1478.456787,1388.907593,-3043.839844,1067.659058,0.202706
133,55291840.000000,69767352.000000,-15519030.000000,-10822092.000000,5600403.500000,-13378398.000000,-0.204896
134,-120592.757812,-352811.218750,-522857.375000,-102361.625000,-63399.210938,80320.148438,-0.269109
135,1926.265381,-8064.060059,-426.550354,-1589.503174,-786.374023,920.066528,0.091059
136,-7390278.500000,3877097.750000,-8218240.500000,-1193964.375000,-1231471.000000,413152.781250,0.092673
137,-304839.687500,1839499.875000,-431684.218750,561075.187500,-85952.351562,-358163.875000,0.548887
138,-248792.515625,-298504.437500,-414011.937500,64390.949219,3126.533691,-52835.343750,0.163644
139,1035874.937500,603713.500000,648510.937500,235298.343750,-240096.328125,-157015.656250,-0.562677
140,-41138.218750,-1531.186157,3259.207275,-1012.396973,13227.826172,1502.372314,-0.188686
141,-75661.937500,-31266.556641,-241957.437500,-38126.339844,1178.924438,25300.468750,-0.423081
142,364650.156250,-21958.164062,182283.140625,40507.875000,-69703.820312,-82208.484375,-0.337743
143,-10476.430664,-20693.402344,11487.399414,1726.282959,1136.024902,2150.042969,-0.764112
144,113942.078125,-13581.089844,-327605.031250,-100043.242188,6258.692383,-36771.882812,0.729180
145,277622.062500,-12391.435547,-162257.468750,-32709.273438,11177.219727,-55815.644531,-0.020125
146,1983850.250000,-937133.812500,-657103.812500,-235110.593750,-300146.187500,-450508.343750,0.812402
147,298623.625000,204935.031250,-571278.687500,-131986.906250,-11582.618164,-71346.867188,0.078605
148,-251460.156250,511166.843750,256822.140625,14019.668945,47430.550781,-72368.976562,0.538615
149,-158120.250000,-30361.839844,-102358.875000,15644.836914,-21568.806641,-7808.191406,-0.282914
150,1914632.250000,-4038689.250000,232138.812500,-282781.375000,-99819.101562,241456.468750,-0.204933
151,-143761.000000,122428.343750,-8058.708008,-13530.679688,-21616.320312,10129.036133,-0.041573
152,-92302.117188,-47201.699219,-149175.656250,9420.669922,-33908.437500,10827.108398,0.217064
153,1131495.125000,2635038.250000,541634.625000,325291.093750,66102.656250,-935685.750000,-0.155108
154,5864.716309,-55244.699219,78484.257812,-1229.158203,-16289.147461,-12617.437500,-0.236373
155,-191391.375000,79864.789062,-135565.453125,10339.454102,59555.109375,15928.531250,0.117210
156,-161698.843750,-214404.546875,354378.437500,-70434.867188,80127.312500,3597.907227,0.062356
157,29091744.000000,-31762434.000000,8466523.000000,-3431344.500000,-4040069.500000,-3046129.750000,0.177069
158,146133.140625,-1743.040771,-213522.562500,9054.308594,59987.390625,5232.915527,-0.532616
159,11847.467773,-130084.109375,222489.843750,-39253.378906,12930.761719,8593.713867,-0.055813
160,4082209.000000,1986849.250000,2587300.500000,211917.218750,117679.367188,-611777.125000,0.613098
161,-84050.507812,18119.158203,36708.351562,-4428.506348,8929.801758,-15754.346680,0.918478
162,142128.265625,-178898.187500,2881.545654,10894.039062,9536.593750,-47828.343750,-0.029026
163,1841405.500000,5785475.500000,-4345004.000000,-2714758.500000,1229068.625000,913228.250000,0.474039
164,498739.843750,-91590.265625,1076892.000000,-211384.781250,-126262.148438,80716.750000,0.072345
165,146700.625000,-3331.392334,-171936.937500,-31668.646484,-21824.371094,-14234.544922,-0.306904
166,16007169.000000,-2900516.000000,-5920983.000000,-181210.187500,-52732.265625,-671651.000000,-0.193366
167,-247568.468750,62925.101562,144487.203125,8097.513672,50238.703125,-18617.253906,0.803708
168,-106228.359375,213302.062500,-555413.875000,-2950.909912,63425.910156,24114.669922,-0.619233
169,187116.687500,-232907.156250,-119887.898438,59440.441406,20038.707031,88330.968750,0.783347
170,4276.025391,-25699.419922,-7978.912109,-7331.774414,-1330.383423,-109.844933,0.319262
171,262178832.000000,-269708352.000000,-134234848.000000,-57164444.000000,-65860764.000000,31262020.000000,-0.231821
172,611037.500000,-1066782.125000,-375704.656250,100793.585938,98578.554688,-76283.296875,-0.004639
173,940750.812500,851191.687500,-1039064.875000,-11911.342773,-282835.281250,-240981.500000,-0.180651
174,-542660.437500,408091.687500,-361314.343750,232603.140625,163652.062500,-163993.937500,0.165232
175,-16090.287109,-68824.078125,35067.625000,9763.789062,4612.177246,14837.063477,0.402366
176,-154502.656250,-420824.625000,-148521.671875,83187.656250,-7649.972656,-64436.132812,-0.448400
177,1019288.250000,-104384.171875,328846.156250,-35712.523438,209285.250000,124613.171875,0.082866
178,-2088731.875000,-2303526.000000,-649618.812500,-933587.687500,959194.562500,-514855.125000,0.126251
179,475323.406250,-864752.125000,82442.828125,-15561.781250,14144.515625,269738.656250,0.050428
180,3737027.000000,-108676840.000000,-68091000.000000,-7520179.500000,2153515.250000,-2552288.000000,-0.615200
181,544109.375000,738302.187500,1582781.250000,-143694.375000,-373800.593750,213916.703125,0.778161
182,-413059.125000,53991.863281,226651.703125,34133.917969,96123.296875,40734.410156,-0.043929
183,-3075342.500000,-1998140.875000,-547849.437500,335172.812500,-412115.125000,-383872.312500,0.318354
184,-238946.328125,-128022.617188,-1038470.375000,-146064.031250,-193595.765625,67605.070312,-0.360445
185,799931.562500,449171.000000,-1111028.875000,264777.656250,131678.156250,245387.234375,0.188841
186,-15335027.000000,-460564.312500,4444406.500000,-273733.156250,-2312552.250000,-509566.781250,0.834851
187,568444.500000,603951.375000,-1365259.250000,-101238.015625,-322246.062500,-181557.468750,-0.187201
188,-44803.375000,972128.875000,-497934.375000,153675.187500,-43770.871094,-140126.015625,-0.031047
189,-7702042.500000,10546045.000000,4136386.250000,-3605945.500000,-2054208.250000,-1133032.875000,0.046691
190,7001344.000000,-68824.476562,-1007335.062500,-42712.726562,-63060.921875,-2832747.250000,-0.195395
191,-324142.906250,841932.125000,-329819.250000,194288.812500,23341.326172,-115189.164062,-0.216709
192,-275502.000000,-1280896.500000,-187940.890625,-211605.156250,43562.171875,267945.593750,0.708242
193,393337.656250,220216.250000,246506.921875,-49113.250000,-44633.953125,102863.460938,-0.580199
194,389612.406250,-374083.656250,-1430048.250000,-381630.031250,87157.015625,-136149.859375,-0.325701
195,36505.433594,51510.890625,-164043.406250,20434.103516,35218.000000,12872.962891,0.305221
196,50834.218750,8719.113281,263611.531250,35425.191406,-43052.734375,-5483.884277,-0.326142
197,-13297727.000000,-29559890.000000,-43628316.000000,1909315.375000,377169.843750,-284891.406250,-0.298245
198,1496341.750000,-749588.687500,315944.968750,-119987.406250,-2892.837646,508591.406250,0.170917
199,21227.298828,-536.830872,-4120.542480,-1361.718872,-3955.027100,-2403.876709,0.118661
200,-918467.000000,1953812.625000,5345745.000000,-1704364.875000,-859703.062500,-116388.601562,0.016632
201,-1326815.000000,571533.562500,-368699.343750,-170729.828125,-350758.312500,47833.765625,0.568426
202,432057.406250,1292952.875000,-1566719.500000,-111217.531250,-42126.777344,-86602.109375,-0.150876
203,1635200.000000,-408363.906250,-711246.312500,229073.750000,253858.031250,-366584.687500,-0.660844
204,-300421.656250,10926667.000000,3141667.000000,-226482.453125,-35720.062500,-9401.264648,0.404017
205,513309.875000,-558035.937500,-535107.750000,155719.296875,50415.097656,102089.265625,0.131757
206,-2378804.500000,1664572.000000,1597566.375000,242490.171875,674016.625000,-421160.562500,-0.432923
207,-6309131.500000,-3821389.500000,-77632304.000000,10605576.000000,676878.187500,247881.062500,0.826885
208,-14686448.000000,293424.625000,-214171.687500,11943.192383,1121524.125000,598278.062500,0.639304
209,945259.937500,2199571.750000,-3644011.750000,-483246.531250,-339478.468750,-285854.312500,-0.515206
210,-1369478.250000,-736487.187500,1883406.750000,-528762.437500,420011.375000,-232075.218750,0.250096
211,-112956752.000000,49096852.000000,-73779856.000000,-10571049.000000,-8918896.000000,10283118.000000,0.383227
212,-760728.062500,-86639.390625,749151.500000,-168604.000000,89532.171875,-160998.859375,-0.128159
213,-47319.226562,-30536.095703,-125029.414062,-5235.780273,35130.343750,-8607.730469,0.579512
214,-63642.093750,337026.562500,-24926.681641,-34288.949219,1285.592041,76225.570312,-0.026983
215,-349974.812500,191375.640625,274043.187500,58249.347656,-15644.311523,82890.421875,0.775701
216,-852191.312500,-2232706.750000,-1454909.250000,-531769.687500,40829.046875,235940.656250,0.239719
217,-1594777.375000,2139392.750000,-3644783.250000,526939.000000,41052.539062,-260785.640625,0.445226
218,409771.781250,-567655.375000,503741.937500,-90394.117188,-102235.992188,45347.152344,-0.635470
219,-253249.015625,220813.531250,1003057.000000,256707.046875,-33580.816406,77566.429688,0.861193
220,-1392102.125000,1075940.125000,2429797.500000,-239026.640625,430154.687500,-318125.968750,-0.406274
221,30184.576172,-110229.500000,-166171.718750,35607.984375,-5284.156250,7537.437988,0.200642
222,95486.187500,122169.343750,-21530.882812,-24717.125000,9897.888672,-34115.253906,0.694089
223,703877.875000,-1325198.375000,-410136.781250,193608.734375,64840.480469,153157.156250,-0.371447
224,193533.828125,-3135891.250000,979215.500000,768185.875000,-35882.726562,446745.406250,0.443433
225,139974.734375,396629.906250,-230160.953125,-69897.765625,-17388.353516,-78238.187500,-0.355025
226,-520854.531250,-291693.062500,301123.468750,-91586.984375,142397.078125,-36586.910156,-0.265084
227,1414417.875000,967201.812500,-3003273.000000,-93343.890625,66836.242188,1806.290527,0.530886
228,839259.750000,12661.278320,-186536.671875,34653.261719,-173313.359375,100024.726562,0.126178
229,-3706043.250000,7091784.500000,-8147275.000000,2914254.750000,1197310.750000,-110319.281250,-0.289033
230,-463087.312500,363788.125000,-102429.679688,-62127.242188,-83900.968750,54041.687500,-0.142309
231,-369205.937500,143536.312500,-187215.921875,24674.539062,-40281.019531,-85109.406250,0.733654
232,-688263.187500,329960.437500,705007.750000,-111322.156250,98388.476562,-153269.750000,0.303333
233,381027.187500,640290.062500,954321.625000,211554.031250,59984.402344,-126227.867188,0.107322
234,19591488.000000,2390928.250000,-14286181.000000,-434122.375000,106255.960938,-750334.062500,0.850279
235,-21501.042969,-133445.171875,5197.884277,-13764.169922,4459.047852,15234.858398,-0.091725
236,408079.312500,-410330.718750,-74661.070312,-1329.404541,-20201.949219,173317.640625,-0.604920
237,-1444621.000000,28881.117188,-2298855.250000,-3496.675537,172323.156250,-58468.167969,0.164448
238,1867510.125000,527751.437500,9115.830078,-124296.351562,408637.562500,146142.812500,0.289264
239,1692506.500000,-4334652.500000,825077.687500,525606.625000,92501.125000,-530033.812500,0.010696
240,-87352.609375,-787924.562500,97558.679688,121522.625000,-17507.863281,121337.906250,0.257585
241,16322.311523,-171090.187500,118998.554688,-37415.605469,-5008.389648,1095.470215,-0.195154
242,1704111.625000,-1812382.125000,1449646.250000,-73377.390625,570323.812500,907873.312500,-0.787970
243,-3098054.000000,-2842026.000000,621386.937500,178205.718750,-219337.218750,-434973.031250,0.766577
244,567655.062500,-125187.843750,-832512.000000,-102949.101562,-275236.093750,-28531.041016,0.058288
245,3688706.750000,-1023233.125000,-4785202.000000,-1982548.125000,-821622.250000,-1075100.125000,0.059560
246,-57780112.000000,-90004240.000000,-78055272.000000,393011.187500,-998997.875000,-1282.276733,-0.582876
247,934068.250000,-959939.812500,-803844.312500,-182665.593750,-314520.875000,262615.000000,-0.013012
248,1502292.875000,2699337.000000,544753.750000,-875355.062500,473805.062500,772054.437500,0.252962
249,-378998.281250,-613807.437500,-19598.462891,95397.531250,-58979.769531,-90758.968750,-0.500242
250,3547754.500000,686113.437500,371280.843750,-116359.601562,249228.437500,-4790.972168,-0.216800
251,3825330.000000,940400.812500,3698623.250000,-784665.937500,-374792.156250,790554.000000,0.525337
252,-267171.343750,-942564.687500,1326971.625000,-369069.812500,-143590.218750,-164376.984375,0.248336
253,-1234680.000000,-24319650.000000,28704648.000000,1663393.250000,3357135.000000,2654925.000000,0.422621
254,81658.765625,459422.093750,-231840.203125,-100687.695312,15731.375000,1870.730103,-0.068903
255,-23307884.000000,-33818804.000000,-14499521.000000,7498595.000000,-3395780.750000,-2362308.250000,0.217634
256,-109094.445312,-2008634.500000,-267105.656250,340186.187500,16931.625000,-201983.515625,-0.109299
257,600416.000000,33264.097656,505713.062500,31356.179688,100104.335938,-50269.136719,-0.436306
258,-1033485.437500,-11586646.000000,-12458097.000000,753802.625000,494175.562500,-332017.937500,0.552622
259,-332237.125000,-591392.437500,-1919369.750000,180810.765625,-367228.656250,95395.859375,-0.496158
260,87544.046875,432510.281250,349201.000000,111168.796875,25889.255859,-64407.601562,0.123421
261,32911.582031,1520.726074,-8310.042969,-573.020508,8459.998047,1325.494873,-0.459458
262,72665120.000000,-51203708.000000,15660488.000000,-4472910.500000,-12928676.000000,-25242396.000000,-0.435964
263,2017436.750000,4368186.500000,1239063.625000,-119269.367188,108601.664062,-164890.453125,0.538674
264,-433916.468750,360306.406250,-230584.906250,83628.867188,76135.507812,-54250.460938,0.311064
265,318974.750000,169803.781250,948782.062500,115531.117188,211851.593750,-53906.785156,0.310690
266,1002985.812500,1239828.375000,1352141.000000,416831.968750,-351669.562500,1300.174438,0.214460
267,-132424.687500,77738.507812,60331.765625,-2544.289062,21741.951172,-24597.382812,0.735224
268,-551627.625000,453119.718750,57881.664062,3713.426514,-17804.824219,176785.281250,0.818836
269,-32011.285156,53414.527344,-67709.414062,18412.542969,7236.077637,-7153.056152,-0.291339
270,797581.687500,7635668.000000,-1238188.625000,2229394.500000,-120929.984375,1605560.250000,0.276191
271,729067.937500,3891.140625,-1399528.750000,-216672.250000,-392545.281250,-134519.453125,0.371125
272,13225736.000000,-22871930.000000,-26615972.000000,7318639.000000,4235364.500000,2313225.500000,-0.554059
273,107982.062500,-10478.353516,3288487.750000,515262.343750,-463456.750000,5970.930664,0.617055
274,1174875.250000,1172665.000000,-684829.062500,-48929.355469,-174729.046875,-374827.781250,-0.124094
275,52089.843750,100336.757812,-9931.701172,-2180.277832,4713.852051,-840.104248,0.646003
276,-32813.535156,45753.664062,-149817.312500,-20794.707031,-25773.326172,-2219.313232,0.238187
277,148331.265625,294950.500000,-585492.125000,62612.960938,109670.187500,55452.125000,-0.145466
278,19037.189453,22702.968750,-66416.671875,-14025.830078,18304.162109,-9507.533203,0.475088
279,16157.406250,132018.812500,74826.546875,-5477.059570,-131.787369,-6505.812012,-0.313371
280,-305596.343750,-595578.375000,-229859.078125,166055.609375,-60447.222656,-87483.437500,-0.045123
281,1375273.125000,903972.750000,338694.625000,-300726.875000,445855.125000,48199.003906,0.429801
282,-572349.562500,-70236.937500,-55865.597656,-20503.035156,97348.328125,75532.195312,-0.271743
283,122606.523438,120916.554688,728725.125000,-194181.593750,-96190.835938,45423.687500,-0.044851
284,10956.903320,-97748.085938,-461031.000000,77324.070312,80596.968750,-1328.859253,0.054007
285,-6358838.500000,18416462.000000,1766502.375000,-966861.312500,-675325.625000,467615.812500,0.187507
286,-5187929.000000,-359990.687500,-2371626.000000,-410254.093750,1273080.000000,741079.875000,-0.422431
287,189451.906250,585173.187500,-391321.500000,-118675.125000,18074.027344,-41262.828125,0.140316
288,-8117419.000000,648425.312500,-3975800.000000,-839310.187500,-935988.562500,1563738.875000,0.987644
289,320754.031250,-369242.406250,-212237.656250,-22887.199219,49280.429688,-105956.679688,0.228342
290,682857.625000,84810.804688,-668115.562500,-160872.218750,30280.458984,-151134.671875,0.249022
291,-16741.619141,193188.390625,-260550.656250,38415.042969,-52899.121094,-41244.574219,0.323518
292,-421995.562500,-79968.632812,125597.593750,17200.308594,-15403.472656,81858.265625,-0.206570
293,93825.906250,89940.250000,-55786.890625,-22242.017578,28663.345703,6077.648926,-0.084131
294,-88644.867188,-1072246.625000,406678.750000,-21733.880859,-103394.820312,-278470.843750,-0.366641
295,1369790.125000,245436.203125,214248.468750,66770.687500,-82347.179688,-257152.390625,0.265552
296,24193.283203,37274.523438,13070.035156,1984.777466,-4368.575684,7742.263184,-0.708227
297,-1510199.000000,2037644.750000,-524102.375000,-331220.875000,-100796.421875,802560.375000,0.269532
298,18095.007812,-252763.390625,257577.296875,-71235.039062,-28233.611328,-34936.476562,0.955290
299,46439.835938,232314.890625,-58153.273438,44377.332031,-16475.130859,-40915.761719,0.412316
300,268291.093750,-112222.953125,-298022.250000,45108.914062,69633.234375,18331.978516,0.311142
301,-230742.921875,-338066.093750,573967.312500,-126296.617188,-80131.648438,-92031.320312,0.560011
302,-268831.375000,113787.796875,-249079.656250,-3854.359131,-68192.007812,-23345.640625,0.457870
303,-21876.164062,332603.156250,-340470.281250,77119.000000,-53039.625000,-67032.125000,0.709610
