Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),EE_z
33,63.698078,-19.195353,-34.975861,8.718920,18.232611,-1.538512,0.617494
34,45.938587,-33.255657,21.985634,11.148084,11.103864,-1.851765,0.657487
35,27.899673,-32.486702,62.474625,9.206996,6.594368,-1.602983,0.693068
36,21.083191,-21.740654,78.124191,5.531242,6.081961,-1.159024,0.722957
37,21.119944,-11.388293,89.814285,2.532974,6.652639,-0.787195,0.746280
38,23.236383,-3.539624,102.573616,0.196568,8.028128,-0.512901,0.762381
39,26.697256,1.962997,127.117409,-2.004154,11.073144,-0.308085,0.770197
40,11.327324,0.351151,40.404839,2.917692,-3.254468,-0.352910,0.772727
41,109.599297,45.963917,722.079041,-47.298473,137.105301,-0.057364,0.748625
42,606.402832,-306.510590,-2161.073730,123.990280,-46.744740,-18.323883,0.818039
43,-3478.056641,-551.217651,1294.132812,-126.881111,-112.405785,-95.343605,0.745056
44,-92783.789062,-24356.703125,-4386.313477,-3579.184326,11729.484375,-5262.160645,0.281335
45,-10008.909180,6693.917969,-6627.424316,-2686.640625,3835.091553,90.780350,-0.128361
46,-35160.679688,-23370.255859,29687.833984,5521.567383,-7007.962402,-378.202332,-0.059351
47,-2876.796875,2894.335938,20407.384766,370.108063,-1478.174927,66.649162,-0.026789
48,-13013.529297,-4873.360840,6343.211914,222.298782,-1352.385376,3.175606,-0.036333
49,-3176.711426,-2091.565430,-4610.128418,-136.117584,73.038925,19.322920,-0.005846
50,-1531.218872,-941.481323,-1550.645630,-124.931641,188.852448,-8.119882,0.030221
51,317.069489,-221.353073,2199.785889,208.410202,-172.772125,1.080682,0.068907
52,1606.695801,1073.313599,3163.214600,339.468567,-264.458710,-16.691824,0.092890
53,672.883301,668.785278,1256.865112,179.612839,-62.292095,-7.432174,0.123005
54,825.593628,416.185547,1034.103638,161.133148,-47.494812,5.255898,0.150139
55,275.473755,778.113159,504.927673,51.833042,-26.064548,1.946836,0.173882
56,59.378555,-57.242813,691.390320,31.027525,26.652439,0.224187,0.188689
57,297.515778,371.974609,501.737946,58.521336,-28.781384,2.260991,0.213991
58,274.935791,721.105225,337.696991,71.631523,-1.317768,0.766405,0.231269
59,266.355499,575.902405,543.333801,85.839577,3.426651,7.220971,0.241206
60,249.317337,630.315857,470.660034,104.484146,-0.986190,41.400105,0.247294
61,293.191528,646.198181,291.050385,78.066841,15.941909,5.018723,0.250544
62,76.216949,378.898804,276.728058,35.133362,15.084672,2.233650,0.256413
63,128.796921,661.915039,241.447617,81.987701,14.454844,1.727573,0.262907
64,214.705627,-74.042145,-32.794495,15.050010,28.655365,4.062284,0.276341
65,163.935287,282.088867,232.526260,33.825268,8.849977,3.514475,0.286848
66,185.963211,323.912628,48.977829,37.525696,23.958452,2.993486,0.293507
67,160.472107,257.689209,-17.592173,36.849213,22.047888,4.691118,0.298559
68,201.865005,116.265587,68.226891,28.136135,24.007265,4.607484,0.302493
69,215.473846,133.763580,52.894104,24.932831,18.186655,4.286869,0.305858
70,361.313507,-104.753029,217.397110,13.704859,21.360535,4.473508,0.310115
71,196.327377,176.887268,175.302017,32.945702,34.553734,3.808480,0.311925
72,172.612045,-295.878632,168.221207,-5.648021,38.913666,4.412367,0.317412
73,130.456360,161.041641,20.824060,17.688559,37.649578,1.283663,0.318476
74,235.346268,125.350800,-90.192917,30.320982,41.660252,4.500675,0.319057
75,308.205078,112.545715,91.466721,24.427933,37.117142,6.245081,0.319877
76,217.718597,-57.002525,36.652180,11.390463,38.688797,4.899775,0.321517
77,262.727203,174.474731,104.692986,24.952463,39.489243,3.753991,0.321198
78,250.928543,6.984377,158.787903,14.714666,41.866726,4.879838,0.320814
79,247.587158,72.233528,66.131836,19.291473,37.055660,4.195506,0.320142
80,245.644440,23.990725,89.808014,22.398922,40.885628,5.691369,0.319766
81,252.770126,54.985641,36.455082,15.770605,38.263847,4.861618,0.320017
82,240.623520,46.371353,43.221268,16.669075,44.417511,4.859088,0.320451
83,176.306732,-21.443768,-31.989792,14.993139,42.663124,4.435487,0.321061
84,215.811081,36.309513,-23.911959,20.304028,42.195755,4.701150,0.320823
85,195.199570,74.813393,21.641830,24.915722,44.882088,5.588116,0.320236
86,190.423676,7.371551,56.480225,11.664886,45.950169,5.048252,0.320441
87,205.624756,-69.077682,18.971630,12.304576,40.452026,4.572031,0.320908
88,192.618729,100.944000,-80.435165,26.502504,41.228874,5.429929,0.321454
89,269.616119,36.176991,159.809204,20.915142,45.149902,6.984388,0.321299
90,263.724548,11.252572,111.162415,19.968403,40.788147,5.647205,0.321977
91,172.545547,75.258049,34.600101,24.484119,43.602886,5.986981,0.320974
92,164.637497,-83.318512,98.278893,11.458202,47.662304,5.703626,0.321071
93,205.403427,76.140190,89.088272,23.335365,43.962833,4.742949,0.320147
94,206.417191,5.669839,66.060402,20.847891,45.178379,5.378648,0.319311
95,193.045410,-24.157711,59.765652,18.302086,46.746326,4.313602,0.319252
96,188.116119,7.575991,8.120289,19.238436,39.303707,4.604990,0.319734
97,122.981094,33.747101,-30.345795,23.392645,44.332458,5.413229,0.319232
98,114.466660,-38.034618,71.380386,19.780270,48.286388,5.460664,0.319054
99,167.620270,26.022896,36.399353,26.846310,42.916626,5.325934,0.317920
100,223.849686,47.890087,49.860771,24.566120,44.140320,5.559075,0.316862
101,180.670792,-46.215549,196.779297,19.916840,45.421589,5.309305,0.316102
102,150.389572,3.466929,51.469189,23.323505,43.517216,4.631410,0.314688
103,268.147614,-179.945984,47.763351,13.096753,33.863003,5.257713,0.317307
104,205.894043,89.318512,156.800430,24.964796,44.645588,5.085728,0.316887
105,186.145767,-28.737928,66.321732,21.445509,40.869007,5.380152,0.317309
106,187.145798,67.668594,14.794671,29.197556,39.464092,6.020412,0.316665
107,205.441467,-90.467552,108.325630,16.942514,41.537533,5.520209,0.317791
108,138.621857,5.326837,13.975348,26.603188,43.348606,5.574635,0.317468
109,135.312195,-7.655618,42.999619,24.882582,44.142677,5.174543,0.316864
110,176.439468,-98.007645,30.913725,17.436529,39.728271,4.408396,0.317149
111,183.533890,-61.255138,48.328564,20.983557,43.230442,4.938454,0.317822
112,199.850372,88.596184,95.693504,33.163914,42.243839,6.193991,0.317411
113,121.853096,-32.443130,83.745331,24.553354,47.462631,5.738727,0.316752
114,148.369751,-107.861885,64.129456,18.275370,40.047031,5.502422,0.316500
115,197.778229,-51.888908,56.545811,19.905916,43.761017,4.168205,0.317151
116,132.894257,-98.325409,84.812469,17.545095,45.262299,4.160671,0.317423
117,138.593979,-6.403717,80.866180,26.825178,45.750801,5.273116,0.316375
118,176.034073,9.149839,113.579292,30.458466,46.693920,5.571388,0.315155
119,139.042770,-85.186455,52.997578,23.497875,45.311665,5.582569,0.314764
120,181.074661,-99.812576,100.655495,21.379942,41.574692,5.250617,0.315440
121,212.699371,-17.559139,25.331350,26.866478,39.674324,5.123503,0.316575
122,180.760117,-93.477753,72.405296,21.166895,42.575703,5.745314,0.318499
123,136.709824,15.878751,49.723728,26.490294,46.835079,5.902850,0.318393
124,166.656372,-65.234100,107.750267,20.611694,45.619946,5.662937,0.318056
125,158.782166,-98.519554,34.022682,20.066940,43.309307,5.199599,0.318087
126,118.294334,5.271728,-38.000965,23.953753,43.196754,5.584058,0.318060
127,126.497070,-93.985840,12.955129,16.582798,40.586857,5.679922,0.318587
128,195.905792,-80.974213,14.536674,23.906900,37.699165,5.781500,0.319171
129,192.552246,-15.956831,-40.909386,21.558184,35.900948,5.698062,0.321051
130,146.099167,-92.921074,17.460236,14.609681,45.804981,4.817063,0.322605
131,207.616074,-106.140396,63.036049,12.248745,41.123318,5.337702,0.323529
132,164.768524,-71.599174,93.611458,20.696423,48.482620,5.685923,0.324112
133,217.690567,-21.483192,12.631371,17.599361,40.224564,4.105539,0.325173
134,220.040848,-50.002247,34.039440,17.557648,39.244324,5.122166,0.326508
135,242.293213,-3.177124,-35.232525,17.315350,36.053867,5.414755,0.327359
136,246.612228,-37.091099,120.816269,10.674008,40.022297,4.982800,0.329423
137,213.534210,-5.990371,68.093475,12.848345,40.876884,5.431386,0.330747
138,282.691223,54.912899,-3.099237,19.145340,35.356472,5.232150,0.331011
139,295.566681,-30.357161,39.596111,9.752092,33.223156,4.848401,0.332202
140,282.150360,-1.038786,90.281578,10.261776,38.314064,4.841650,0.333464
141,294.844604,-16.753952,109.898796,10.819947,35.020012,5.145194,0.334262
142,257.194275,134.238693,-28.051950,16.338070,35.244282,5.072069,0.334842
143,276.845062,-42.461716,122.097481,9.461990,38.123779,5.771492,0.335751
144,272.478302,-2.734460,79.321854,11.502468,37.837685,6.172050,0.336638
145,318.030731,44.328789,41.445728,13.787145,32.027939,5.878595,0.337321
146,347.247162,-68.239738,71.866188,4.889057,31.120365,5.478532,0.338943
147,-69.031036,-66.470024,125.902809,-5.265352,68.690186,6.334311,0.337896
148,70.981194,-10.911565,135.533478,8.119829,53.601040,4.885623,0.335417
149,300.369781,-49.577641,53.064384,5.436553,35.555294,4.684206,0.333366
150,266.517761,-105.912796,92.598549,11.932064,36.483150,4.490962,0.333458
151,157.398544,6.464252,40.830868,15.425199,42.822674,4.594326,0.334331
152,204.762955,-81.293930,61.981812,12.547318,44.539585,4.851568,0.335012
153,13.577468,592.946411,48.978134,55.783054,59.907429,6.025496,0.333955
154,598.795715,-256.458099,728.932312,-7.761902,37.278004,5.791465,0.330486
155,167.345413,-136.019440,-47.878441,12.204953,34.686268,4.173232,0.331356
156,224.078827,-108.879578,114.224403,10.793432,41.647476,3.161871,0.332530
157,187.996918,-26.922903,76.173737,16.043354,35.772205,4.380082,0.333356
158,141.124817,-28.342272,-13.372870,19.396299,43.760124,5.135986,0.334511
159,250.303146,-173.953720,57.854286,4.516564,36.873154,4.220479,0.335533
160,193.148132,95.961411,66.613350,27.775280,43.449829,5.190691,0.336121
161,228.136230,-55.691826,114.900261,14.158475,38.507397,5.942700,0.336424
162,218.239594,-111.034271,48.780647,9.774603,38.606873,5.812686,0.336898
163,168.548813,-68.164635,21.089283,9.508121,41.268139,4.121471,0.336964
164,199.693771,78.168320,107.496353,26.302622,42.962921,5.982293,0.336094
165,240.019394,-27.352381,116.223671,8.576226,39.618450,4.108743,0.336914
166,201.720459,-112.907021,105.966942,8.771364,39.065834,5.093923,0.337114
167,169.186401,26.235750,14.795328,18.971405,42.533527,4.842191,0.337683
168,131.320251,-46.235634,44.948360,11.512458,41.315403,4.080492,0.337543
169,159.815445,-133.680298,-57.659954,11.397564,35.156559,4.789479,0.339008
170,264.123871,-248.410202,-2.254848,0.220340,27.846436,3.281542,0.342294
171,318.561371,-19.546671,766.234924,12.043148,69.774826,1.205791,0.342425
172,532.673706,185.653397,871.538879,28.767969,41.947926,5.037347,0.339493
173,240.814529,-189.546219,53.529423,9.118907,36.175266,5.030829,0.338224
174,151.296997,-151.954727,10.988842,13.280391,43.863777,4.876819,0.338699
175,231.286255,-66.768661,33.929138,18.763880,39.022106,5.200622,0.339576
176,193.303864,-133.072983,30.649086,13.881018,44.441029,5.428494,0.340933
177,193.800476,-174.797562,73.421913,11.719916,41.884483,4.593143,0.341358
178,183.649796,-27.893740,-45.270737,17.591166,43.441597,5.952892,0.342328
179,265.011078,-61.799942,101.091934,15.456919,38.810486,5.204687,0.344016
180,109.689552,-264.403534,-36.697479,-0.887326,46.465916,3.790962,0.344586
181,178.572571,8.319507,-2.876010,21.598774,39.111755,4.866608,0.344459
182,154.042862,-94.893379,35.545723,15.653582,47.086933,5.293430,0.345164
183,212.645401,-49.309246,48.278107,18.566397,40.426746,5.099219,0.344991
184,186.527725,227.166840,79.399750,35.417606,37.398308,5.217540,0.345825
185,171.161392,-319.367432,-5.518306,-7.379922,43.058926,4.724552,0.345314
186,181.616425,-71.949409,115.622215,15.159033,48.701855,4.048792,0.346108
187,159.108826,27.694262,1.168570,19.562725,38.360321,3.473014,0.346148
188,180.362167,-122.266098,-69.847412,15.262959,39.978031,5.031306,0.346606
189,182.927078,-177.030487,101.326080,5.941628,31.733017,3.419817,0.346490
190,219.784637,45.152931,139.714874,19.796619,35.230869,5.051611,0.346768
191,188.032028,-271.305878,111.260773,2.090949,45.175694,4.611943,0.345643
192,158.861206,-80.214340,125.403275,18.843243,40.812157,3.488996,0.344651
193,243.274658,-30.480936,95.453629,13.850104,42.569504,5.467496,0.344206
194,166.657135,-84.974678,141.689957,14.237597,37.351044,4.175958,0.342986
195,170.473450,-89.464943,68.759514,12.651514,42.233063,5.904515,0.342725
196,261.145691,-140.786240,99.369232,13.225679,32.314724,4.106677,0.342734
197,193.209290,-81.887192,123.258873,13.301232,40.513828,3.876143,0.342997
198,210.896408,-153.498413,149.652771,1.504972,25.154593,3.468052,0.342732
199,218.474564,-34.756817,61.131016,12.808723,37.115788,4.538557,0.343186
200,204.790680,-123.612503,108.259430,15.612288,45.748245,5.647781,0.343502
201,251.710464,-118.517860,27.923246,7.411375,36.129883,4.436998,0.345299
202,310.778381,-74.195213,269.756042,10.513158,40.880863,5.742769,0.345357
203,273.783325,29.078072,197.826721,19.274172,35.784382,4.408959,0.345334
204,210.004471,-86.920181,141.626587,6.338383,37.833199,4.153797,0.345267
205,279.779724,-47.703072,98.334740,15.294845,43.777424,5.624953,0.344902
206,292.359894,63.659634,153.055954,19.974251,37.691105,5.407026,0.345665
207,286.839630,-136.251694,59.311268,8.689112,39.788399,5.862591,0.346573
208,187.228653,6.024457,54.132965,19.017632,42.905273,5.096426,0.346294
209,303.319244,-104.193726,136.647446,6.087838,40.005241,4.331015,0.346613
210,261.327118,-114.273285,16.298815,6.971378,36.447346,5.142825,0.347549
211,218.984787,-31.489367,6.211889,16.864799,44.487453,6.267521,0.348495
212,244.322586,-47.991009,-57.826675,10.102382,41.878746,6.118077,0.348803
213,231.361099,-66.941429,60.157864,7.631699,40.428211,5.321445,0.349081
214,245.766388,-57.420006,80.347008,7.576249,43.179291,4.640514,0.349111
215,233.078018,-91.304169,52.838551,8.944096,38.428371,5.556139,0.349268
216,174.031219,-39.586937,-89.356750,6.067243,53.791756,5.871921,0.348662
217,226.969940,-139.632217,93.584496,2.808383,39.310982,4.972531,0.347391
