Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),EE_x,EE_y,EE_z,Kp_x,Kp_y,Kp_z,Kp_rx,Kp_ry,Kp_rz,Kd_x,Kd_y,Kd_z,Kd_rx,Kd_ry,Kd_rz
120,19.069216,-0.682270,10.889231,-0.643519,5.387421,0.203448,0.478043,-0.020917,0.428942,274.1635,5.0000,120.6642,161.0060,60.7136,5.0000,8.9272,1.0000,1.0000,54.6270,43.9305,51.2750
121,22.140919,4.234153,10.732437,0.053165,5.671847,0.230069,0.477817,-0.020979,0.428983,273.8776,5.0000,119.7937,160.6985,60.1967,5.0000,8.8843,1.0000,1.0000,54.4928,43.8073,51.4614
122,21.153006,0.869428,10.568497,-0.505853,5.720589,0.169612,0.477556,-0.020968,0.429025,273.6322,5.0000,118.9856,160.3804,59.6733,5.0000,8.8434,1.0000,1.0000,54.3725,43.6989,51.6426
123,21.865282,1.029071,10.711713,-0.517599,5.109297,0.174050,0.477372,-0.020922,0.429054,273.3826,5.0000,118.2233,160.0549,59.1224,5.0000,8.8078,1.0000,1.0000,54.2585,43.5963,51.8125
124,19.498446,0.595964,10.759974,-0.431961,5.357979,0.188256,0.477247,-0.020924,0.429075,273.1180,5.0000,117.5171,159.7249,58.5750,5.0000,8.7790,1.0000,1.0000,54.1472,43.4929,51.9659
125,19.540268,0.894336,10.445189,-0.564437,5.422816,0.213166,0.476973,-0.020924,0.429124,272.8424,5.0000,116.8697,159.3958,58.0542,5.0000,8.7578,1.0000,1.0000,54.0381,43.3881,52.1005
126,20.012037,0.977981,9.924008,-0.494284,6.021774,0.295326,0.476591,-0.020958,0.429188,272.5219,5.0000,116.2511,159.0724,57.5213,5.0000,8.7437,1.0000,1.0000,53.9255,43.2770,52.2161
127,19.996269,0.865526,9.660491,-0.295645,6.112635,0.256819,0.476067,-0.021008,0.429269,272.1064,5.0000,115.5965,158.7617,56.8887,5.0000,8.7374,1.0000,1.0000,53.8014,43.1540,52.3148
128,19.855427,0.724015,9.709587,-0.420934,5.976854,0.382007,0.475548,-0.021044,0.429351,271.5327,5.0000,114.8382,158.4673,56.0779,5.0000,8.7398,1.0000,1.0000,53.6531,43.0063,52.4003
129,19.799339,1.829001,9.715481,-0.286098,5.911676,0.373790,0.475034,-0.021079,0.429429,270.7943,5.0000,113.9374,158.1866,55.1450,5.0000,8.7536,1.0000,1.0000,53.4721,42.8185,52.4740
130,19.609636,2.499852,9.544951,-0.170861,5.906041,0.114518,0.474518,-0.021143,0.429501,269.9276,5.0000,112.8724,157.9113,54.2147,5.0000,8.7813,1.0000,1.0000,53.2567,42.5799,52.5366
131,18.884386,0.892686,8.724128,-0.317982,6.144546,-0.235148,0.473925,-0.021211,0.429571,268.9624,5.0000,111.6409,157.6352,53.3830,5.0000,8.8233,1.0000,1.0000,53.0057,42.2849,52.5904
132,18.582880,0.890810,9.385654,-0.074986,5.734848,0.000369,0.473277,-0.021222,0.429640,267.9114,5.0000,110.2530,157.3550,52.6809,5.0000,8.8777,1.0000,1.0000,52.7183,41.9343,52.6394
133,16.835608,1.981278,8.257677,-0.662836,6.147429,-0.220798,0.472509,-0.021207,0.429686,266.7738,5.0000,108.7501,157.0701,52.0717,5.0000,8.9391,1.0000,1.0000,52.3957,41.5348,52.6892
134,18.364965,0.236417,8.548825,-0.368202,6.276295,1.034403,0.471769,-0.021218,0.429703,265.5797,5.0000,107.1605,156.7788,51.4895,5.0000,9.0030,1.0000,1.0000,52.0481,41.1047,52.7465
135,17.074389,1.555375,8.773369,-0.025698,5.171782,-0.004243,0.470938,-0.021196,0.429838,264.3365,5.0000,105.5225,156.4828,50.8694,5.0000,9.0636,1.0000,1.0000,51.6806,40.6556,52.8167
136,16.296122,2.405778,7.107244,-0.386144,5.289854,-0.657488,0.469875,-0.021270,0.429878,263.0682,5.0000,103.8838,156.1791,50.1878,5.0000,9.1181,1.0000,1.0000,51.3001,40.1993,52.9019
137,16.693171,2.333158,9.060536,0.468124,5.328887,-1.281168,0.468651,-0.021396,0.429931,261.8084,5.0000,102.1946,155.8572,49.4633,5.0000,9.1725,1.0000,1.0000,50.9153,39.7420,53.0005
138,14.098769,4.847266,8.462720,-0.518180,4.361317,-3.382596,0.467300,-0.021350,0.429846,260.5825,5.0000,100.3860,155.5135,48.7413,5.0000,9.2360,1.0000,1.0000,50.5299,39.2849,53.1101
139,22.525621,-30.369473,0.415904,-9.647834,8.446602,66.495949,0.465869,-0.021695,0.430102,259.5265,5.0000,98.3716,155.1448,48.0348,6.3656,9.3153,1.0000,1.0000,50.1782,38.8625,53.2354
140,1.837987,31.409357,12.854557,0.540268,3.695614,-56.639137,0.466756,-0.025363,0.431661,257.7571,5.0000,96.5646,154.7047,47.5229,8.1684,9.3933,1.0000,1.0000,49.6434,38.2141,53.3172
141,25.413342,-21.432148,3.510709,-4.135637,4.821635,57.568962,0.466649,-0.026707,0.431224,256.0206,5.0000,93.5910,154.0810,47.4275,10.5668,9.5052,1.0000,1.0000,49.1278,37.4998,53.3760
142,-0.673806,28.545662,11.219728,1.934531,3.114913,-57.511471,0.465372,-0.029609,0.430576,254.2555,5.0000,89.4915,153.3549,48.2396,13.7204,9.7017,1.0000,1.0000,48.5588,36.6292,53.4362
143,41.744785,-26.585089,-0.277194,-10.759252,5.059937,59.865162,0.464186,-0.030781,0.430317,252.6519,5.0000,84.4225,152.6274,49.4945,17.5709,9.9488,1.0000,1.0000,47.9820,35.7409,53.5728
144,-1.921773,53.756752,10.895203,3.554149,6.087919,-62.122231,0.462494,-0.035372,0.429999,252.3391,5.0000,78.7060,151.8249,51.9680,21.7479,10.1821,1.0000,1.0000,47.6339,35.0437,53.8037
145,29.334322,-59.702896,1.504793,-2.412610,5.680935,59.184315,0.461951,-0.036113,0.429737,253.0429,5.0000,72.6054,151.1043,53.8374,25.7749,10.3391,1.0000,1.0000,47.5517,34.7597,54.1851
146,10.387225,38.677868,5.446972,-0.964764,2.443318,-64.861015,0.461493,-0.038079,0.429776,253.1500,5.0000,67.1412,150.7221,54.5782,29.6064,10.4631,1.0000,1.0000,47.3455,34.5617,54.6810
147,10.265079,-29.354597,-10.763214,-5.175949,3.830825,58.616222,0.460638,-0.037508,0.430026,252.2966,5.0000,62.5646,150.6144,54.4555,33.2537,10.5798,1.0000,1.0000,46.9352,34.3071,55.2110
148,5.779341,32.882519,15.817400,3.342902,-1.228291,-59.126522,0.459386,-0.039930,0.430075,249.3233,5.0000,59.2088,150.7508,53.9278,37.0233,10.7910,1.0000,1.0000,46.0297,33.5922,55.6685
149,13.501057,-4.805012,4.951560,-1.657984,3.318489,13.790140,0.457789,-0.040945,0.430692,244.1936,5.0000,56.6879,150.9242,53.3347,41.0483,11.1339,1.0000,1.0000,44.6267,32.3365,55.9537
150,178.126633,-351.076904,-339.435944,-69.923103,31.144917,-37.618252,0.454331,-0.035988,0.432117,236.9848,5.0000,54.7653,150.9932,52.8755,45.3814,11.6215,1.8193,1.0000,42.7514,30.5328,56.0154
151,105.915497,295.964111,25.468857,52.851788,-9.070642,-29.975773,0.458921,-0.023614,0.437640,224.4347,5.0000,56.7051,150.9262,57.3843,50.2837,12.1925,3.7484,1.0000,39.3680,26.9951,55.3810
152,-1.739646,39.797066,13.610215,-2.103856,1.738858,-56.460857,0.460848,-0.034073,0.438817,206.7495,5.0000,65.6818,149.3234,72.5083,53.5640,12.8176,6.9114,1.0000,34.1769,21.7174,53.1279
153,23.107027,-31.902994,10.072157,0.630061,4.727780,56.978935,0.461397,-0.034728,0.438870,185.2265,5.0000,76.8007,146.0795,87.8606,56.0822,13.7792,10.7494,1.0000,28.5198,16.2533,49.6464
154,-1.807039,35.916134,16.603333,-2.473959,2.294743,-59.035156,0.460074,-0.036600,0.440674,162.8141,5.0000,87.9368,142.4689,97.2778,57.7692,14.8117,14.5226,1.0000,23.3705,11.5265,45.9092
155,21.026768,-32.340168,15.979613,0.558121,4.274791,57.181068,0.459166,-0.036606,0.441867,143.4292,5.0000,96.5141,139.3726,97.9585,58.6698,15.6991,17.5513,1.0000,19.4376,8.1193,42.8178
156,-5.188427,34.525478,20.540751,-0.640820,1.481282,-57.515755,0.458107,-0.038789,0.441996,128.2974,5.0000,102.4556,136.8998,92.2651,59.1226,16.2471,19.7620,1.0000,16.7296,5.8851,40.5544
157,4.096424,-9.920411,13.600595,-2.824221,4.574590,48.513641,0.457566,-0.037591,0.442347,118.6576,5.0000,104.5485,134.9801,82.1588,59.8227,16.4957,21.0905,1.0000,15.3089,4.7323,39.2797
158,342.535400,104.749886,-124.906410,-25.442301,24.181356,-80.862694,0.410827,-0.023083,0.444881,115.9947,5.0000,101.8473,133.2004,71.0542,61.4404,16.5072,21.4774,1.0000,15.2165,4.5527,39.0032
159,36.769638,10.907079,79.940216,-4.633466,-17.318033,-26.330631,0.422616,-0.018022,0.460671,116.5581,5.0000,94.7251,131.8737,59.6932,62.4256,16.0344,21.2339,1.0000,15.9700,4.6745,39.1794
160,10.749701,1.622022,23.578184,-2.795933,2.908601,9.185395,0.427968,-0.020293,0.466598,119.7700,5.0000,87.7735,130.6847,52.5296,62.3015,15.2500,20.6601,1.0000,16.8468,4.7598,39.2736
161,3.931225,15.671806,18.574913,-3.379794,2.538532,-13.377522,0.429767,-0.023434,0.466989,123.9553,5.0000,82.6257,129.1568,50.2718,61.6763,14.4376,20.0689,1.0000,17.4927,4.6649,39.0416
162,12.122344,-2.137038,17.750811,-2.056277,3.761125,13.298100,0.431202,-0.025583,0.467265,127.6548,5.0000,78.8067,127.4571,50.5362,61.0110,13.8193,19.5873,1.0000,17.8857,4.4527,38.6398
163,3.740481,14.730332,16.580069,-2.632487,2.719575,-15.303692,0.432321,-0.028041,0.467509,130.0555,5.0000,76.0600,126.0314,51.2319,60.4695,13.4665,19.2362,1.0000,18.0368,4.1778,38.2958
164,12.376677,-4.543791,15.880749,-1.550960,3.729388,15.334009,0.433522,-0.029558,0.467708,131.4482,5.0000,73.5868,125.2255,50.7371,60.2096,13.3951,18.9072,1.0000,18.1166,3.9668,38.2721
165,2.630208,15.479251,15.210487,-2.133251,2.489838,-18.602312,0.434377,-0.031586,0.467880,132.3737,5.0000,71.2785,125.1133,49.0099,60.3283,13.5343,18.5464,1.0000,18.1918,3.8570,38.6485
166,14.588758,-11.797155,13.796602,-0.937528,3.577592,26.215075,0.435275,-0.032631,0.468023,133.7667,5.0000,68.5470,125.5814,46.1572,60.9971,13.8251,18.0701,1.0000,18.4207,3.9478,39.4772
167,-7.042161,34.956749,14.831246,-2.376008,1.227613,-49.865681,0.435677,-0.034501,0.468153,135.6485,5.0000,65.9156,126.3896,43.2810,62.2147,14.1548,17.5399,1.0000,18.7328,4.1605,40.5921
168,21.383585,-31.981609,10.892765,0.571159,4.149622,57.476810,0.436395,-0.034160,0.468260,138.8531,5.0000,62.3795,127.3394,40.0305,63.9963,14.5131,16.8535,1.0000,19.3527,4.6588,42.0174
169,-9.744517,38.079193,12.592381,-3.519705,0.501347,-57.082260,0.436195,-0.035971,0.468352,143.0055,5.0000,58.8494,128.2293,37.7492,66.1768,14.8001,16.1090,1.0000,20.1199,5.2966,43.5373
170,20.284288,-33.881172,8.143888,1.517163,3.916102,57.147610,0.436357,-0.035946,0.468427,148.2004,5.0000,54.9423,128.9914,35.8694,68.5572,14.9964,15.2800,1.0000,21.1387,6.1759,45.1267
171,-10.450708,36.933800,11.489454,-2.749419,0.373327,-57.250206,0.435698,-0.038203,0.468489,153.1011,5.0000,51.8076,129.6646,35.0612,70.9784,15.0943,14.5303,1.0000,22.0911,7.0400,46.5943
172,19.967587,-33.668839,6.376249,1.187615,3.706614,57.279182,0.435750,-0.037671,0.468563,157.1413,5.0000,49.3131,130.3360,34.4370,73.3006,15.1326,13.8930,1.0000,22.9357,7.8840,47.9209
173,-11.159322,37.277924,10.536173,-2.431881,0.519872,-57.327023,0.434844,-0.039927,0.468596,159.8238,5.0000,47.8616,130.9973,34.4841,75.4918,15.1617,13.4295,1.0000,23.5109,8.5465,49.0164
174,19.884914,-32.955025,5.556844,0.726230,3.578037,57.426941,0.434956,-0.038982,0.468663,160.9438,5.0000,47.2233,131.7149,34.4202,77.5130,15.2101,13.1438,1.0000,23.8210,9.0425,49.9030
175,-10.348288,36.592403,10.475719,-1.731837,0.712705,-57.453758,0.433979,-0.041315,0.468679,160.9026,5.0000,47.2989,132.3663,34.8593,79.4086,15.3105,13.0119,1.0000,23.8819,9.3297,50.5542
176,20.030752,-33.145870,5.274948,0.710560,3.544264,57.462891,0.434225,-0.040036,0.468743,159.7106,5.0000,47.8782,133.0158,35.0031,81.1609,15.4478,13.0193,1.0000,23.7452,9.4675,51.0250
177,-10.213145,36.678772,10.671849,-1.787504,0.807987,-57.450565,0.433319,-0.042202,0.468749,158.0152,5.0000,48.7848,133.5241,35.4809,82.8167,15.6232,13.1192,1.0000,23.4849,9.4686,51.3194
178,20.047148,-33.273598,5.450604,0.820922,3.492980,57.462811,0.433644,-0.040932,0.468813,155.9464,5.0000,49.8940,133.9725,35.5401,84.3228,15.7992,13.2824,1.0000,23.1704,9.4229,51.5107
179,-10.044767,36.539139,11.034864,-1.731340,0.894845,-57.469543,0.432836,-0.043103,0.468812,153.8958,5.0000,51.0304,134.2340,35.9179,85.7590,15.9764,13.4794,1.0000,22.8373,9.3082,51.5870
180,19.944380,-33.104942,5.552480,0.757426,3.460199,57.470951,0.433259,-0.041822,0.468868,151.9108,5.0000,52.1719,134.4278,35.8542,87.0433,16.1218,13.6863,1.0000,22.5350,9.2131,51.6219
181,-9.874567,36.432583,11.369140,-1.714896,0.962275,-57.462212,0.432533,-0.044019,0.468862,150.1981,5.0000,53.2023,134.4519,36.1211,88.2561,16.2472,13.8891,1.0000,22.2654,9.0915,51.5912
182,19.872749,-32.948086,5.825208,0.744456,3.376681,57.483505,0.433035,-0.042752,0.468916,148.6701,5.0000,54.1611,134.4472,35.9619,89.3124,16.3310,14.0763,1.0000,22.0503,9.0142,51.5576
183,-9.828282,36.126305,11.572808,-1.698099,1.010870,-57.479221,0.432355,-0.044974,0.468905,147.4229,5.0000,54.9813,134.3216,36.1586,90.2978,16.3960,14.2461,1.0000,21.8694,8.9186,51.4856
184,19.818459,-32.755203,5.968501,0.688758,3.314438,57.482777,0.432899,-0.043725,0.468956,146.2893,5.0000,55.7370,134.2172,35.9578,91.1345,16.4290,14.3971,1.0000,21.7278,8.8622,51.4270
185,-9.885851,35.765224,11.632997,-1.666814,1.071514,-57.486244,0.432251,-0.045940,0.468943,145.3321,5.0000,56.3820,134.0350,36.1449,91.9154,16.4577,14.5346,1.0000,21.5984,8.7760,51.3389
186,19.749466,-32.577473,6.270623,0.693758,3.242840,57.501537,0.432825,-0.044705,0.468999,144.4079,5.0000,56.9788,133.9048,35.9650,92.5665,16.4695,14.6579,1.0000,21.4898,8.7192,51.2692
187,-9.871119,35.686207,11.704665,-1.697929,1.098163,-57.479248,0.432202,-0.046875,0.468981,143.5990,5.0000,57.4808,133.7177,36.1919,93.1818,16.4903,14.7727,1.0000,21.3790,8.6261,51.1733
188,18.756880,-33.176308,6.750204,0.759175,2.957574,57.485916,0.432788,-0.045633,0.469034,142.8200,5.0000,57.9230,133.5916,36.0662,93.6873,16.5032,14.8742,1.0000,21.2856,8.5639,51.1003
189,-10.096462,35.214241,12.864360,-1.270795,0.698643,-57.490711,0.432058,-0.047627,0.469040,142.1740,5.0000,58.2589,133.4123,36.3516,94.1760,16.5301,14.9661,1.0000,21.1914,8.4717,51.0066
190,18.587458,-32.455574,6.302515,0.350640,2.890286,57.508202,0.432425,-0.046065,0.469104,141.6321,5.0000,58.5042,133.2994,36.2370,94.5738,16.5489,15.0369,1.0000,21.1280,8.4316,50.9495
191,-10.087258,34.869099,12.565174,-1.194654,0.816708,-57.501976,0.431588,-0.047880,0.469101,141.3264,5.0000,58.6036,133.1303,36.5272,94.9789,16.5779,15.0871,1.0000,21.0817,8.3839,50.8853
192,19.589781,-32.791607,6.038583,0.418203,3.074244,57.502106,0.431994,-0.046279,0.469149,141.2291,5.0000,58.5596,133.0177,36.4578,95.3102,16.5926,15.1046,1.0000,21.0850,8.4063,50.8665
193,-9.790594,34.662491,11.797631,-1.063950,1.176450,-57.483391,0.431318,-0.048039,0.469132,141.4164,5.0000,58.3409,132.8550,36.7774,95.6466,16.6092,15.0927,1.0000,21.1187,8.4358,50.8487
194,19.825647,-32.369610,5.970368,0.187805,3.038813,57.528946,0.431920,-0.046392,0.469170,141.7975,5.0000,57.9922,132.7729,36.6673,95.8920,16.6024,15.0444,1.0000,21.2071,8.5457,50.8837
195,-9.809527,34.307209,11.655281,-0.897215,1.191211,-57.503551,0.431312,-0.048215,0.469154,142.4256,5.0000,57.5056,132.6650,36.9027,96.1279,16.5914,14.9659,1.0000,21.3246,8.6653,50.9238
196,19.770849,-32.111462,5.794731,0.080114,2.994854,57.540882,0.431921,-0.046599,0.469193,143.1636,5.0000,56.9652,132.6552,36.7171,96.2689,16.5576,14.8576,1.0000,21.4817,8.8543,51.0133
197,-9.842043,34.089428,11.423015,-0.777831,1.211671,-57.524857,0.431289,-0.048478,0.469176,144.0417,5.0000,56.3727,132.6252,36.9256,96.4093,16.5263,14.7313,1.0000,21.6454,9.0317,51.0983
198,19.625854,-31.898970,5.577918,-0.002322,2.956658,57.545376,0.431877,-0.046904,0.469215,144.8710,5.0000,55.8371,132.6927,36.7707,96.4725,16.4830,14.5957,1.0000,21.8156,9.2471,51.2164
199,-9.836418,33.860001,11.219183,-0.653143,1.237074,-57.550049,0.431217,-0.048833,0.469197,145.6783,5.0000,55.3482,132.7319,37.0600,96.5575,16.4552,14.4648,1.0000,21.9593,9.4173,51.3113
200,19.420750,-31.545219,5.450395,-0.013547,2.926685,57.531258,0.431791,-0.047295,0.469230,146.2639,5.0000,55.0128,132.8581,37.0126,96.5893,16.4278,14.3494,1.0000,22.0756,9.5916,51.4188
201,-9.788837,33.614033,11.085206,-0.543002,1.274001,-57.573036,0.431123,-0.049227,0.469214,146.6878,5.0000,54.7920,132.9398,37.4165,96.6655,16.4260,14.2604,1.0000,22.1393,9.6930,51.4847
202,19.381630,-31.467199,5.478583,-0.022012,2.887547,57.534470,0.431698,-0.047695,0.469248,146.7990,5.0000,54.7607,133.0899,37.4696,96.7079,16.4308,14.2026,1.0000,22.1601,9.7799,51.5485
203,-9.727512,33.668583,11.080773,-0.563663,1.306808,-57.567692,0.431035,-0.049602,0.469228,146.7132,5.0000,54.8472,133.1747,37.9462,96.8091,16.4631,14.1801,1.0000,22.1245,9.7862,51.5617
204,19.283855,-31.498413,5.628207,0.015572,2.829099,57.529018,0.431617,-0.048074,0.469266,146.3486,5.0000,55.0868,133.3055,38.0422,96.8861,16.4993,14.1891,1.0000,22.0553,9.7818,51.5697
205,-9.808848,33.429199,11.115703,-0.493351,1.339670,-57.577648,0.430950,-0.049984,0.469248,145.8606,5.0000,55.3894,133.3508,38.5353,97.0267,16.5572,14.2276,1.0000,21.9463,9.7082,51.5290
206,19.284758,-31.346788,5.772836,-0.016297,2.795942,57.530560,0.431543,-0.048462,0.469285,145.1919,5.0000,55.7775,133.4276,38.6234,97.1438,16.6110,14.2871,1.0000,21.8248,9.6399,51.4891
207,-9.707795,33.625435,11.392834,-0.509258,1.296816,-57.595623,0.430890,-0.050359,0.469267,144.5039,5.0000,56.1613,133.4082,39.1011,97.3219,16.6783,14.3639,1.0000,21.6847,9.5195,51.4083
208,18.984350,-31.172585,6.043415,-0.083632,2.707163,57.549515,0.431472,-0.048843,0.469307,143.7621,5.0000,56.5494,133.4144,39.1700,97.4704,16.7335,14.4460,1.0000,21.5561,9.4249,51.3393
209,-9.845355,33.819820,11.581294,-0.563116,1.288572,-57.579079,0.430788,-0.050769,0.469313,143.1137,5.0000,56.8636,133.3214,39.6522,97.6735,16.7969,14.5306,1.0000,21.4282,9.2953,51.2396
210,18.936531,-31.032290,6.281560,-0.059335,2.697344,57.569546,0.431389,-0.049282,0.469343,142.5082,5.0000,57.1170,133.2554,39.7533,97.8374,16.8450,14.6070,1.0000,21.3278,9.2061,51.1612
211,-10.030932,33.283543,11.266122,-0.418348,1.470136,-57.570663,0.430784,-0.051172,0.469314,142.0647,5.0000,57.2505,133.1052,40.2419,98.0377,16.8975,14.6737,1.0000,21.2412,9.0983,51.0635
212,18.930244,-30.796152,6.242354,-0.186109,2.679727,57.563324,0.431443,-0.049593,0.469355,141.7285,5.0000,57.2864,133.0101,40.2729,98.1751,16.9290,14.7195,1.0000,21.1965,9.0522,51.0032
213,-9.936668,33.601841,11.162340,-0.450347,1.509915,-57.563778,0.430839,-0.051436,0.469334,141.6153,5.0000,57.1815,132.8582,40.6388,98.3318,16.9597,14.7434,1.0000,21.1773,9.0066,50.9387
214,18.955847,-30.659790,6.259834,-0.246617,2.640157,57.578098,0.431506,-0.049846,0.469371,141.6608,5.0000,56.9687,132.7792,40.5547,98.4170,16.9666,14.7371,1.0000,21.2073,9.0341,50.9219
215,-10.100784,32.899055,10.987756,-0.399798,1.519765,-57.574688,0.430891,-0.051695,0.469352,141.9491,5.0000,56.6232,132.6559,40.8378,98.5191,16.9727,14.7042,1.0000,21.2631,9.0653,50.9065
216,18.930429,-30.427204,6.204090,-0.336722,2.601966,57.582764,0.431545,-0.050158,0.469390,142.3622,5.0000,56.2079,132.6138,40.7205,98.5513,16.9583,14.6440,1.0000,21.3583,9.1626,50.9376
217,-9.714211,33.031021,12.115650,-0.139886,0.959964,-57.559238,0.430865,-0.052037,0.469385,142.9406,5.0000,55.7157,132.5300,41.0360,98.6060,16.9500,14.5659,1.0000,21.4619,9.2472,50.9621
218,17.668411,-30.723434,5.981671,-0.490313,2.330467,57.571091,0.431266,-0.050388,0.469433,143.5215,5.0000,55.2401,132.5323,40.9848,98.6033,16.9310,14.4750,1.0000,21.5792,9.3774,51.0232
219,-10.020015,32.461170,11.588387,0.042642,1.100921,-57.603146,0.430365,-0.052125,0.469426,144.1561,5.0000,54.7639,132.4864,41.4136,98.6468,16.9297,14.3814,1.0000,21.6804,9.4742,51.0656
220,17.752836,-30.271111,5.727646,-0.675616,2.293285,57.587559,0.430705,-0.050422,0.469467,144.6886,5.0000,54.3625,132.5168,41.5052,98.6533,16.9267,14.2896,1.0000,21.7748,9.5981,51.1315
221,-10.005132,32.148987,11.290197,0.236145,1.192822,-57.632710,0.429803,-0.052183,0.469461,145.1846,5.0000,53.9947,132.4856,42.0982,98.7194,16.9472,14.2079,1.0000,21.8378,9.6714,51.1649
